flow_source,flows,value,unit,direction,type,source,data location,comment
total,co2,0.0682,kg/MJ,output,mass,GREET property table,"See ""Property table"" in the Enduse folder, minus the bio Ethanol carbon (based on 10.3 wt% blend, and gasoline blend/ethanol properties in GREET Fuel_Specs tab). All CO2, including biogenic carbon, would be 0.0727. The number here is only the fossil carbon. Biogenic carbon is ~ 6% of total CO2.",
