Vehicle Model,MPG_city,MPG_hw
'NISSAN Rogue 2.5 4 CVT 4WD MPG(25 city/32 hw)',25,32
'NISSAN Rogue Hybrid 2 4 SCV-7 2WD MPG(33 city/35 hw)',33,35
'NISSAN Rogue Hybrid 2 4 SCV-7 4WD MPG(31 city/34 hw)',31,34
'PORSCHE Macan 2 4 AMS-7 4WD MPG(19 city/23 hw)',19,23
'PORSCHE Macan S 3 6 AMS-7 4WD MPG(18 city/23 hw)',18,23
'SUBARU Crosstrek 2 4 Man-6 4WD MPG(23 city/29 hw)',23,29
'SUBARU Crosstrek 2 4 SCV-7 4WD MPG(27 city/33 hw)',27,33
'SUBARU Forester 2.5 4 SCV-7 4WD MPG(26 city/33 hw)',26,33
'SUBARU Outback AWD 2.5 4 SCV-7 4WD MPG(25 city/32 hw)',25,32
'SUBARU Outback AWD 3.6 6 SCV-6 4WD MPG(20 city/27 hw)',20,27
'TOYOTA Highlander 2.7 4 SemiAuto-6 2WD MPG(20 city/24 hw)',20,24
'TOYOTA Highlander 3.5 6 SemiAuto-8 2WD MPG(20 city/27 hw)',20,27
'TOYOTA Highlander LE/XLE/SE/LTD 3.5 6 SemiAuto-8 2WD MPG(21 city/27 hw)',21,27
'TOYOTA RAV4 2.5 4 SemiAuto-8 2WD MPG(26 city/35 hw)',26,35
'TOYOTA RAV4 2.5 4 SemiAuto-8 4WD MPG(25 city/33 hw)',25,33
'TOYOTA RAV4 2.5 4 SemiAuto-8 4WD MPG(27 city/34 hw)',27,34
'TOYOTA RAV4 Hybrid 2.5 4 SCV-6 4WD MPG(41 city/38 hw)',41,38
'VOLKSWAGEN Atlas 2 4 SemiAuto-8 2WD MPG(20 city/26 hw)',20,26
'VOLKSWAGEN Atlas 3.6 6 SemiAuto-8 2WD MPG(17 city/24 hw)',17,24
'VOLKSWAGEN Tiguan 2 4 SemiAuto-8 2WD MPG(22 city/29 hw)',22,29
'VOLKSWAGEN Tiguan 4Motion 2 4 SemiAuto-8 4WD MPG(21 city/29 hw)',21,29
'VOLVO XC40 2 4 SemiAuto-8 2WD MPG(23 city/33 hw)',23,33
'VOLVO XC40 2 4 SemiAuto-8 4WD MPG(23 city/31 hw)',23,31
'VOLVO XC60 2 4 SemiAuto-8 2WD MPG(22 city/29 hw)',22,29
'VOLVO XC60 2 4 SemiAuto-8 4WD MPG(19 city/27 hw)',19,27
'VOLVO XC60 2 4 SemiAuto-8 4WD MPG(20 city/27 hw)',20,27
