Vehicle Model,MPG_city,MPG_hw
'PORSCHE Cayenne e-Hybrid 3 6 SemiAuto-8 4WD',0,0
'VOLVO XC90 2 4 SemiAuto-8 4WD',0,0
'MERCEDES-BENZ GLC 350e 4Matic 2 4 Auto-7 4WD',0,0
'MITSUBISHI Outlander PHEV 2 4 Auto-1 4WD',0,0
'SUBARU Crosstrek Hybrid 2 4 CVT 4WD',0,0
'VOLVO XC60 2 4 SemiAuto-8 4WD',0,0
