Vehicle Model,MPG_city,MPG_hw
Representative Vehicle MPG(30 city/42 hw)',,
'CHEVROLET Cruze Hatchback 1.6 4 Auto-9 2WD MPG(30 city/45 hw)',,
'JAGUAR XF 2 4 SemiAuto-8 2WD MPG(31 city/42 hw)',,
'JAGUAR XF 2 4 SemiAuto-8 4WD MPG(30 city/40 hw)',,
