date (local),month,season,hy,dy,hd,dw,coal,hydro,gas,nuclear,petroleum,wind,other,solar,I_f,
8/18/2018,8,s,1159,49,7.00,7,2965,37,15515,3565,0,,906,32.472,540.62466,
8/18/2018,8,s,1160,49,8.00,7,3009,38,16153,3564,0,,1031,36.9,531.2179304,
8/18/2018,8,s,1161,49,9.00,7,3431,37,18627,3565,0,,1168,321.768,526.7171171,
8/18/2018,8,s,1162,49,10.00,7,4004,38,21276,3565,0,,1194,739.476,519.2886125,
8/18/2018,8,s,1163,49,11.00,7,4228,38,24499,3563,0,,1200,959.4,517.809734,
8/18/2018,8,s,1164,49,12.00,7,4349,37,27265,3562,0,,1273,1080.432,519.4632262,
8/18/2018,8,s,1165,49,13.00,7,4396,37,29063,3563,0,,1278,1107,524.8563434,
8/18/2018,8,s,1166,49,14.00,7,4562,36,30228,3564,0,,1268,1171.944,520.5495812,
8/18/2018,8,s,1167,49,15.00,7,4724,36,30898,3563,0,,1261,1083.384,522.6151285,
8/18/2018,8,s,1168,49,16.00,7,4692,36,31653,3554,0,,1270,894.456,523.1495456,
8/18/2018,8,s,1169,49,17.00,7,4726,37,31542,3545,11,,1260,680.436,521.7114629,
8/18/2018,8,s,1170,49,18.00,7,4718,41,31229,3550,77,,1264,522.504,515.7741925,
8/18/2018,8,s,1171,49,19.00,7,4637,36,30275,3538,35,,1258,239.112,514.1681341,
8/18/2018,8,s,1172,49,20.00,7,4412,36,28617,3543,0,,1244,75.276,514.6806157,
8/18/2018,8,s,1173,49,21.00,7,4350,36,27477,3539,0,,1228,0,513.465176,
8/18/2018,8,s,1174,49,22.00,7,4226,36,25690,3547,0,,1173,0,516.9196039,
8/18/2018,8,s,1175,49,23.00,7,3983,36,23490,3545,0,,1178,7.38,519.8249183,
8/18/2018,8,s,1176,49,24.00,7,3718,36,21351,3545,0,,1137,30.996,525.1883344,
8/19/2018,8,s,1177,50,1.00,1,3469,36,19397,3556,0,,1078,0,527.9404057,
8/19/2018,8,s,1178,50,2.00,1,3084,37,17847,3550,0,,1009,33.948,530.5402761,
8/19/2018,8,s,1179,50,3.00,1,2883,36,16727,3555,0,,913,32.472,535.124103,
8/19/2018,8,s,1180,50,4.00,1,2757,37,15876,3555,0,,868,32.472,539.2965839,
8/19/2018,8,s,1181,50,5.00,1,1963,37,15367,3556,0,,864,0,541.7020111,
8/19/2018,8,s,1182,50,6.00,1,3346,37,15261,3554,0,,906,0,541.226445,
8/19/2018,8,s,1183,50,7.00,1,2701,36,15399,3554,0,,925,0,550.9290278,
8/19/2018,8,s,1184,50,8.00,1,2742,37,15646,3552,0,,1081,33.948,537.7785635,
8/19/2018,8,s,1185,50,9.00,1,3196,37,18250,3556,0,,1206,304.056,529.2865541,
8/19/2018,8,s,1186,50,10.00,1,3727,37,21307,3552,0,,1243,743.904,522.2624708,
8/19/2018,8,s,1187,50,11.00,1,4133,37,24348,3553,0,,1263,1012.536,517.6311797,
8/19/2018,8,s,1188,50,12.00,1,4348,36,26761,3553,0,,1300,1133.568,513.8959754,
8/19/2018,8,s,1189,50,13.00,1,4289,37,28720,3553,0,,1300,1145.376,516.5179313,
8/19/2018,8,s,1190,50,14.00,1,4512,36,30002,3548,0,,1284,1220.652,519.8803584,
8/19/2018,8,s,1191,50,15.00,1,4639,36,30589,3539,0,,1290,1033.2,521.7958186,
8/19/2018,8,s,1192,50,16.00,1,4730,35,30485,3545,16,,1294,932.832,522.9340917,
8/19/2018,8,s,1193,50,17.00,1,4771,36,30253,3546,66,,1279,614.016,523.0542747,
8/19/2018,8,s,1194,50,18.00,1,4580,41,29767,3542,66,,1286,283.392,522.7082672,
8/19/2018,8,s,1195,50,19.00,1,4351,35,28053,3538,22,,1280,150.552,520.8705779,
8/19/2018,8,s,1196,50,20.00,1,2996,33,26282,3537,0,,1277,25.092,517.3056978,
8/19/2018,8,s,1197,50,21.00,1,5451,35,25267,3538,0,,1230,0,516.8981281,
8/19/2018,8,s,1198,50,22.00,1,4028,34,23389,3546,0,,1167,0,521.3814869,
8/19/2018,8,s,1199,50,23.00,1,3887,35,20703,3541,0,,1165,0,532.8036145,
8/19/2018,8,s,1200,50,24.00,1,3647,35,18325,3543,0,,1154,0,540.6772436,
8/20/2018,8,s,1201,51,1.00,2,3263,36,16596,3536,0,,989,0,541.9786354,
8/20/2018,8,s,1202,51,2.00,2,2904,35,15409,3541,0,,937,0,551.6266788,
8/20/2018,8,s,1203,51,3.00,2,2735,35,14521,3549,0,,866,32.472,556.3257839,
8/20/2018,8,s,1204,51,4.00,2,2703,34,14049,3548,0,,864,32.472,556.0298725,
8/20/2018,8,s,1205,51,5.00,2,2691,35,14139,3549,0,,889,32.472,546.6233878,
8/20/2018,8,s,1206,51,6.00,2,2755,35,15229,3552,0,,932,0,538.1330316,
8/20/2018,8,s,1207,51,7.00,2,2992,34,17106,3547,0,,960,0,539.7659827,
8/20/2018,8,s,1208,51,8.00,2,3244,35,17699,3556,0,,1052,33.948,535.9010928,
8/20/2018,8,s,1209,51,9.00,2,3464,26,19262,3551,0,,1136,277.488,532.7930946,
8/20/2018,8,s,1210,51,10.00,2,3807,4,21377,3558,0,,1145,674.532,523.3515463,
8/20/2018,8,s,1211,51,11.00,2,4053,5,24142,3547,0,,1195,929.88,514.504452,
8/20/2018,8,s,1212,51,12.00,2,3130,4,26770,3544,0,,1266,953.496,514.3958452,
8/20/2018,8,s,1213,51,13.00,2,5764,4,28865,3531,0,,1265,928.404,512.6748792,
8/20/2018,8,s,1214,51,14.00,2,4691,4,30495,3533,3,,1257,949.068,516.3713272,
8/20/2018,8,s,1215,51,15.00,2,4684,4,31580,3523,41,,1269,853.128,518.3947038,
8/20/2018,8,s,1216,51,16.00,2,3434,4,31718,3528,0,,1273,776.376,519.3933931,
8/20/2018,8,s,1217,51,17.00,2,5936,6,31293,3528,0,,1271,733.572,520.9943094,
8/20/2018,8,s,1218,51,18.00,2,4591,4,30630,3534,0,,1273,473.796,521.4290052,
8/20/2018,8,s,1219,51,19.00,2,4604,4,29400,3529,0,,1231,212.544,520.0731883,
8/20/2018,8,s,1220,51,20.00,2,4287,4,28179,3530,0,,1209,47.232,516.9297222,
8/20/2018,8,s,1221,51,21.00,2,4157,4,27408,3530,0,,1176,0,517.2812506,
8/20/2018,8,s,1222,51,22.00,2,4215,4,24908,3531,0,,1130,32.472,525.3115075,
8/20/2018,8,s,1223,51,23.00,2,3950,4,22104,3530,0,,1140,0,532.9910612,
8/20/2018,8,s,1224,51,24.00,2,3494,4,19648,3535,0,,1087,32.472,538.8664683,
8/21/2018,8,s,1225,52,1.00,3,3065,4,17700,3529,0,,987,32.472,537.1121248,
8/21/2018,8,s,1226,52,2.00,3,2565,4,16617,3533,0,,926,0,538.9758193,
8/21/2018,8,s,1227,52,3.00,3,2391,4,15771,3532,0,,848,0,547.3826212,
8/21/2018,8,s,1228,52,4.00,3,2262,4,15202,3537,0,,843,32.472,554.3686513,
8/21/2018,8,s,1229,52,5.00,3,2339,4,15014,3531,0,,855,0,544.8811325,
8/21/2018,8,s,1230,52,6.00,3,2484,4,15772,3534,0,,943,0,540.1383352,
8/21/2018,8,s,1231,52,7.00,3,2746,4,17522,3533,0,,984,0,538.8966914,
8/21/2018,8,s,1232,52,8.00,3,2882,4,18216,3531,0,,1044,33.948,537.5631667,
8/21/2018,8,s,1233,52,9.00,3,3199,4,19589,3536,0,,1106,308.484,540.4828787,
8/21/2018,8,s,1234,52,10.00,3,3727,4,21660,3531,0,,1157,730.62,529.8305519,
8/21/2018,8,s,1235,52,11.00,3,4126,4,24401,3534,0,,1244,1016.964,520.4669203,
8/21/2018,8,s,1236,52,12.00,3,4265,4,26842,3532,0,,1285,1210.32,517.8164076,
8/21/2018,8,s,1237,52,13.00,3,4507,4,29055,3530,0,,1279,1263.456,516.3574569,
8/21/2018,8,s,1238,52,14.00,3,4579,4,30880,3525,0,,1273,1242.792,518.5677439,
8/21/2018,8,s,1239,52,15.00,3,4653,4,31526,3524,0,,1218,1148.328,518.7295287,
8/21/2018,8,s,1240,52,16.00,3,4514,4,32357,3515,0,,1239,928.404,521.3890324,
8/21/2018,8,s,1241,52,17.00,3,4541,6,32643,3512,0,,1235,749.808,520.0503225,
8/21/2018,8,s,1242,52,18.00,3,4671,5,32160,3510,0,,1229,614.016,520.0691949,
8/21/2018,8,s,1243,52,19.00,3,4571,4,30853,3506,0,,1190,301.104,518.0055619,
8/21/2018,8,s,1244,52,20.00,3,4330,4,29456,3508,0,,1191,42.804,516.131318,
8/21/2018,8,s,1245,52,21.00,3,4219,4,28732,3497,0,,1127,0,508.2213762,
8/21/2018,8,s,1246,52,22.00,3,3806,4,26888,3503,0,,1079,0,509.9444805,
8/21/2018,8,s,1247,52,23.00,3,3558,4,23918,3504,0,,1021,0,515.2385539,
8/21/2018,8,s,1248,52,24.00,3,3128,4,21366,3508,0,,1078,0,517.8292229,
8/22/2018,8,s,1249,53,1.00,4,2747,4,19381,3500,0,,974,0,521.4475082,
8/22/2018,8,s,1250,53,2.00,4,2601,4,17931,3511,0,,937,0,527.9653482,
8/22/2018,8,s,1251,53,3.00,4,2543,4,16912,3511,0,,871,0,532.7893089,
8/22/2018,8,s,1252,53,4.00,4,2493,4,16176,3521,0,,868,0,534.1768047,
8/22/2018,8,s,1253,53,5.00,4,2489,4,16087,3521,0,,882,0,528.8456858,
8/22/2018,8,s,1254,53,6.00,4,2600,4,16890,3525,0,,939,0,527.8406876,
8/22/2018,8,s,1255,53,7.00,4,2956,4,18532,3521,0,,962,0,532.3620025,
8/22/2018,8,s,1256,53,8.00,4,3075,4,19071,3523,0,,1024,41.328,530.8198098,
8/22/2018,8,s,1257,53,9.00,4,3182,4,20355,3518,0,,1024,307.008,530.3684426,
8/22/2018,8,s,1258,53,10.00,4,3481,4,22297,3517,0,,1057,740.952,525.1893455,
8/22/2018,8,s,1259,53,11.00,4,3872,4,24599,3517,0,,1135,1047.96,517.3861745,
8/22/2018,8,s,1260,53,12.00,4,4069,4,26643,3518,0,,1200,1191.132,519.7576381,
8/22/2018,8,s,1261,53,13.00,4,4355,4,27886,3516,0,,1245,1142.424,520.010515,
8/22/2018,8,s,1262,53,14.00,4,4485,4,28849,3511,0,,1268,1081.908,518.3034375,
8/22/2018,8,s,1263,53,15.00,4,4485,4,29693,3514,0,,1265,845.748,519.1317227,
8/22/2018,8,s,1264,53,16.00,4,4458,4,30204,3510,3,,1264,838.368,519.5012467,
8/22/2018,8,s,1265,53,17.00,4,4418,4,30065,3507,0,,1266,645.012,519.1835911,
8/22/2018,8,s,1266,53,18.00,4,4452,9,29274,3508,0,,1258,417.708,521.6234038,
8/22/2018,8,s,1267,53,19.00,4,4388,8,28300,3504,0,,1215,138.744,520.2208246,
8/22/2018,8,s,1268,53,20.00,4,4329,4,27173,3502,0,,1160,35.424,510.4566505,
8/22/2018,8,s,1269,53,21.00,4,4212,4,27365,3499,0,,1120,2.952,506.8522012,
8/22/2018,8,s,1270,53,22.00,4,4013,4,25679,3504,0,,1105,2.952,510.419268,
8/22/2018,8,s,1271,53,23.00,4,3790,4,22748,3507,0,,1083,2.952,514.6981705,
8/22/2018,8,s,1272,53,24.00,4,3539,4,20295,3503,0,,929,2.952,515.277353,
8/23/2018,8,s,1273,54,1.00,5,3248,4,18216,3508,0,,979,0,521.3875348,
8/23/2018,8,s,1274,54,2.00,5,2909,4,17145,3508,0,,942,0,526.9060241,
8/23/2018,8,s,1275,54,3.00,5,2734,4,15979,3507,0,,853,0,531.7462589,
8/23/2018,8,s,1276,54,4.00,5,2574,4,15424,3504,0,,850,0,534.7494451,
8/23/2018,8,s,1277,54,5.00,5,2579,4,15244,3508,0,,868,0,530.9798612,
8/23/2018,8,s,1278,54,6.00,5,2684,4,16063,3511,0,,965,0,524.5577518,
8/23/2018,8,s,1279,54,7.00,5,2966,4,17774,3514,0,,1003,0,531.9080235,
8/23/2018,8,s,1280,54,8.00,5,2968,4,18354,3517,0,,983,42.804,531.6245601,
8/23/2018,8,s,1281,54,9.00,5,3002,4,20008,3514,0,,964,280.44,528.2312679,
8/23/2018,8,s,1282,54,10.00,5,3237,4,21964,3517,5,,1018,659.772,521.0896949,
8/23/2018,8,s,1283,54,11.00,5,3455,4,24378,3513,5,,1170,1009.584,516.7688926,
8/23/2018,8,s,1284,54,12.00,5,3909,4,26671,3505,0,,1291,1105.524,515.1857961,
8/23/2018,8,s,1285,54,13.00,5,4179,4,28464,3496,1,,1271,1081.908,514.7351843,
8/23/2018,8,s,1286,54,14.00,5,4327,4,29768,3500,0,,1271,1148.328,518.8269974,
8/23/2018,8,s,1287,54,15.00,5,4387,4,30614,3492,0,,1272,1024.344,518.1272068,
8/23/2018,8,s,1288,54,16.00,5,4431,5,31121,3495,0,,1255,879.696,517.4335724,
8/23/2018,8,s,1289,54,17.00,5,4454,4,31449,3496,0,,1277,814.752,518.428089,
8/23/2018,8,s,1290,54,18.00,5,4447,4,31204,3499,0,,1266,467.892,516.9379892,
8/23/2018,8,s,1291,54,19.00,5,4418,4,30073,3503,0,,1228,262.728,514.3793472,
8/23/2018,8,s,1292,54,20.00,5,4275,4,28638,3505,0,,1166,64.944,513.8995462,
8/23/2018,8,s,1293,54,21.00,5,3901,4,28306,3508,0,,1123,2.952,509.9237023,
8/23/2018,8,s,1294,54,22.00,5,3584,4,26585,3509,0,,1108,2.952,514.9785483,
8/23/2018,8,s,1295,54,23.00,5,3359,4,23505,3510,0,,1093,2.952,524.8454272,
8/23/2018,8,s,1296,54,24.00,5,3079,4,21065,3507,0,,1065,2.952,531.0014061,
8/24/2018,8,s,1297,55,1.00,6,2828,4,18877,3512,0,,998,0,536.4173474,
8/24/2018,8,s,1298,55,2.00,6,2843,4,17319,3506,0,,937,0,538.0522479,
8/24/2018,8,s,1299,55,3.00,6,2559,4,16416,3507,0,,857,0,540.4053201,
8/24/2018,8,s,1300,55,4.00,6,2445,4,15737,3508,0,,860,0,543.073086,
8/24/2018,8,s,1301,55,5.00,6,2443,4,15541,3514,0,,883,0,544.2663121,
8/24/2018,8,s,1302,55,6.00,6,2636,4,16271,3507,0,,963,0,541.8535138,
8/24/2018,8,s,1303,55,7.00,6,3035,4,17803,3513,0,,992,0,541.2088575,
8/24/2018,8,s,1304,55,8.00,6,3097,4,18476,3513,0,,1021,42.804,536.6464656,
8/24/2018,8,s,1305,55,9.00,6,3255,4,19838,3508,0,,1016,286.344,527.3420071,
8/24/2018,8,s,1306,55,10.00,6,2692,9,21946,3514,0,,1101,683.388,525.377521,
8/24/2018,8,s,1307,55,11.00,6,4697,17,24402,3513,0,,1212,1033.2,522.9999347,
8/24/2018,8,s,1308,55,12.00,6,4154,38,26583,3510,0,,1318,1140.948,520.5613587,
8/24/2018,8,s,1309,55,13.00,6,4354,40,28387,3504,0,,1303,1192.608,520.652259,
8/24/2018,8,s,1310,55,14.00,6,4328,40,29752,3503,0,,1303,1179.324,519.972828,
8/24/2018,8,s,1311,55,15.00,6,4331,39,30303,3498,0,,1281,856.08,519.4185957,
8/24/2018,8,s,1312,55,16.00,6,4384,39,30149,3492,0,,1289,785.232,519.782199,
8/24/2018,8,s,1313,55,17.00,6,4385,39,29402,3488,0,,1261,371.952,517.5435581,
8/24/2018,8,s,1314,55,18.00,6,4304,40,27973,3486,0,,1268,200.736,518.3721417,
8/24/2018,8,s,1315,55,19.00,6,4181,38,26366,3485,0,,1208,149.076,514.5763125,
8/24/2018,8,s,1316,55,20.00,6,4063,38,25142,3487,0,,1167,20.664,512.7100072,
8/24/2018,8,s,1317,55,21.00,6,3908,38,24637,3485,0,,1094,0,509.2451637,
8/24/2018,8,s,1318,55,22.00,6,3655,38,23002,3493,0,,1043,0,509.4539262,
8/24/2018,8,s,1319,55,23.00,6,3406,38,21148,3488,0,,1040,0,513.7656707,
8/24/2018,8,s,1320,55,24.00,6,3246,38,19300,3489,0,,1067,0,515.7875403,
8/25/2018,8,s,1321,56,1.00,7,2883,39,17786,3479,0,,872,0,523.5917338,
8/25/2018,8,s,1322,56,2.00,7,2671,38,16575,3487,0,,836,0,535.7610449,
8/25/2018,8,s,1323,56,3.00,7,2546,38,15534,3490,0,,822,0,540.4602135,
8/25/2018,8,s,1324,56,4.00,7,2432,38,14929,3487,0,,805,0,542.5687779,
8/25/2018,8,s,1325,56,5.00,7,2410,39,14611,3491,0,,801,0,541.5017863,
8/25/2018,8,s,1326,56,6.00,7,2411,38,14753,3488,0,,818,0,542.1005844,
8/25/2018,8,s,1327,56,7.00,7,2468,39,15220,3488,0,,915,0,537.3569454,
8/25/2018,8,s,1328,56,8.00,7,2507,38,15849,3490,0,,948,35.424,527.7809415,
8/25/2018,8,s,1329,56,9.00,7,2691,39,17920,3491,0,,1067,278.964,525.8080938,
8/25/2018,8,s,1330,56,10.00,7,3312,38,20416,3493,0,,1151,668.628,518.2840978,
8/25/2018,8,s,1331,56,11.00,7,3834,39,22994,3491,0,,1223,1005.156,513.8782675,
8/25/2018,8,s,1332,56,12.00,7,4053,38,24756,3492,0,,1290,1180.8,516.6117521,
8/25/2018,8,s,1333,56,13.00,7,4232,39,26192,3487,0,,1293,1250.172,518.438881,
8/25/2018,8,s,1334,56,14.00,7,4384,39,27109,3489,0,,1279,1189.656,520.7184988,
8/25/2018,8,s,1335,56,15.00,7,4401,39,27437,3482,0,,1264,1093.716,522.7232922,
8/25/2018,8,s,1336,56,16.00,7,4515,39,27181,3478,0,,1274,699.624,519.9299109,
8/25/2018,8,s,1337,56,17.00,7,4396,39,26501,3486,0,,1282,361.62,515.1803718,
8/25/2018,8,s,1338,56,18.00,7,4232,40,25245,3476,0,,1237,163.836,516.4156398,
8/25/2018,8,s,1339,56,19.00,7,4168,38,23518,3484,0,,1141,104.796,516.9460037,
8/25/2018,8,s,1340,56,20.00,7,3999,39,22408,3482,0,,1097,14.76,515.4650779,
8/25/2018,8,s,1341,56,21.00,7,3855,39,22082,3482,0,,1043,0,512.5199258,
8/25/2018,8,s,1342,56,22.00,7,3510,38,21116,3486,0,,969,0,512.7154542,
8/25/2018,8,s,1343,56,23.00,7,3176,39,19362,3491,0,,973,0,510.2692547,
8/25/2018,8,s,1344,56,24.00,7,2898,39,17827,3489,0,,955,0,518.3388907,
8/26/2018,8,s,1345,57,1.00,1,2601,38,16513,3471,0,,823,0,523.7133251,
8/26/2018,8,s,1346,57,2.00,1,2365,39,15416,3475,0,,753,0,537.3025731,
8/26/2018,8,s,1347,57,3.00,1,2311,38,14472,3467,0,,725,0,544.2151138,
8/26/2018,8,s,1348,57,4.00,1,2244,38,13845,3472,0,,729,0,550.806788,
8/26/2018,8,s,1349,57,5.00,1,2237,39,13488,3467,0,,730,0,551.3791362,
8/26/2018,8,s,1350,57,6.00,1,2181,37,13369,3471,0,,769,0,549.0652727,
8/26/2018,8,s,1351,57,7.00,1,2169,38,13454,3471,0,,844,0,549.417501,
8/26/2018,8,s,1352,57,8.00,1,2169,38,14249,3470,0,,960,25.092,533.0980629,
8/26/2018,8,s,1353,57,9.00,1,2338,38,16851,3473,0,,913,304.056,528.0891314,
8/26/2018,8,s,1354,57,10.00,1,2905,39,19824,3474,3,,892,723.24,527.5981611,
8/26/2018,8,s,1355,57,11.00,1,2569,38,22430,3463,31,,998,1003.68,520.1749503,
8/26/2018,8,s,1356,57,12.00,1,4864,38,24943,3474,0,,1129,1092.24,515.3761682,
8/26/2018,8,s,1357,57,13.00,1,4309,39,27131,3472,0,,1164,1186.704,517.5407694,
8/26/2018,8,s,1358,57,14.00,1,4314,38,28859,3468,0,,1175,1210.32,516.6999302,
8/26/2018,8,s,1359,57,15.00,1,4398,38,29873,3464,0,,1187,1018.44,517.2177198,
8/26/2018,8,s,1360,57,16.00,1,4291,39,30374,3460,0,,1173,1042.056,516.0953245,
8/26/2018,8,s,1361,57,17.00,1,4313,38,30359,3456,0,,1153,649.44,512.5577751,
8/26/2018,8,s,1362,57,18.00,1,3037,40,29786,3454,0,,1124,408.852,510.853616,
8/26/2018,8,s,1363,57,19.00,1,5514,38,28438,3444,0,,1103,178.596,511.2184069,
8/26/2018,8,s,1364,57,20.00,1,4299,38,26749,3451,0,,1121,20.664,510.139989,
8/26/2018,8,s,1365,57,21.00,1,4301,39,25694,3448,0,,1168,0,513.0768563,
8/26/2018,8,s,1366,57,22.00,1,4161,38,24160,3352,2,,1102,0,513.246906,
8/26/2018,8,s,1367,57,23.00,1,3662,38,22159,3132,0,,1049,0,510.3154556,
8/26/2018,8,s,1368,57,24.00,1,3288,38,20159,2964,0,,974,0,514.0340494,
8/27/2018,8,s,1369,58,1.00,2,2872,38,18715,2694,0,,807,0,521.2625738,
8/27/2018,8,s,1370,58,2.00,2,2630,38,17365,2685,0,,750,0,527.8708386,
8/27/2018,8,s,1371,58,3.00,2,2465,38,16370,2688,0,,733,0,534.237055,
8/27/2018,8,s,1372,58,4.00,2,2429,38,15765,2695,0,,722,0,534.6323911,
8/27/2018,8,s,1373,58,5.00,2,2427,38,15745,2699,0,,750,0,529.1825036,
8/27/2018,8,s,1374,58,6.00,2,2546,38,16743,2694,0,,813,0,525.1842712,
8/27/2018,8,s,1375,58,7.00,2,3005,37,18351,2708,0,,895,0,534.638554,
8/27/2018,8,s,1376,58,8.00,2,3108,37,18956,2699,0,,1003,28.044,529.0807493,
8/27/2018,8,s,1377,58,9.00,2,2407,36,20188,2703,0,,1161,305.532,521.5454838,
8/27/2018,8,s,1378,58,10.00,2,4612,37,22367,2701,0,,1339,720.288,516.807177,
8/27/2018,8,s,1379,58,11.00,2,3988,36,24839,2702,0,,1459,1065.672,513.3895104,
8/27/2018,8,s,1380,58,12.00,2,4162,35,27464,2696,0,,1518,1148.328,513.6571766,
8/27/2018,8,s,1381,58,13.00,2,4337,33,29470,2691,0,,1506,1244.268,514.7669606,
8/27/2018,8,s,1382,58,14.00,2,4572,34,31119,2686,0,,1532,1093.716,520.8330205,
8/27/2018,8,s,1383,58,15.00,2,4674,34,31980,2682,0,,1558,898.884,521.7766077,
8/27/2018,8,s,1384,58,16.00,2,4704,33,32072,2680,0,,1572,904.788,517.8201136,
8/27/2018,8,s,1385,58,17.00,2,4814,34,31684,2677,0,,1555,740.952,517.2931724,
8/27/2018,8,s,1386,58,18.00,2,4889,39,30827,2677,0,,1571,320.292,517.0982124,
8/27/2018,8,s,1387,58,19.00,2,4735,34,29387,2679,0,,1580,163.836,510.7806013,
8/27/2018,8,s,1388,58,20.00,2,4457,34,27955,2678,0,,1539,26.568,509.7121231,
8/27/2018,8,s,1389,58,21.00,2,4367,34,27399,2675,0,,1533,0,508.2537977,
8/27/2018,8,s,1390,58,22.00,2,4172,34,25427,2680,0,,1445,0,516.2126154,
8/27/2018,8,s,1391,58,23.00,2,3796,34,23078,2678,0,,1233,0,516.4060224,
8/27/2018,8,s,1392,58,24.00,2,3534,34,20760,2681,0,,1019,0,517.8415995,
8/28/2018,8,s,1393,59,1.00,3,3125,34,19322,2687,0,,900,0,525.8360509,
8/28/2018,8,s,1394,59,2.00,3,2883,35,17859,2687,0,,828,0,532.9082268,
8/28/2018,8,s,1395,59,3.00,3,2706,34,16779,2690,0,,800,0,535.7991766,
8/28/2018,8,s,1396,59,4.00,3,2575,34,16142,2693,0,,792,0,540.3411208,
8/28/2018,8,s,1397,59,5.00,3,2581,35,16038,2695,0,,795,0,537.768871,
8/28/2018,8,s,1398,59,6.00,3,2670,34,16935,2692,0,,876,0,530.9764372,
8/28/2018,8,s,1399,59,7.00,3,3040,35,18614,2697,0,,996,0,537.565211,
8/28/2018,8,s,1400,59,8.00,3,3288,35,19071,2695,0,,1050,35.424,530.7511532,
8/28/2018,8,s,1401,59,9.00,3,3453,34,19988,2699,0,,1175,287.82,526.4850906,
8/28/2018,8,s,1402,59,10.00,3,3572,35,21593,2698,0,,1369,681.912,520.2304217,
8/28/2018,8,s,1403,59,11.00,3,3796,32,23610,2698,0,,1493,953.496,515.3579041,
8/28/2018,8,s,1404,59,12.00,3,4154,31,25380,2706,0,,1535,1104.048,514.0724254,
8/28/2018,8,s,1405,59,13.00,3,4301,35,27258,2698,0,,1564,1081.908,517.6508592,
8/28/2018,8,s,1406,59,14.00,3,4494,31,28560,2698,0,,1565,1120.284,516.5406105,
8/28/2018,8,s,1407,59,15.00,3,4575,34,28931,2700,0,,1567,839.844,516.069615,
8/28/2018,8,s,1408,59,16.00,3,4608,34,28616,2697,0,,1565,615.492,512.4822623,
8/28/2018,8,s,1409,59,17.00,3,4394,34,28107,2694,0,,1509,329.148,507.1877337,
8/28/2018,8,s,1410,59,18.00,3,4323,40,26646,2696,0,,1478,262.728,507.699974,
8/28/2018,8,s,1411,59,19.00,3,4060,32,25725,2692,0,,1484,104.796,507.5579214,
8/28/2018,8,s,1412,59,20.00,3,3860,33,25090,2692,0,,1519,7.38,506.056801,
8/28/2018,8,s,1413,59,21.00,3,4119,32,24325,2698,0,,1476,0,504.700255,
8/28/2018,8,s,1414,59,22.00,3,3781,33,22700,2696,0,,1377,0,508.7675177,
8/28/2018,8,s,1415,59,23.00,3,3433,32,20775,2696,0,,1082,0,510.617678,
8/28/2018,8,s,1416,59,24.00,3,2979,33,18676,2700,0,,1066,0,518.3766762,
8/29/2018,8,s,1417,60,1.00,4,2740,34,17035,2701,0,,856,0,531.0830886,
8/29/2018,8,s,1418,60,2.00,4,2669,34,16139,2703,0,,803,0,538.3558043,
8/29/2018,8,s,1419,60,3.00,4,2609,33,15351,2703,0,,786,0,544.1429316,
8/29/2018,8,s,1420,60,4.00,4,2600,34,14934,2706,0,,780,0,543.6436135,
8/29/2018,8,s,1421,60,5.00,4,2597,34,15028,2704,0,,771,0,537.430801,
8/29/2018,8,s,1422,60,6.00,4,2673,34,16232,2708,0,,847,0,530.656234,
8/29/2018,8,s,1423,60,7.00,4,2961,34,18097,2707,0,,996,0,537.732498,
8/29/2018,8,s,1424,60,8.00,4,3298,34,18643,2711,0,,999,42.804,538.2213282,
8/29/2018,8,s,1425,60,9.00,4,3336,34,19456,2707,0,,1173,243.54,529.2900414,
8/29/2018,8,s,1426,60,10.00,4,3739,34,20851,2710,0,,1319,541.692,520.6252974,
8/29/2018,8,s,1427,60,11.00,4,4131,32,23281,2707,0,,1453,869.364,517.9815077,
8/29/2018,8,s,1428,60,12.00,4,4415,31,25399,2703,0,,1508,1040.58,515.4956628,
8/29/2018,8,s,1429,60,13.00,4,3369,31,27057,2708,0,,1546,960.876,511.5926947,
8/29/2018,8,s,1430,60,14.00,4,5737,31,28442,2704,0,,1555,785.232,510.4578837,
8/29/2018,8,s,1431,60,15.00,4,4566,31,28487,2671,22,,1570,461.988,507.3560037,
8/29/2018,8,s,1432,60,16.00,4,4629,31,27618,2633,5,,1769,199.26,510.2061575,
8/29/2018,8,s,1433,60,17.00,4,4471,31,26407,2628,0,,1700,135.792,512.4238584,
8/29/2018,8,s,1434,60,18.00,4,4305,39,25357,2623,0,,1636,100.368,510.0141224,
8/29/2018,8,s,1435,60,19.00,4,4036,31,24702,2627,0,,1533,63.468,506.9681068,
8/29/2018,8,s,1436,60,20.00,4,4062,30,23981,2622,0,,1520,5.904,504.3339377,
8/29/2018,8,s,1437,60,21.00,4,4199,30,23618,2485,0,,1489,0,498.0446224,
8/29/2018,8,s,1438,60,22.00,4,3908,30,22293,2443,0,,1364,0,504.1577218,
8/29/2018,8,s,1439,60,23.00,4,3490,30,20294,2446,0,,1079,0,506.9347428,
8/29/2018,8,s,1440,60,24.00,4,2994,29,18566,2446,0,,925,0,519.3826816,
8/30/2018,8,s,1441,61,1.00,5,2653,30,17011,2447,0,,808,0,526.4486025,
8/30/2018,8,s,1442,61,2.00,5,2559,30,15864,2454,0,,780,0,536.0775537,
