Orlando,Atlanta,Austin,Phoenix,LA,Charlotte,Nashville,Baltimore,St. Louis,Kansas City,San Francisco,Boston,Salt Lake City,Minneapolis,New York,San Diego,Minneapolis TMY,Boston TMY
32.77777778,33.33333333,33.33333333,35,25,31.11111111,33.33333333,30,32.22222222,35,19.44444444,22.8,31.7,31.11111111,25.55555556,24.44444444,25,26
32.77777778,32.77777778,33.88888889,35.55555556,25,32.77777778,33.88888889,30,32.77777778,35.55555556,21.11111111,22.8,32.8,32.77777778,25,24.44444444,26,27
33.33333333,33.88888889,34.44444444,36.66666667,25,33.88888889,33.33333333,29.44444444,32.77777778,36.11111111,22.22222222,22.2,33.9,33.33333333,26.11111111,25,26,27
33.88888889,32.77777778,35,37.22222222,24.44444444,33.33333333,33.88888889,31.11111111,32.77777778,32.77777778,21.66666667,21.7,34.4,34.44444444,27.22222222,25,26,27
33.88888889,33.33333333,35.55555556,37.77777778,23.88888889,34.44444444,33.88888889,30.55555556,33.33333333,35.55555556,21.66666667,22.2,34.4,35,26.11111111,25,26,27
32.77777778,33.88888889,35.55555556,37.77777778,23.33333333,34.44444444,33.33333333,28.33333333,32.77777778,36.66666667,19.44444444,21.1,33.9,25.55555556,25,25,25,26
30,32.77777778,35,36.11111111,23.33333333,33.33333333,31.66666667,28.33333333,31.66666667,35,18.88888889,20.6,34.4,23.88888889,23.88888889,23.88888889,24,24
26.66666667,28.33333333,33.33333333,34.44444444,22.22222222,25,30,27.22222222,30,34.44444444,17.22222222,20,33.9,23.33333333,22.77777778,22.77777778,22,22
26.66666667,28.33333333,30.55555556,33.88888889,21.66666667,26.66666667,28.33333333,25,28.33333333,30.55555556,16.66666667,19.4,30,23.33333333,22.22222222,22.77777778,20,20
27.22222222,27.22222222,30.55555556,34.44444444,21.11111111,26.66666667,27.22222222,24.44444444,27.77777778,28.33333333,17.22222222,20,28.9,24.44444444,21.66666667,22.22222222,19,19
26.66666667,26.66666667,28.88888889,34.44444444,21.11111111,26.66666667,26.11111111,23.33333333,27.77777778,26.66666667,16.66666667,20,27.8,23.88888889,21.11111111,22.22222222,19,19
25.55555556,26.66666667,27.77777778,31.66666667,21.11111111,26.11111111,25,22.22222222,27.22222222,27.77777778,16.11111111,18.3,26.7,23.33333333,20.55555556,22.22222222,18,18
26.11111111,26.11111111,26.66666667,31.66666667,21.11111111,25,23.88888889,21.66666667,25.55555556,27.22222222,16.66666667,18.9,26.1,23.88888889,20,22.22222222,18,18
25.55555556,25.55555556,25.55555556,31.66666667,20.55555556,24.44444444,22.22222222,20.55555556,24.44444444,26.66666667,16.66666667,18.9,25.6,23.88888889,20,22.22222222,18,18
25.55555556,25,25,31.11111111,20.55555556,25,22.77777778,19.44444444,23.88888889,26.66666667,16.11111111,19.4,23.9,23.33333333,19.44444444,22.22222222,18,18
25.55555556,25,24.44444444,31.11111111,20.55555556,25,22.22222222,20.55555556,23.33333333,23.33333333,16.66666667,18.9,22.8,23.33333333,21.11111111,22.77777778,17,18
25,25.55555556,23.88888889,31.11111111,20.55555556,24.44444444,21.66666667,20,23.33333333,23.88888889,16.11111111,18.9,22.8,23.33333333,20.55555556,22.77777778,15,18
25,25,23.33333333,30.55555556,20.55555556,24.44444444,21.66666667,17.77777778,23.33333333,22.77777778,16.66666667,17.8,22.2,22.77777778,19.44444444,22.22222222,15,18
25,24.44444444,23.33333333,30,20.55555556,23.88888889,22.77777778,20.55555556,24.44444444,23.88888889,16.66666667,18.3,22.8,22.77777778,20.55555556,22.22222222,17,19
26.66666667,25,24.44444444,30,21.66666667,25,25,22.77777778,26.11111111,27.22222222,17.22222222,20,23.9,22.77777778,23.33333333,22.77777778,19,21
28.88888889,25,26.66666667,31.66666667,22.22222222,25.55555556,27.22222222,24.44444444,28.88888889,28.88888889,16.66666667,21.7,25.6,22.77777778,24.44444444,23.33333333,21,23
30.55555556,26.11111111,28.33333333,32.77777778,22.77777778,26.66666667,30,25.55555556,30,30.55555556,19.44444444,23.3,27.2,22.22222222,25.55555556,25,23,24
31.66666667,27.77777778,30.55555556,34.44444444,23.33333333,27.77777778,30.55555556,27.22222222,32.22222222,32.77777778,20,25,29.4,22.77777778,26.11111111,26.11111111,24,25
32.22222222,28.88888889,31.66666667,35.55555556,23.88888889,28.88888889,31.66666667,28.88888889,32.77777778,34.44444444,21.11111111,24.4,31.1,22.77777778,26.66666667,26.66666667,25,26
33.33333333,30,32.77777778,37.22222222,23.88888889,29.44444444,32.22222222,29.44444444,34.44444444,35,21.66666667,25,33.3,23.33333333,26.66666667,26.66666667,26,26
32.77777778,31.11111111,34.44444444,38.33333333,23.88888889,30,32.77777778,30,35,36.11111111,21.11111111,24.4,33.9,24.44444444,26.66666667,25,26,27
31.11111111,31.11111111,33.33333333,38.88888889,23.88888889,30,33.33333333,28.88888889,34.44444444,36.66666667,21.11111111,25,34.4,24.44444444,26.66666667,23.88888889,26,26
32.77777778,31.66666667,35,40,23.88888889,30.55555556,33.33333333,30,35.55555556,37.22222222,21.11111111,25,35,24.44444444,26.11111111,24.44444444,27,25
32.22222222,31.66666667,35,40,22.77777778,31.11111111,33.33333333,28.33333333,35.55555556,36.66666667,20.55555556,23.3,35.6,26.66666667,25.55555556,24.44444444,26,24
27.22222222,24.44444444,35.55555556,40,22.77777778,31.11111111,33.33333333,28.88888889,35,35.55555556,19.44444444,22.8,35,27.22222222,25,23.88888889,26,24
27.77777778,25.55555556,35,39.44444444,21.66666667,30.55555556,31.66666667,28.33333333,33.33333333,34.44444444,17.77777778,21.7,35,27.77777778,24.44444444,23.33333333,25,23
27.22222222,25.55555556,33.88888889,37.77777778,21.11111111,29.44444444,30,27.22222222,32.22222222,30.55555556,16.11111111,20.6,33.9,26.66666667,23.33333333,22.77777778,24,21
26.66666667,26.11111111,31.11111111,36.66666667,21.11111111,28.33333333,28.88888889,25.55555556,31.66666667,27.77777778,15,20,31.7,25.55555556,22.22222222,22.22222222,22,21
26.66666667,26.66666667,30,34.44444444,21.11111111,27.77777778,26.66666667,23.88888889,30.55555556,26.66666667,15,20.6,30,23.88888889,22.22222222,22.22222222,21,20
25,26.11111111,28.33333333,34.44444444,21.11111111,27.22222222,26.66666667,23.33333333,30.55555556,25,15,20,27.8,23.88888889,22.22222222,22.77777778,20,20
25,26.11111111,27.77777778,33.88888889,21.11111111,26.11111111,25.55555556,22.77777778,29.44444444,25,14.44444444,18.9,27.8,23.88888889,22.22222222,22.22222222,19,20
25,25.55555556,26.11111111,33.33333333,20.55555556,23.33333333,24.44444444,20.55555556,28.88888889,23.88888889,14.44444444,18.3,27.2,22.22222222,20.55555556,22.22222222,18,20
24.44444444,25,25,32.77777778,20.55555556,23.33333333,23.88888889,21.11111111,28.88888889,23.88888889,14.44444444,18.3,27.2,22.22222222,21.11111111,21.66666667,16,20
24.44444444,24.44444444,25,32.22222222,20.55555556,25,23.33333333,19.44444444,28.33333333,22.77777778,14.44444444,18.9,26.1,22.22222222,21.11111111,22.22222222,15,20
24.44444444,25,23.88888889,32.22222222,20,23.88888889,22.77777778,18.88888889,28.33333333,22.77777778,14.44444444,17.8,26.7,21.66666667,21.66666667,21.66666667,14,20
25,24.44444444,23.88888889,32.22222222,20,23.33333333,21.66666667,18.33333333,27.77777778,22.77777778,13.33333333,17.8,25,21.66666667,20,21.66666667,14,20
23.33333333,24.44444444,23.88888889,32.22222222,20,22.77777778,21.66666667,17.77777778,27.22222222,22.77777778,13.33333333,17.8,25,21.11111111,20,21.66666667,14,20
23.33333333,24.44444444,23.88888889,31.11111111,20.55555556,22.77777778,22.77777778,19.44444444,27.77777778,22.77777778,13.88888889,18.3,25.6,22.22222222,21.66666667,21.66666667,16,20
25,24.44444444,25,31.66666667,21.66666667,23.33333333,25.55555556,22.22222222,28.33333333,25,14.44444444,19.4,25.6,23.88888889,23.88888889,22.22222222,18,21
26.66666667,25,26.66666667,31.11111111,22.22222222,24.44444444,27.77777778,25,30.55555556,26.66666667,16.11111111,21.1,26.7,24.44444444,25,22.77777778,21,23
28.33333333,25.55555556,28.88888889,31.66666667,22.77777778,26.11111111,30.55555556,27.77777778,32.77777778,28.33333333,16.11111111,21.1,27.8,26.11111111,26.66666667,24.44444444,24,24
31.11111111,27.22222222,31.11111111,32.77777778,23.88888889,27.22222222,32.77777778,28.88888889,34.44444444,29.44444444,18.88888889,21.1,27.8,27.22222222,27.22222222,25,25,26
31.66666667,28.33333333,32.22222222,33.88888889,24.44444444,28.33333333,33.33333333,30.55555556,35,30,19.44444444,23.9,27.2,28.88888889,28.33333333,25.55555556,26,27
33.33333333,28.88888889,33.33333333,34.44444444,24.44444444,28.88888889,34.44444444,31.11111111,36.11111111,30.55555556,20.55555556,23.3,27.8,29.44444444,28.33333333,25.55555556,27,28
33.33333333,29.44444444,33.88888889,37.22222222,25.55555556,29.44444444,33.33333333,32.22222222,36.11111111,31.66666667,20,23.9,28.3,30,29.44444444,26.11111111,27,28
33.88888889,30,35,38.88888889,25.55555556,31.11111111,33.33333333,32.22222222,36.11111111,30.55555556,19.44444444,22.2,27.2,30,28.88888889,25.55555556,28,27
33.88888889,30,36.11111111,39.44444444,24.44444444,30.55555556,33.88888889,32.22222222,37.22222222,28.88888889,19.44444444,22.2,28.9,30,28.33333333,25,28,27
33.33333333,27.77777778,36.11111111,36.66666667,23.88888889,32.77777778,32.77777778,32.77777778,32.22222222,25.55555556,18.88888889,21.7,29.4,30,27.77777778,24.44444444,27,26
32.77777778,23.88888889,35,35.55555556,23.33333333,31.66666667,31.11111111,31.66666667,23.88888889,26.11111111,16.11111111,21.1,31.1,30,27.22222222,24.44444444,27,25
31.66666667,24.44444444,35.55555556,33.88888889,22.77777778,31.11111111,31.11111111,31.11111111,23.33333333,27.22222222,16.11111111,21.7,31.1,29.44444444,26.66666667,24.44444444,26,23
30.55555556,24.44444444,32.77777778,34.44444444,21.66666667,29.44444444,29.44444444,29.44444444,22.77777778,26.66666667,15.55555556,23.9,30,28.88888889,25.55555556,23.33333333,25,22
29.44444444,25,30.55555556,33.88888889,21.66666667,28.88888889,28.88888889,27.22222222,23.33333333,25.55555556,13.33333333,22.8,28.9,27.77777778,25,22.77777778,24,22
28.88888889,24.44444444,30,34.44444444,21.66666667,27.77777778,27.22222222,25.55555556,23.88888889,25,13.33333333,22.2,27.2,26.11111111,24.44444444,22.22222222,22,21
27.77777778,24.44444444,28.88888889,34.44444444,21.66666667,25,26.66666667,25,23.88888889,24.44444444,12.77777778,21.7,26.1,26.11111111,25,22.77777778,20,21
27.77777778,23.88888889,27.22222222,34.44444444,21.11111111,24.44444444,27.22222222,24.44444444,23.33333333,23.88888889,12.77777778,20,25,26.11111111,26.11111111,22.22222222,18,21
26.11111111,23.88888889,26.11111111,33.88888889,21.11111111,25,26.66666667,23.88888889,23.88888889,23.33333333,13.33333333,19.4,23.3,25.55555556,22.22222222,22.22222222,17,21
25.55555556,23.88888889,25.55555556,33.33333333,21.11111111,24.44444444,25.55555556,22.77777778,23.33333333,23.88888889,13.33333333,20,22.2,24.44444444,21.66666667,22.22222222,16,21
24.44444444,24.44444444,25,32.77777778,21.11111111,23.88888889,24.44444444,22.22222222,23.88888889,23.33333333,12.77777778,20.6,22.2,23.33333333,22.22222222,22.22222222,16,21
25,23.88888889,25,32.22222222,21.11111111,23.33333333,24.44444444,22.22222222,23.88888889,22.77777778,12.77777778,20.6,22.2,23.88888889,22.77777778,22.22222222,15,21
23.88888889,23.88888889,25.55555556,31.66666667,21.11111111,22.77777778,23.88888889,21.66666667,23.33333333,22.22222222,13.33333333,20,21.7,23.88888889,21.66666667,21.66666667,14,21
23.88888889,23.33333333,24.44444444,31.66666667,20.55555556,22.77777778,24.44444444,21.66666667,23.88888889,22.22222222,12.77777778,19.4,21.1,23.33333333,21.11111111,22.22222222,15,21
24.44444444,23.33333333,23.88888889,31.11111111,21.11111111,22.22222222,25,22.22222222,24.44444444,23.33333333,13.33333333,19.4,21.1,23.88888889,21.66666667,22.22222222,16,21
26.11111111,23.33333333,24.44444444,31.11111111,22.22222222,23.88888889,25,23.88888889,25.55555556,24.44444444,14.44444444,20,22.8,25,21.11111111,22.22222222,18,22
26.66666667,23.88888889,27.77777778,31.11111111,23.88888889,25.55555556,23.88888889,25,27.22222222,26.66666667,15,21.1,25,26.66666667,21.66666667,22.22222222,21,23
28.88888889,25.55555556,30.55555556,31.66666667,25,27.22222222,23.88888889,27.22222222,28.33333333,28.88888889,16.11111111,22.2,26.7,28.33333333,21.66666667,22.77777778,24,24
29.44444444,26.66666667,30,31.11111111,25,28.33333333,25,29.44444444,27.77777778,30,18.33333333,24.4,28.9,28.33333333,22.22222222,23.88888889,26,25
31.11111111,27.22222222,31.11111111,31.66666667,25,29.44444444,25.55555556,30,28.33333333,31.66666667,18.88888889,25.6,30.6,28.88888889,22.22222222,23.88888889,27,26
32.22222222,29.44444444,32.77777778,31.66666667,25,31.11111111,27.22222222,27.22222222,29.44444444,32.77777778,19.44444444,25.6,32.8,30.55555556,22.77777778,24.44444444,27,26
32.77777778,30,34.44444444,33.33333333,25.55555556,31.66666667,27.77777778,28.33333333,30.55555556,32.77777778,20,25,34.4,30.55555556,25.55555556,24.44444444,28,26
32.77777778,30,35.55555556,35,23.88888889,32.77777778,27.77777778,27.22222222,31.11111111,33.88888889,19.44444444,23.9,34.4,30.55555556,26.11111111,24.44444444,28,26
32.77777778,31.11111111,36.11111111,35.55555556,23.88888889,33.33333333,25,28.33333333,32.22222222,33.88888889,20.55555556,23.9,35,30.55555556,25.55555556,23.88888889,29,25
32.22222222,31.66666667,36.11111111,36.11111111,23.88888889,33.33333333,23.33333333,29.44444444,31.66666667,33.88888889,19.44444444,22.8,35.6,31.11111111,27.22222222,23.88888889,28,25
32.77777778,30.55555556,36.11111111,36.66666667,23.33333333,32.22222222,23.33333333,29.44444444,32.22222222,33.88888889,18.33333333,22.2,35,30.55555556,26.11111111,21.66666667,27,24
32.22222222,30.55555556,35,36.66666667,22.77777778,31.66666667,23.88888889,28.33333333,31.11111111,32.22222222,16.11111111,22.8,34.4,28.33333333,24.44444444,21.11111111,26,23
30,28.33333333,33.33333333,36.11111111,22.22222222,28.88888889,23.88888889,27.77777778,29.44444444,30,15.55555556,21.7,33.9,26.66666667,23.33333333,20.55555556,23,22
30,27.77777778,31.11111111,34.44444444,21.66666667,28.33333333,23.33333333,26.66666667,28.88888889,27.77777778,15,21.1,31.7,25.55555556,22.77777778,20.55555556,20,21
28.88888889,27.22222222,28.33333333,34.44444444,21.66666667,27.22222222,23.33333333,26.11111111,28.33333333,27.22222222,14.44444444,21.1,28.9,24.44444444,23.33333333,20.55555556,20,21
26.66666667,26.11111111,27.22222222,32.77777778,21.11111111,27.22222222,23.33333333,25.55555556,27.77777778,26.66666667,14.44444444,20.6,27.8,23.33333333,22.77777778,20.55555556,19,21
25.55555556,25.55555556,26.66666667,32.22222222,21.11111111,27.22222222,23.33333333,25,27.22222222,26.11111111,13.88888889,21.1,26.1,22.77777778,22.77777778,20,18,21
26.11111111,25,26.11111111,32.22222222,21.11111111,26.66666667,22.77777778,23.88888889,26.66666667,26.11111111,13.33333333,20.6,25.6,21.66666667,22.77777778,20,17,21
25.55555556,25,25.55555556,31.66666667,21.11111111,25.55555556,23.33333333,23.88888889,26.66666667,25.55555556,12.77777778,20.6,25,21.11111111,23.33333333,20.55555556,17,21
24.44444444,25,25,31.66666667,21.11111111,25.55555556,22.77777778,22.77777778,26.11111111,24.44444444,13.88888889,20,24.4,20,22.77777778,20.55555556,16,21
23.88888889,25,24.44444444,31.66666667,21.11111111,25.55555556,23.33333333,21.66666667,25.55555556,23.88888889,13.33333333,20,22.8,19.44444444,23.33333333,20.55555556,16,21
24.44444444,25,23.88888889,31.11111111,21.11111111,25,23.33333333,21.66666667,25.55555556,22.22222222,13.33333333,20,23.3,17.77777778,22.77777778,20,15,21
24.44444444,25,23.88888889,30.55555556,21.11111111,24.44444444,23.88888889,21.11111111,25.55555556,22.77777778,12.77777778,20,24.4,18.33333333,22.77777778,20,15,21
24.44444444,24.44444444,23.88888889,28.88888889,21.66666667,24.44444444,23.88888889,22.77777778,26.11111111,23.33333333,13.88888889,20.6,23.9,19.44444444,23.33333333,20.55555556,17,21
26.66666667,25,25,29.44444444,22.22222222,25,25.55555556,25.55555556,28.33333333,26.11111111,15,21.1,25.6,21.11111111,24.44444444,20,19,21
27.22222222,25,26.66666667,31.11111111,23.33333333,25.55555556,25.55555556,28.33333333,30,28.33333333,15.55555556,22.2,26.7,23.33333333,25.55555556,20.55555556,22,22
29.44444444,25.55555556,28.88888889,31.66666667,23.88888889,26.11111111,26.66666667,29.44444444,31.11111111,28.33333333,17.22222222,22.2,26.7,25,27.77777778,21.11111111,25,22
30.55555556,26.11111111,30.55555556,33.88888889,24.44444444,27.22222222,27.77777778,31.11111111,31.11111111,31.11111111,18.33333333,22.8,28.3,26.66666667,28.88888889,22.77777778,28,22
32.22222222,27.22222222,32.22222222,35.55555556,24.44444444,27.77777778,28.88888889,32.77777778,32.77777778,32.22222222,18.88888889,22.2,30,27.77777778,30,22.77777778,29,22
31.66666667,28.88888889,33.33333333,36.11111111,25,28.88888889,29.44444444,33.88888889,33.33333333,33.33333333,19.44444444,22.2,32.8,27.77777778,30,23.33333333,30,22
33.33333333,28.88888889,35.55555556,37.77777778,25,29.44444444,31.66666667,35,33.88888889,32.22222222,19.44444444,21.7,34.4,28.88888889,29.44444444,25,30,22
33.88888889,30.55555556,36.11111111,37.77777778,25.55555556,30.55555556,32.77777778,28.33333333,34.44444444,33.33333333,20,22.2,35.6,28.88888889,29.44444444,25.55555556,31,23
31.11111111,28.88888889,36.66666667,39.44444444,24.44444444,31.66666667,32.77777778,26.66666667,34.44444444,34.44444444,19.44444444,21.7,36.1,29.44444444,29.44444444,24.44444444,31,23
29.44444444,29.44444444,36.66666667,38.88888889,23.88888889,28.88888889,32.22222222,27.77777778,34.44444444,34.44444444,18.88888889,21.7,35.6,29.44444444,28.88888889,24.44444444,31,22
30,28.88888889,36.66666667,39.44444444,23.88888889,27.77777778,32.22222222,22.77777778,31.11111111,34.44444444,18.33333333,22.2,36.1,28.88888889,26.66666667,23.33333333,30,22
30.55555556,30,35.55555556,38.33333333,22.22222222,25.55555556,28.88888889,23.33333333,30.55555556,33.33333333,16.11111111,22.2,35,28.33333333,26.11111111,22.22222222,28,21
29.44444444,28.88888889,33.33333333,38.33333333,21.11111111,25.55555556,27.77777778,24.44444444,29.44444444,30,15,21.7,34.4,27.22222222,25.55555556,22.22222222,25,20
27.22222222,25,31.66666667,38.33333333,21.11111111,25.55555556,26.11111111,24.44444444,28.33333333,28.33333333,15,21.7,30.6,25.55555556,25,21.66666667,23,20
27.22222222,24.44444444,29.44444444,37.77777778,20.55555556,25,25.55555556,24.44444444,27.22222222,26.11111111,14.44444444,21.7,27.2,24.44444444,24.44444444,21.66666667,22,19
26.11111111,23.33333333,27.77777778,35,20.55555556,25,25.55555556,23.88888889,27.77777778,26.66666667,13.88888889,24.4,26.1,25,24.44444444,21.66666667,21,19
26.11111111,23.88888889,26.11111111,32.77777778,21.11111111,25,25,23.33333333,27.22222222,26.11111111,13.33333333,23.9,25,23.33333333,24.44444444,21.66666667,21,18
26.66666667,23.33333333,25.55555556,31.66666667,20.55555556,25,25,22.77777778,25.55555556,25.55555556,12.77777778,23.9,22.2,22.22222222,24.44444444,21.66666667,20,18
26.66666667,23.33333333,24.44444444,31.11111111,21.11111111,25,24.44444444,23.33333333,25.55555556,25.55555556,13.33333333,23.3,22.2,22.22222222,24.44444444,21.66666667,19,17
25.55555556,23.33333333,23.88888889,31.11111111,20.55555556,24.44444444,25,23.33333333,25,25,12.77777778,23.3,22.8,21.11111111,23.88888889,21.66666667,19,17
25,23.33333333,23.88888889,30.55555556,20.55555556,23.88888889,26.11111111,23.33333333,24.44444444,24.44444444,12.77777778,23.3,21.7,20,23.33333333,22.22222222,18,16
25,22.77777778,23.33333333,30,21.11111111,23.33333333,25,23.33333333,23.88888889,24.44444444,13.88888889,23.3,21.7,18.88888889,23.33333333,22.22222222,17,16
25,22.77777778,23.88888889,30,21.11111111,23.33333333,24.44444444,22.77777778,23.33333333,23.33333333,13.33333333,23.3,21.7,18.33333333,23.33333333,22.22222222,17,16
24.44444444,23.33333333,22.77777778,28.88888889,21.11111111,23.33333333,25,23.88888889,23.88888889,23.88888889,13.33333333,25,21.7,18.88888889,23.88888889,22.22222222,19,16
25.55555556,23.88888889,23.88888889,30,21.11111111,23.88888889,27.22222222,25.55555556,25.55555556,24.44444444,13.33333333,26.1,22.8,20,25,22.22222222,21,17
27.22222222,25,26.66666667,31.66666667,20.55555556,24.44444444,28.88888889,27.22222222,26.66666667,25,14.44444444,28.3,25.6,21.66666667,26.11111111,22.22222222,23,19
29.44444444,27.22222222,28.88888889,32.77777778,21.11111111,25.55555556,30,29.44444444,28.33333333,25,16.66666667,29.4,26.1,22.77777778,26.66666667,22.77777778,26,20
30,27.77777778,30.55555556,33.33333333,22.22222222,26.11111111,31.66666667,31.11111111,29.44444444,25.55555556,17.77777778,30.6,27.8,24.44444444,27.22222222,24.44444444,29,22
32.22222222,28.88888889,32.22222222,35,21.66666667,27.22222222,32.22222222,31.66666667,31.11111111,26.11111111,18.88888889,31.1,29.4,24.44444444,27.77777778,24.44444444,30,23
31.11111111,30,34.44444444,36.66666667,23.33333333,28.33333333,32.77777778,32.22222222,31.11111111,26.66666667,19.44444444,32.8,31.7,25.55555556,27.22222222,25,31,24
32.77777778,31.11111111,34.44444444,39.44444444,23.88888889,30.55555556,31.66666667,25,31.66666667,27.22222222,19.44444444,31.1,32.2,26.11111111,26.66666667,25,32,25
33.33333333,31.66666667,36.11111111,38.33333333,24.44444444,31.11111111,32.22222222,23.88888889,31.11111111,26.11111111,19.44444444,22.8,32.8,26.66666667,27.22222222,24.44444444,32,25
32.77777778,31.66666667,36.66666667,41.11111111,23.88888889,32.22222222,31.11111111,24.44444444,31.11111111,24.44444444,19.44444444,21.7,33.9,26.11111111,22.22222222,23.88888889,32,24
28.88888889,32.22222222,37.22222222,40,23.33333333,31.11111111,34.44444444,25,30.55555556,23.88888889,18.33333333,21.1,33.9,27.22222222,22.22222222,23.33333333,32,24
26.11111111,31.11111111,37.22222222,40.55555556,22.22222222,30.55555556,32.22222222,25.55555556,30.55555556,22.77777778,17.77777778,21.1,34.4,26.66666667,22.77777778,22.77777778,32,23
26.66666667,30.55555556,36.66666667,40.55555556,21.11111111,30,32.22222222,26.66666667,29.44444444,23.33333333,16.11111111,20.6,33.9,25.55555556,21.66666667,21.66666667,31,22
25,29.44444444,35,40,20.55555556,27.22222222,30.55555556,25.55555556,28.33333333,23.88888889,15.55555556,22.2,33.3,25,21.66666667,21.66666667,29,20
25.55555556,28.33333333,31.11111111,39.44444444,20.55555556,25.55555556,29.44444444,25,27.22222222,23.88888889,13.33333333,22.2,31.7,23.88888889,21.66666667,21.66666667,27,18
25.55555556,27.77777778,30,37.77777778,20.55555556,25,28.33333333,25,26.11111111,23.33333333,12.77777778,22.8,28.3,23.33333333,21.66666667,21.11111111,26,18
25.55555556,26.66666667,29.44444444,37.77777778,20.55555556,25,27.22222222,23.33333333,26.11111111,23.33333333,13.33333333,22.2,26.7,22.77777778,22.77777778,21.11111111,25,17
25,26.11111111,28.33333333,37.77777778,21.11111111,24.44444444,26.66666667,22.77777778,24.44444444,23.33333333,13.33333333,22.8,26.7,21.11111111,22.77777778,20.55555556,23,17
25,26.11111111,26.66666667,34.44444444,20.55555556,23.88888889,25.55555556,21.66666667,23.88888889,23.33333333,13.33333333,22.2,23.9,21.11111111,22.77777778,20.55555556,23,16
25,26.11111111,25.55555556,33.33333333,20.55555556,23.33333333,25,21.66666667,23.33333333,23.33333333,13.33333333,21.7,23.9,20,22.77777778,20.55555556,22,16
25,25.55555556,25,31.66666667,20.55555556,22.77777778,24.44444444,21.66666667,23.88888889,23.33333333,13.33333333,22.2,22.2,19.44444444,21.66666667,20.55555556,21,16
25,25,24.44444444,30,20.55555556,22.77777778,23.88888889,21.11111111,22.77777778,22.77777778,13.33333333,22.8,22.2,18.88888889,22.22222222,20.55555556,21,15
24.44444444,24.44444444,23.33333333,29.44444444,21.11111111,21.66666667,23.88888889,20.55555556,21.66666667,22.77777778,12.77777778,22.8,22.2,18.33333333,21.66666667,20.55555556,21,15
24.44444444,23.88888889,25,29.44444444,21.66666667,22.22222222,23.33333333,20,21.66666667,22.77777778,13.88888889,22.2,20.6,18.88888889,20.55555556,20.55555556,20,15
23.88888889,23.33333333,24.44444444,30,21.66666667,22.22222222,23.88888889,20.55555556,22.22222222,22.22222222,13.33333333,22.2,21.7,18.88888889,21.66666667,20.55555556,21,17
26.11111111,23.33333333,25.55555556,29.44444444,22.22222222,25,25,22.22222222,23.33333333,20.55555556,15,22.8,23.9,20,20,21.11111111,22,19
28.33333333,25,27.77777778,31.11111111,22.77777778,26.66666667,27.22222222,23.88888889,25,21.11111111,16.11111111,23.3,26.1,22.22222222,23.33333333,21.11111111,24,21
30,26.11111111,30,31.11111111,23.33333333,28.33333333,28.33333333,26.11111111,26.66666667,21.66666667,17.22222222,25,28.9,23.88888889,25.55555556,21.66666667,26,22
30.55555556,27.22222222,31.66666667,32.77777778,23.88888889,29.44444444,29.44444444,27.77777778,27.77777778,22.22222222,18.88888889,26.1,30.6,25,27.22222222,22.77777778,27,23
30.55555556,28.88888889,34.44444444,33.33333333,23.33333333,30.55555556,30.55555556,28.88888889,29.44444444,23.33333333,18.88888889,26.7,32.2,26.11111111,27.77777778,23.33333333,28,24
31.11111111,30.55555556,35.55555556,34.44444444,23.33333333,31.11111111,31.66666667,28.88888889,30,24.44444444,20,26.7,33.3,26.66666667,28.88888889,23.88888889,28,24
23.88888889,31.66666667,36.66666667,36.11111111,24.44444444,31.66666667,32.77777778,28.33333333,30,25,21.66666667,27.2,34.4,27.77777778,28.88888889,23.33333333,28,25
25,32.77777778,37.77777778,35.55555556,25,32.22222222,32.77777778,28.88888889,31.11111111,27.77777778,21.11111111,28.3,35,26.66666667,29.44444444,24.44444444,29,25
25.55555556,33.33333333,37.77777778,37.77777778,23.33333333,32.77777778,32.77777778,30.55555556,30.55555556,28.88888889,20.55555556,28.3,35.6,26.66666667,29.44444444,22.77777778,28,25
25.55555556,33.33333333,38.33333333,38.33333333,22.77777778,31.66666667,32.22222222,30.55555556,30.55555556,28.88888889,19.44444444,27.8,35.6,26.66666667,28.33333333,22.77777778,28,25
26.11111111,32.77777778,38.33333333,38.88888889,21.66666667,33.33333333,30.55555556,29.44444444,29.44444444,28.33333333,17.77777778,27.8,35.6,27.22222222,29.44444444,21.66666667,27,24
26.66666667,32.77777778,37.77777778,38.33333333,21.66666667,32.22222222,30,29.44444444,28.33333333,27.77777778,16.11111111,26.7,35,26.11111111,28.33333333,21.66666667,26,23
26.11111111,31.66666667,35.55555556,37.77777778,21.66666667,30.55555556,28.88888889,27.77777778,27.77777778,27.77777778,15,26.1,34.4,25.55555556,27.77777778,21.11111111,24,21
25.55555556,30.55555556,30.55555556,36.66666667,21.11111111,30,27.22222222,25,26.66666667,26.66666667,15,24.4,32.8,24.44444444,26.11111111,21.11111111,23,20
25,27.77777778,32.22222222,35.55555556,21.11111111,28.88888889,26.11111111,24.44444444,25.55555556,26.11111111,15,23.9,28.9,23.88888889,25.55555556,21.11111111,22,18
25,26.11111111,30.55555556,35,21.11111111,28.33333333,25,21.66666667,25,25,14.44444444,23.3,27.8,22.77777778,25,21.11111111,21,18
25,26.11111111,28.88888889,35,21.66666667,27.22222222,24.44444444,20,24.44444444,25,14.44444444,22.2,26.7,22.77777778,23.33333333,20.55555556,20,17
