gen type,solar - FRCC,solar - MRO,solar - NPCC,solar - RFC,solar - SERC north,solar - SERC south,solar - SPP,solar - TRE,solar - WECC north,solar - WECC south,solar - WECC west,wind - FRCC,wind - MRO,wind - NPCC,wind - RFC,wind - SERC north,wind - SERC south,wind - SPP,wind - TRE,wind - WECC north,wind - WECC south
capacity factor,0.20717637,0.20717637,0.20717637,0.20717637,0.20717637,0.20717637,0.20717637,0.20717637,0.20717637,0.251872032,0.251872032,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43
hour,3,3,3,3,3,3,3,3,3,10,10,14,14,14,14,14,14,14,14,14,14
1,0,0,0,0,0,0,0,0,0,0,0,2.282527101,2.282527101,2.282527101,2.282527101,2.282527101,2.282527101,2.282527101,2.282527101,2.282527101,2.282527101
2,0,0,0,0,0,0,0,0,0,0,0,2.291815105,2.291815105,2.291815105,2.291815105,2.291815105,2.291815105,2.291815105,2.291815105,2.291815105,2.291815105
3,0,0,0,0,0,0,0,0,0,0,0,2.30110311,2.30110311,2.30110311,2.30110311,2.30110311,2.30110311,2.30110311,2.30110311,2.30110311,2.30110311
4,0,0,0,0,0,0,0,0,0,0,0,2.298781108,2.298781108,2.298781108,2.298781108,2.298781108,2.298781108,2.298781108,2.298781108,2.298781108,2.298781108
5,0,0,0,0,0,0,0,0,0,0,0,2.30110311,2.30110311,2.30110311,2.30110311,2.30110311,2.30110311,2.30110311,2.30110311,2.30110311,2.30110311
6,0,0,0,0,0,0,0,0,0,0,0,2.30110311,2.30110311,2.30110311,2.30110311,2.30110311,2.30110311,2.30110311,2.30110311,2.30110311,2.30110311
7,0.048268053,0.048268053,0.048268053,0.048268053,0.048268053,0.048268053,0.048268053,0.048268053,0.048268053,0.190572965,0.190572965,2.291815105,2.291815105,2.291815105,2.291815105,2.291815105,2.291815105,2.291815105,2.291815105,2.291815105,2.291815105
8,0.424758866,0.424758866,0.424758866,0.424758866,0.424758866,0.424758866,0.424758866,0.424758866,0.424758866,1.635751285,1.635751285,2.30110311,2.30110311,2.30110311,2.30110311,2.30110311,2.30110311,2.30110311,2.30110311,2.30110311,2.30110311
9,1.216354935,1.216354935,1.216354935,1.216354935,1.216354935,1.216354935,1.216354935,1.216354935,1.216354935,2.668021514,2.668021514,2.298781108,2.298781108,2.298781108,2.298781108,2.298781108,2.298781108,2.298781108,2.298781108,2.298781108,2.298781108
10,2.239637659,2.239637659,2.239637659,2.239637659,2.239637659,2.239637659,2.239637659,2.239637659,2.239637659,2.981672852,2.981672852,2.294137106,2.294137106,2.294137106,2.294137106,2.294137106,2.294137106,2.294137106,2.294137106,2.294137106,2.294137106
11,2.534072782,2.534072782,2.534072782,2.534072782,2.534072782,2.534072782,2.534072782,2.534072782,2.534072782,3.156364737,3.156364737,2.298781108,2.298781108,2.298781108,2.298781108,2.298781108,2.298781108,2.298781108,2.298781108,2.298781108,2.298781108
12,2.97813887,2.97813887,2.97813887,2.97813887,2.97813887,2.97813887,2.97813887,2.97813887,2.97813887,3.184156628,3.184156628,2.30110311,2.30110311,2.30110311,2.30110311,2.30110311,2.30110311,2.30110311,2.30110311,2.30110311,2.30110311
13,3.089155392,3.089155392,3.089155392,3.089155392,3.089155392,3.089155392,3.089155392,3.089155392,3.089155392,3.176216088,3.176216088,2.296459107,2.296459107,2.296459107,2.296459107,2.296459107,2.296459107,2.296459107,2.296459107,2.296459107,2.296459107
14,2.620955278,2.620955278,2.620955278,2.620955278,2.620955278,2.620955278,2.620955278,2.620955278,2.620955278,2.969762042,2.969762042,2.259307089,2.259307089,2.259307089,2.259307089,2.259307089,2.259307089,2.259307089,2.259307089,2.259307089,2.259307089
15,1.414253953,1.414253953,1.414253953,1.414253953,1.414253953,1.414253953,1.414253953,1.414253953,1.414253953,2.600526922,2.600526922,2.19893506,2.19893506,2.19893506,2.19893506,2.19893506,2.19893506,2.19893506,2.19893506,2.19893506,2.19893506
16,0,0,0,0,0,0,0,0,0,1.754859389,1.754859389,2.13624103,2.13624103,2.13624103,2.13624103,2.13624103,2.13624103,2.13624103,2.13624103,2.13624103,2.13624103
17,0,0,0,0,0,0,0,0,0,0.095286483,0.095286483,2.103733014,2.103733014,2.103733014,2.103733014,2.103733014,2.103733014,2.103733014,2.103733014,2.103733014,2.103733014
18,0,0,0,0,0,0,0,0,0,0,0,2.059614993,2.059614993,2.059614993,2.059614993,2.059614993,2.059614993,2.059614993,2.059614993,2.059614993,2.059614993
19,0,0,0,0,0,0,0,0,0,0,0,2.006208967,2.006208967,2.006208967,2.006208967,2.006208967,2.006208967,2.006208967,2.006208967,2.006208967,2.006208967
20,0,0,0,0,0,0,0,0,0,0,0,1.892430913,1.892430913,1.892430913,1.892430913,1.892430913,1.892430913,1.892430913,1.892430913,1.892430913,1.892430913
21,0,0,0,0,0,0,0,0,0,0,0,1.711314825,1.711314825,1.711314825,1.711314825,1.711314825,1.711314825,1.711314825,1.711314825,1.711314825,1.711314825
22,0,0,0,0,0,0,0,0,0,0,0,1.448928699,1.448928699,1.448928699,1.448928699,1.448928699,1.448928699,1.448928699,1.448928699,1.448928699,1.448928699
23,0,0,0,0,0,0,0,0,0,0,0,1.291032623,1.291032623,1.291032623,1.291032623,1.291032623,1.291032623,1.291032623,1.291032623,1.291032623,1.291032623
24,0,0,0,0,0,0,0,0,0,0,0,1.228338592,1.228338592,1.228338592,1.228338592,1.228338592,1.228338592,1.228338592,1.228338592,1.228338592,1.228338592
25,0,0,0,0,0,0,0,0,0,0,0,1.165644562,1.165644562,1.165644562,1.165644562,1.165644562,1.165644562,1.165644562,1.165644562,1.165644562,1.165644562
26,0,0,0,0,0,0,0,0,0,0,0,1.14010255,1.14010255,1.14010255,1.14010255,1.14010255,1.14010255,1.14010255,1.14010255,1.14010255,1.14010255
27,0,0,0,0,0,0,0,0,0,0,0,1.09830653,1.09830653,1.09830653,1.09830653,1.09830653,1.09830653,1.09830653,1.09830653,1.09830653,1.09830653
28,0,0,0,0,0,0,0,0,0,0,0,1.105272533,1.105272533,1.105272533,1.105272533,1.105272533,1.105272533,1.105272533,1.105272533,1.105272533,1.105272533
29,0,0,0,0,0,0,0,0,0,0,0,1.105272533,1.105272533,1.105272533,1.105272533,1.105272533,1.105272533,1.105272533,1.105272533,1.105272533,1.105272533
30,0,0,0,0,0,0,0,0,0,0,0,1.112238536,1.112238536,1.112238536,1.112238536,1.112238536,1.112238536,1.112238536,1.112238536,1.112238536,1.112238536
31,0.444066088,0.444066088,0.444066088,0.444066088,0.444066088,0.444066088,0.444066088,0.444066088,0.444066088,0.297770258,0.297770258,1.089018525,1.089018525,1.089018525,1.089018525,1.089018525,1.089018525,1.089018525,1.089018525,1.089018525,1.089018525
32,2.398922234,2.398922234,2.398922234,2.398922234,2.398922234,2.398922234,2.398922234,2.398922234,2.398922234,2.024837756,2.024837756,0.991494478,0.991494478,0.991494478,0.991494478,0.991494478,0.991494478,0.991494478,0.991494478,0.991494478,0.991494478
33,3.489780232,3.489780232,3.489780232,3.489780232,3.489780232,3.489780232,3.489780232,3.489780232,3.489780232,2.862564749,2.862564749,0.854496412,0.854496412,0.854496412,0.854496412,0.854496412,0.854496412,0.854496412,0.854496412,0.854496412,0.854496412
34,3.697332859,3.697332859,3.697332859,3.697332859,3.697332859,3.697332859,3.697332859,3.697332859,3.697332859,3.084899875,3.084899875,0.629262303,0.629262303,0.629262303,0.629262303,0.629262303,0.629262303,0.629262303,0.629262303,0.629262303,0.629262303
35,3.620103975,3.620103975,3.620103975,3.620103975,3.620103975,3.620103975,3.620103975,3.620103975,3.620103975,3.180186358,3.180186358,0.387774187,0.387774187,0.387774187,0.387774187,0.387774187,0.387774187,0.387774187,0.387774187,0.387774187,0.387774187
36,3.489780232,3.489780232,3.489780232,3.489780232,3.489780232,3.489780232,3.489780232,3.489780232,3.489780232,3.152394467,3.152394467,0.155574075,0.155574075,0.155574075,0.155574075,0.155574075,0.155574075,0.155574075,0.155574075,0.155574075,0.155574075
37,3.166384277,3.166384277,3.166384277,3.166384277,3.166384277,3.166384277,3.166384277,3.166384277,3.166384277,3.108721496,3.108721496,0.011610006,0.011610006,0.011610006,0.011610006,0.011610006,0.011610006,0.011610006,0.011610006,0.011610006,0.011610006
38,2.360307791,2.360307791,2.360307791,2.360307791,2.360307791,2.360307791,2.360307791,2.360307791,2.360307791,2.926089071,2.926089071,0,0,0,0,0,0,0,0,0,0
39,0.907439396,0.907439396,0.907439396,0.907439396,0.907439396,0.907439396,0.907439396,0.907439396,0.907439396,2.485389089,2.485389089,0,0,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0,0,1.544435073,1.544435073,0,0,0,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0,0,0,0.083375672,0.083375672,0.004644002,0.004644002,0.004644002,0.004644002,0.004644002,0.004644002,0.004644002,0.004644002,0.004644002,0.004644002
42,0,0,0,0,0,0,0,0,0,0,0,0.065016031,0.065016031,0.065016031,0.065016031,0.065016031,0.065016031,0.065016031,0.065016031,0.065016031,0.065016031
43,0,0,0,0,0,0,0,0,0,0,0,0.195048094,0.195048094,0.195048094,0.195048094,0.195048094,0.195048094,0.195048094,0.195048094,0.195048094,0.195048094
44,0,0,0,0,0,0,0,0,0,0,0,0.387774187,0.387774187,0.387774187,0.387774187,0.387774187,0.387774187,0.387774187,0.387774187,0.387774187,0.387774187
45,0,0,0,0,0,0,0,0,0,0,0,0.624618301,0.624618301,0.624618301,0.624618301,0.624618301,0.624618301,0.624618301,0.624618301,0.624618301,0.624618301
46,0,0,0,0,0,0,0,0,0,0,0,0.78715838,0.78715838,0.78715838,0.78715838,0.78715838,0.78715838,0.78715838,0.78715838,0.78715838,0.78715838
47,0,0,0,0,0,0,0,0,0,0,0,0.861462415,0.861462415,0.861462415,0.861462415,0.861462415,0.861462415,0.861462415,0.861462415,0.861462415,0.861462415
48,0,0,0,0,0,0,0,0,0,0,0,0.931122449,0.931122449,0.931122449,0.931122449,0.931122449,0.931122449,0.931122449,0.931122449,0.931122449,0.931122449
49,0,0,0,0,0,0,0,0,0,0,0,0.95434246,0.95434246,0.95434246,0.95434246,0.95434246,0.95434246,0.95434246,0.95434246,0.95434246,0.95434246
50,0,0,0,0,0,0,0,0,0,0,0,0.873072421,0.873072421,0.873072421,0.873072421,0.873072421,0.873072421,0.873072421,0.873072421,0.873072421,0.873072421
51,0,0,0,0,0,0,0,0,0,0,0,0.733752354,0.733752354,0.733752354,0.733752354,0.733752354,0.733752354,0.733752354,0.733752354,0.733752354,0.733752354
52,0,0,0,0,0,0,0,0,0,0,0,0.645516311,0.645516311,0.645516311,0.645516311,0.645516311,0.645516311,0.645516311,0.645516311,0.645516311,0.645516311
53,0,0,0,0,0,0,0,0,0,0,0,0.736074355,0.736074355,0.736074355,0.736074355,0.736074355,0.736074355,0.736074355,0.736074355,0.736074355,0.736074355
54,0,0,0,0,0,0,0,0,0,0,0,0.770904372,0.770904372,0.770904372,0.770904372,0.770904372,0.770904372,0.770904372,0.770904372,0.770904372,0.770904372
55,0.004826805,0.004826805,0.004826805,0.004826805,0.004826805,0.004826805,0.004826805,0.004826805,0.004826805,0.484372953,0.484372953,0.789480381,0.789480381,0.789480381,0.789480381,0.789480381,0.789480381,0.789480381,0.789480381,0.789480381,0.789480381
56,0.139977354,0.139977354,0.139977354,0.139977354,0.139977354,0.139977354,0.139977354,0.139977354,0.139977354,2.390102606,2.390102606,0.754650364,0.754650364,0.754650364,0.754650364,0.754650364,0.754650364,0.754650364,0.754650364,0.754650364,0.754650364
57,0.458546503,0.458546503,0.458546503,0.458546503,0.458546503,0.458546503,0.458546503,0.458546503,0.458546503,2.973732312,2.973732312,0.636228307,0.636228307,0.636228307,0.636228307,0.636228307,0.636228307,0.636228307,0.636228307,0.636228307,0.636228307
58,1.245315767,1.245315767,1.245315767,1.245315767,1.245315767,1.245315767,1.245315767,1.245315767,1.245315767,3.192097168,3.192097168,0.578178279,0.578178279,0.578178279,0.578178279,0.578178279,0.578178279,0.578178279,0.578178279,0.578178279,0.578178279
59,2.365134597,2.365134597,2.365134597,2.365134597,2.365134597,2.365134597,2.365134597,2.365134597,2.365134597,3.26356203,3.26356203,0.754650364,0.754650364,0.754650364,0.754650364,0.754650364,0.754650364,0.754650364,0.754650364,0.754650364,0.754650364
60,2.949178038,2.949178038,2.949178038,2.949178038,2.949178038,2.949178038,2.949178038,2.949178038,2.949178038,3.196067438,3.196067438,1.428030689,1.428030689,1.428030689,1.428030689,1.428030689,1.428030689,1.428030689,1.428030689,1.428030689,1.428030689
61,2.712664578,2.712664578,2.712664578,2.712664578,2.712664578,2.712664578,2.712664578,2.712664578,2.712664578,3.160335007,3.160335007,1.769364853,1.769364853,1.769364853,1.769364853,1.769364853,1.769364853,1.769364853,1.769364853,1.769364853,1.769364853
62,1.872800456,1.872800456,1.872800456,1.872800456,1.872800456,1.872800456,1.872800456,1.872800456,1.872800456,2.930059341,2.930059341,1.706670823,1.706670823,1.706670823,1.706670823,1.706670823,1.706670823,1.706670823,1.706670823,1.706670823,1.706670823
63,0.897785786,0.897785786,0.897785786,0.897785786,0.897785786,0.897785786,0.897785786,0.897785786,0.897785786,2.54494314,2.54494314,1.490724719,1.490724719,1.490724719,1.490724719,1.490724719,1.490724719,1.490724719,1.490724719,1.490724719,1.490724719
64,0,0,0,0,0,0,0,0,0,1.703245877,1.703245877,1.304964629,1.304964629,1.304964629,1.304964629,1.304964629,1.304964629,1.304964629,1.304964629,1.304964629,1.304964629
65,0,0,0,0,0,0,0,0,0,0.099256753,0.099256753,1.214406586,1.214406586,1.214406586,1.214406586,1.214406586,1.214406586,1.214406586,1.214406586,1.214406586,1.214406586
66,0,0,0,0,0,0,0,0,0,0,0,1.102950532,1.102950532,1.102950532,1.102950532,1.102950532,1.102950532,1.102950532,1.102950532,1.102950532,1.102950532
67,0,0,0,0,0,0,0,0,0,0,0,1.014714489,1.014714489,1.014714489,1.014714489,1.014714489,1.014714489,1.014714489,1.014714489,1.014714489,1.014714489
68,0,0,0,0,0,0,0,0,0,0,0,0.880038424,0.880038424,0.880038424,0.880038424,0.880038424,0.880038424,0.880038424,0.880038424,0.880038424,0.880038424
69,0,0,0,0,0,0,0,0,0,0,0,0.817344394,0.817344394,0.817344394,0.817344394,0.817344394,0.817344394,0.817344394,0.817344394,0.817344394,0.817344394
70,0,0,0,0,0,0,0,0,0,0,0,0.782514377,0.782514377,0.782514377,0.782514377,0.782514377,0.782514377,0.782514377,0.782514377,0.782514377,0.782514377
71,0,0,0,0,0,0,0,0,0,0,0,0.682668329,0.682668329,0.682668329,0.682668329,0.682668329,0.682668329,0.682668329,0.682668329,0.682668329,0.682668329
72,0,0,0,0,0,0,0,0,0,0,0,0.51780625,0.51780625,0.51780625,0.51780625,0.51780625,0.51780625,0.51780625,0.51780625,0.51780625,0.51780625
73,0,0,0,0,0,0,0,0,0,0,0,0.43653621,0.43653621,0.43653621,0.43653621,0.43653621,0.43653621,0.43653621,0.43653621,0.43653621,0.43653621
74,0,0,0,0,0,0,0,0,0,0,0,0.378486183,0.378486183,0.378486183,0.378486183,0.378486183,0.378486183,0.378486183,0.378486183,0.378486183,0.378486183
75,0,0,0,0,0,0,0,0,0,0,0,0.380808184,0.380808184,0.380808184,0.380808184,0.380808184,0.380808184,0.380808184,0.380808184,0.380808184,0.380808184
76,0,0,0,0,0,0,0,0,0,0,0,0.552636266,0.552636266,0.552636266,0.552636266,0.552636266,0.552636266,0.552636266,0.552636266,0.552636266,0.552636266
77,0,0,0,0,0,0,0,0,0,0,0,0.719820347,0.719820347,0.719820347,0.719820347,0.719820347,0.719820347,0.719820347,0.719820347,0.719820347,0.719820347
78,0,0,0,0,0,0,0,0,0,0,0,0.840564405,0.840564405,0.840564405,0.840564405,0.840564405,0.840564405,0.840564405,0.840564405,0.840564405,0.840564405
79,0.767462043,0.767462043,0.767462043,0.767462043,0.767462043,0.767462043,0.767462043,0.767462043,0.767462043,0.520105384,0.520105384,0.856818413,0.856818413,0.856818413,0.856818413,0.856818413,0.856818413,0.856818413,0.856818413,0.856818413,0.856818413
80,2.514765561,2.514765561,2.514765561,2.514765561,2.514765561,2.514765561,2.514765561,2.514765561,2.514765561,2.445686388,2.445686388,0.852174411,0.852174411,0.852174411,0.852174411,0.852174411,0.852174411,0.852174411,0.852174411,0.852174411,0.852174411
81,3.137423445,3.137423445,3.137423445,3.137423445,3.137423445,3.137423445,3.137423445,3.137423445,3.137423445,2.981672852,2.981672852,0.840564405,0.840564405,0.840564405,0.840564405,0.840564405,0.840564405,0.840564405,0.840564405,0.840564405,0.840564405
82,3.287054409,3.287054409,3.287054409,3.287054409,3.287054409,3.287054409,3.287054409,3.287054409,3.287054409,3.172245818,3.172245818,1.256202606,1.256202606,1.256202606,1.256202606,1.256202606,1.256202606,1.256202606,1.256202606,1.256202606,1.256202606
83,3.171211082,3.171211082,3.171211082,3.171211082,3.171211082,3.171211082,3.171211082,3.171211082,3.171211082,3.188126898,3.188126898,1.469826709,1.469826709,1.469826709,1.469826709,1.469826709,1.469826709,1.469826709,1.469826709,1.469826709,1.469826709
84,2.857468737,2.857468737,2.857468737,2.857468737,2.857468737,2.857468737,2.857468737,2.857468737,2.857468737,3.124602576,3.124602576,1.585926765,1.585926765,1.585926765,1.585926765,1.585926765,1.585926765,1.585926765,1.585926765,1.585926765,1.585926765
85,2.365134597,2.365134597,2.365134597,2.365134597,2.365134597,2.365134597,2.365134597,2.365134597,2.365134597,3.053137714,3.053137714,1.616112779,1.616112779,1.616112779,1.616112779,1.616112779,1.616112779,1.616112779,1.616112779,1.616112779,1.616112779
86,1.689381855,1.689381855,1.689381855,1.689381855,1.689381855,1.689381855,1.689381855,1.689381855,1.689381855,2.818891778,2.818891778,1.657908799,1.657908799,1.657908799,1.657908799,1.657908799,1.657908799,1.657908799,1.657908799,1.657908799,1.657908799
87,0.641965105,0.641965105,0.641965105,0.641965105,0.641965105,0.641965105,0.641965105,0.641965105,0.641965105,2.433775577,2.433775577,1.760076849,1.760076849,1.760076849,1.760076849,1.760076849,1.760076849,1.760076849,1.760076849,1.760076849,1.760076849
88,0,0,0,0,0,0,0,0,0,1.600018854,1.600018854,1.776330857,1.776330857,1.776330857,1.776330857,1.776330857,1.776330857,1.776330857,1.776330857,1.776330857,1.776330857
89,0,0,0,0,0,0,0,0,0,0.039702701,0.039702701,1.80419487,1.80419487,1.80419487,1.80419487,1.80419487,1.80419487,1.80419487,1.80419487,1.80419487,1.80419487
90,0,0,0,0,0,0,0,0,0,0,0,1.771686854,1.771686854,1.771686854,1.771686854,1.771686854,1.771686854,1.771686854,1.771686854,1.771686854,1.771686854
91,0,0,0,0,0,0,0,0,0,0,0,1.732212835,1.732212835,1.732212835,1.732212835,1.732212835,1.732212835,1.732212835,1.732212835,1.732212835,1.732212835
92,0,0,0,0,0,0,0,0,0,0,0,1.495368721,1.495368721,1.495368721,1.495368721,1.495368721,1.495368721,1.495368721,1.495368721,1.495368721,1.495368721
93,0,0,0,0,0,0,0,0,0,0,0,1.121526541,1.121526541,1.121526541,1.121526541,1.121526541,1.121526541,1.121526541,1.121526541,1.121526541,1.121526541
94,0,0,0,0,0,0,0,0,0,0,0,0.907902438,0.907902438,0.907902438,0.907902438,0.907902438,0.907902438,0.907902438,0.907902438,0.907902438,0.907902438
95,0,0,0,0,0,0,0,0,0,0,0,0.924156446,0.924156446,0.924156446,0.924156446,0.924156446,0.924156446,0.924156446,0.924156446,0.924156446,0.924156446
96,0,0,0,0,0,0,0,0,0,0,0,0.691956334,0.691956334,0.691956334,0.691956334,0.691956334,0.691956334,0.691956334,0.691956334,0.691956334,0.691956334
97,0,0,0,0,0,0,0,0,0,0,0,0.410994198,0.410994198,0.410994198,0.410994198,0.410994198,0.410994198,0.410994198,0.410994198,0.410994198,0.410994198
98,0,0,0,0,0,0,0,0,0,0,0,0.304182147,0.304182147,0.304182147,0.304182147,0.304182147,0.304182147,0.304182147,0.304182147,0.304182147,0.304182147
99,0,0,0,0,0,0,0,0,0,0,0,0.232200112,0.232200112,0.232200112,0.232200112,0.232200112,0.232200112,0.232200112,0.232200112,0.232200112,0.232200112
100,0,0,0,0,0,0,0,0,0,0,0,0.234522113,0.234522113,0.234522113,0.234522113,0.234522113,0.234522113,0.234522113,0.234522113,0.234522113,0.234522113
101,0,0,0,0,0,0,0,0,0,0,0,0.51780625,0.51780625,0.51780625,0.51780625,0.51780625,0.51780625,0.51780625,0.51780625,0.51780625,0.51780625
102,0,0,0,0,0,0,0,0,0,0,0,0.956664461,0.956664461,0.956664461,0.956664461,0.956664461,0.956664461,0.956664461,0.956664461,0.956664461,0.956664461
103,0.024134026,0.024134026,0.024134026,0.024134026,0.024134026,0.024134026,0.024134026,0.024134026,0.024134026,0.01588108,0.01588108,1.295676625,1.295676625,1.295676625,1.295676625,1.295676625,1.295676625,1.295676625,1.295676625,1.295676625,1.295676625
104,0.183418601,0.183418601,0.183418601,0.183418601,0.183418601,0.183418601,0.183418601,0.183418601,0.183418601,0.230275666,0.230275666,1.527876737,1.527876737,1.527876737,1.527876737,1.527876737,1.527876737,1.527876737,1.527876737,1.527876737,1.527876737
105,0.308915539,0.308915539,0.308915539,0.308915539,0.308915539,0.308915539,0.308915539,0.308915539,0.308915539,0.273948638,0.273948638,1.609146776,1.609146776,1.609146776,1.609146776,1.609146776,1.609146776,1.609146776,1.609146776,1.609146776,1.609146776
106,0.275127902,0.275127902,0.275127902,0.275127902,0.275127902,0.275127902,0.275127902,0.275127902,0.275127902,1.210932383,1.210932383,1.92958293,1.92958293,1.92958293,1.92958293,1.92958293,1.92958293,1.92958293,1.92958293,1.92958293,1.92958293
107,0.265474291,0.265474291,0.265474291,0.265474291,0.265474291,0.265474291,0.265474291,0.265474291,0.265474291,2.008956676,2.008956676,2.089801008,2.089801008,2.089801008,2.089801008,2.089801008,2.089801008,2.089801008,2.089801008,2.089801008,2.089801008
108,0.178591796,0.178591796,0.178591796,0.178591796,0.178591796,0.178591796,0.178591796,0.178591796,0.178591796,2.421864767,2.421864767,2.129275027,2.129275027,2.129275027,2.129275027,2.129275027,2.129275027,2.129275027,2.129275027,2.129275027,2.129275027
109,0.106189717,0.106189717,0.106189717,0.106189717,0.106189717,0.106189717,0.106189717,0.106189717,0.106189717,1.139467522,1.139467522,1.80419487,1.80419487,1.80419487,1.80419487,1.80419487,1.80419487,1.80419487,1.80419487,1.80419487,1.80419487
110,0.033787637,0.033787637,0.033787637,0.033787637,0.033787637,0.033787637,0.033787637,0.033787637,0.033787637,0.448640522,0.448640522,1.026324495,1.026324495,1.026324495,1.026324495,1.026324495,1.026324495,1.026324495,1.026324495,1.026324495,1.026324495
111,0.004826805,0.004826805,0.004826805,0.004826805,0.004826805,0.004826805,0.004826805,0.004826805,0.004826805,0.258067557,0.258067557,0.998460481,0.998460481,0.998460481,0.998460481,0.998460481,0.998460481,0.998460481,0.998460481,0.998460481,0.998460481
112,0,0,0,0,0,0,0,0,0,0.099256753,0.099256753,1.30728663,1.30728663,1.30728663,1.30728663,1.30728663,1.30728663,1.30728663,1.30728663,1.30728663,1.30728663
113,0,0,0,0,0,0,0,0,0,0,0,1.539486742,1.539486742,1.539486742,1.539486742,1.539486742,1.539486742,1.539486742,1.539486742,1.539486742,1.539486742
114,0,0,0,0,0,0,0,0,0,0,0,1.943514937,1.943514937,1.943514937,1.943514937,1.943514937,1.943514937,1.943514937,1.943514937,1.943514937,1.943514937
115,0,0,0,0,0,0,0,0,0,0,0,2.101411013,2.101411013,2.101411013,2.101411013,2.101411013,2.101411013,2.101411013,2.101411013,2.101411013,2.101411013
116,0,0,0,0,0,0,0,0,0,0,0,2.027106977,2.027106977,2.027106977,2.027106977,2.027106977,2.027106977,2.027106977,2.027106977,2.027106977,2.027106977
117,0,0,0,0,0,0,0,0,0,0,0,1.857600896,1.857600896,1.857600896,1.857600896,1.857600896,1.857600896,1.857600896,1.857600896,1.857600896,1.857600896
118,0,0,0,0,0,0,0,0,0,0,0,1.74150084,1.74150084,1.74150084,1.74150084,1.74150084,1.74150084,1.74150084,1.74150084,1.74150084,1.74150084
119,0,0,0,0,0,0,0,0,0,0,0,1.53484274,1.53484274,1.53484274,1.53484274,1.53484274,1.53484274,1.53484274,1.53484274,1.53484274,1.53484274
120,0,0,0,0,0,0,0,0,0,0,0,1.316574635,1.316574635,1.316574635,1.316574635,1.316574635,1.316574635,1.316574635,1.316574635,1.316574635,1.316574635
121,0,0,0,0,0,0,0,0,0,0,0,1.237626597,1.237626597,1.237626597,1.237626597,1.237626597,1.237626597,1.237626597,1.237626597,1.237626597,1.237626597
122,0,0,0,0,0,0,0,0,0,0,0,1.200474579,1.200474579,1.200474579,1.200474579,1.200474579,1.200474579,1.200474579,1.200474579,1.200474579,1.200474579
123,0,0,0,0,0,0,0,0,0,0,0,1.167966563,1.167966563,1.167966563,1.167966563,1.167966563,1.167966563,1.167966563,1.167966563,1.167966563,1.167966563
124,0,0,0,0,0,0,0,0,0,0,0,1.030968497,1.030968497,1.030968497,1.030968497,1.030968497,1.030968497,1.030968497,1.030968497,1.030968497,1.030968497
125,0,0,0,0,0,0,0,0,0,0,0,0.998460481,0.998460481,0.998460481,0.998460481,0.998460481,0.998460481,0.998460481,0.998460481,0.998460481,0.998460481
126,0,0,0,0,0,0,0,0,0,0,0,0.945054456,0.945054456,0.945054456,0.945054456,0.945054456,0.945054456,0.945054456,0.945054456,0.945054456,0.945054456
127,0.144804159,0.144804159,0.144804159,0.144804159,0.144804159,0.144804159,0.144804159,0.144804159,0.144804159,0,0,0.952020459,0.952020459,0.952020459,0.952020459,0.952020459,0.952020459,0.952020459,0.952020459,0.952020459,0.952020459
128,0.926746618,0.926746618,0.926746618,0.926746618,0.926746618,0.926746618,0.926746618,0.926746618,0.926746618,0.047643241,0.047643241,0.97524047,0.97524047,0.97524047,0.97524047,0.97524047,0.97524047,0.97524047,0.97524047,0.97524047,0.97524047
129,1.650767412,1.650767412,1.650767412,1.650767412,1.650767412,1.650767412,1.650767412,1.650767412,1.650767412,0.103227023,0.103227023,1.075086518,1.075086518,1.075086518,1.075086518,1.075086518,1.075086518,1.075086518,1.075086518,1.075086518,1.075086518
130,1.501136448,1.501136448,1.501136448,1.501136448,1.501136448,1.501136448,1.501136448,1.501136448,1.501136448,0.158810804,0.158810804,1.191186574,1.191186574,1.191186574,1.191186574,1.191186574,1.191186574,1.191186574,1.191186574,1.191186574,1.191186574
131,1.312891041,1.312891041,1.312891041,1.312891041,1.312891041,1.312891041,1.312891041,1.312891041,1.312891041,0.34938377,0.34938377,1.198152578,1.198152578,1.198152578,1.198152578,1.198152578,1.198152578,1.198152578,1.198152578,1.198152578,1.198152578
132,1.235662157,1.235662157,1.235662157,1.235662157,1.235662157,1.235662157,1.235662157,1.235662157,1.235662157,1.465029671,1.465029671,1.428030689,1.428030689,1.428030689,1.428030689,1.428030689,1.428030689,1.428030689,1.428030689,1.428030689,1.428030689
133,1.597672554,1.597672554,1.597672554,1.597672554,1.597672554,1.597672554,1.597672554,1.597672554,1.597672554,1.278426975,1.278426975,1.787940862,1.787940862,1.787940862,1.787940862,1.787940862,1.787940862,1.787940862,1.787940862,1.787940862,1.787940862
134,1.626633386,1.626633386,1.626633386,1.626633386,1.626633386,1.626633386,1.626633386,1.626633386,1.626633386,0.996537798,0.996537798,1.973700952,1.973700952,1.973700952,1.973700952,1.973700952,1.973700952,1.973700952,1.973700952,1.973700952,1.973700952
135,0.994321892,0.994321892,0.994321892,0.994321892,0.994321892,0.994321892,0.994321892,0.994321892,0.994321892,0.619362137,0.619362137,2.080513003,2.080513003,2.080513003,2.080513003,2.080513003,2.080513003,2.080513003,2.080513003,2.080513003,2.080513003
