gen type,solar - FRCC,solar - MRO,solar - NPCC,solar - RFC,solar - SERC north,solar - SERC south,solar - SPP,solar - TRE,solar - WECC north,solar - WECC south,solar - WECC west,wind - FRCC,wind - MRO,wind - NPCC,wind - RFC,wind - SERC north,wind - SERC south,wind - SPP,wind - TRE,wind - WECC north,wind - WECC south
1131,0,0,0,0,0,0,0,0,0,0,0,1.184220571,1.184220571,1.184220571,1.184220571,1.184220571,1.184220571,1.184220571,1.184220571,1.184220571,1.184220571
1132,0,0,0,0,0,0,0,0,0,0,0,1.165644562,1.165644562,1.165644562,1.165644562,1.165644562,1.165644562,1.165644562,1.165644562,1.165644562,1.165644562
1133,0,0,0,0,0,0,0,0,0,0,0,1.065798514,1.065798514,1.065798514,1.065798514,1.065798514,1.065798514,1.065798514,1.065798514,1.065798514,1.065798514
1134,0.419932061,0.419932061,0.419932061,0.419932061,0.419932061,0.419932061,0.419932061,0.419932061,0.419932061,0,0,0.900936434,0.900936434,0.900936434,0.900936434,0.900936434,0.900936434,0.900936434,0.900936434,0.900936434,0.900936434
1135,3.711813275,3.711813275,3.711813275,3.711813275,3.711813275,3.711813275,3.711813275,3.711813275,3.711813275,2.465537738,2.465537738,0.819666395,0.819666395,0.819666395,0.819666395,0.819666395,0.819666395,0.819666395,0.819666395,0.819666395,0.819666395
1136,4.223454637,4.223454637,4.223454637,4.223454637,4.223454637,4.223454637,4.223454637,4.223454637,4.223454637,2.941970151,2.941970151,0.701244338,0.701244338,0.701244338,0.701244338,0.701244338,0.701244338,0.701244338,0.701244338,0.701244338,0.701244338
1137,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,3.092840416,3.092840416,0.47601023,0.47601023,0.47601023,0.47601023,0.47601023,0.47601023,0.47601023,0.47601023,0.47601023,0.47601023
1138,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,3.291353921,3.291353921,0.255420123,0.255420123,0.255420123,0.255420123,0.255420123,0.255420123,0.255420123,0.255420123,0.255420123,0.255420123
1139,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,3.338997162,3.338997162,0.065016031,0.065016031,0.065016031,0.065016031,0.065016031,0.065016031,0.065016031,0.065016031,0.065016031,0.065016031
1140,4.281376301,4.281376301,4.281376301,4.281376301,4.281376301,4.281376301,4.281376301,4.281376301,4.281376301,3.275472841,3.275472841,0,0,0,0,0,0,0,0,0,0
1141,3.808349381,3.808349381,3.808349381,3.808349381,3.808349381,3.808349381,3.808349381,3.808349381,3.808349381,3.223859329,3.223859329,0,0,0,0,0,0,0,0,0,0
1142,1.863146846,1.863146846,1.863146846,1.863146846,1.863146846,1.863146846,1.863146846,1.863146846,1.863146846,3.069018795,3.069018795,0,0,0,0,0,0,0,0,0,0
1143,2.703010968,2.703010968,2.703010968,2.703010968,2.703010968,2.703010968,2.703010968,2.703010968,2.703010968,2.683902594,2.683902594,0.006966003,0.006966003,0.006966003,0.006966003,0.006966003,0.006966003,0.006966003,0.006966003,0.006966003,0.006966003
1144,1.124645635,1.124645635,1.124645635,1.124645635,1.124645635,1.124645635,1.124645635,1.124645635,1.124645635,1.913670193,1.913670193,0.006966003,0.006966003,0.006966003,0.006966003,0.006966003,0.006966003,0.006966003,0.006966003,0.006966003,0.006966003
1145,0,0,0,0,0,0,0,0,0,0.532016195,0.532016195,0.025542012,0.025542012,0.025542012,0.025542012,0.025542012,0.025542012,0.025542012,0.025542012,0.025542012,0.025542012
1146,0,0,0,0,0,0,0,0,0,0,0,0.065016031,0.065016031,0.065016031,0.065016031,0.065016031,0.065016031,0.065016031,0.065016031,0.065016031,0.065016031
1147,0,0,0,0,0,0,0,0,0,0,0,0.069660034,0.069660034,0.069660034,0.069660034,0.069660034,0.069660034,0.069660034,0.069660034,0.069660034,0.069660034
1148,0,0,0,0,0,0,0,0,0,0,0,0.032508016,0.032508016,0.032508016,0.032508016,0.032508016,0.032508016,0.032508016,0.032508016,0.032508016,0.032508016
1149,0,0,0,0,0,0,0,0,0,0,0,0.055728027,0.055728027,0.055728027,0.055728027,0.055728027,0.055728027,0.055728027,0.055728027,0.055728027,0.055728027
1150,0,0,0,0,0,0,0,0,0,0,0,0.199692096,0.199692096,0.199692096,0.199692096,0.199692096,0.199692096,0.199692096,0.199692096,0.199692096,0.199692096
1151,0,0,0,0,0,0,0,0,0,0,0,0.10449005,0.10449005,0.10449005,0.10449005,0.10449005,0.10449005,0.10449005,0.10449005,0.10449005,0.10449005
1152,0,0,0,0,0,0,0,0,0,0,0,0.039474019,0.039474019,0.039474019,0.039474019,0.039474019,0.039474019,0.039474019,0.039474019,0.039474019,0.039474019
1153,0,0,0,0,0,0,0,0,0,0,0,0.134676065,0.134676065,0.134676065,0.134676065,0.134676065,0.134676065,0.134676065,0.134676065,0.134676065,0.134676065
1154,0,0,0,0,0,0,0,0,0,0,0,0.085914041,0.085914041,0.085914041,0.085914041,0.085914041,0.085914041,0.085914041,0.085914041,0.085914041,0.085914041
1155,0,0,0,0,0,0,0,0,0,0,0,0.262386127,0.262386127,0.262386127,0.262386127,0.262386127,0.262386127,0.262386127,0.262386127,0.262386127,0.262386127
1156,0,0,0,0,0,0,0,0,0,0,0,0.489942236,0.489942236,0.489942236,0.489942236,0.489942236,0.489942236,0.489942236,0.489942236,0.489942236,0.489942236
1157,0,0,0,0,0,0,0,0,0,0,0,0.650160314,0.650160314,0.650160314,0.650160314,0.650160314,0.650160314,0.650160314,0.650160314,0.650160314,0.650160314
1158,0,0,0,0,0,0,0,0,0,0,0,0.770904372,0.770904372,0.770904372,0.770904372,0.770904372,0.770904372,0.770904372,0.770904372,0.770904372,0.770904372
1159,0.057921664,0.057921664,0.057921664,0.057921664,0.057921664,0.057921664,0.057921664,0.057921664,0.057921664,1.4610594,1.4610594,0.805734389,0.805734389,0.805734389,0.805734389,0.805734389,0.805734389,0.805734389,0.805734389,0.805734389,0.805734389
1160,0.212379433,0.212379433,0.212379433,0.212379433,0.212379433,0.212379433,0.212379433,0.212379433,0.212379433,1.659572906,1.659572906,0.701244338,0.701244338,0.701244338,0.701244338,0.701244338,0.701244338,0.701244338,0.701244338,0.701244338,0.701244338
1161,0.448892893,0.448892893,0.448892893,0.448892893,0.448892893,0.448892893,0.448892893,0.448892893,0.448892893,1.719126958,1.719126958,0.485298234,0.485298234,0.485298234,0.485298234,0.485298234,0.485298234,0.485298234,0.485298234,0.485298234,0.485298234
1162,0.733674406,0.733674406,0.733674406,0.733674406,0.733674406,0.733674406,0.733674406,0.733674406,0.733674406,2.255113422,2.255113422,0.378486183,0.378486183,0.378486183,0.378486183,0.378486183,0.378486183,0.378486183,0.378486183,0.378486183,0.378486183
1163,0.941227033,0.941227033,0.941227033,0.941227033,0.941227033,0.941227033,0.941227033,0.941227033,0.941227033,2.699783675,2.699783675,0.273996132,0.273996132,0.273996132,0.273996132,0.273996132,0.273996132,0.273996132,0.273996132,0.273996132,0.273996132
1164,0.979841476,0.979841476,0.979841476,0.979841476,0.979841476,0.979841476,0.979841476,0.979841476,0.979841476,2.814921508,2.814921508,0.162540078,0.162540078,0.162540078,0.162540078,0.162540078,0.162540078,0.162540078,0.162540078,0.162540078,0.162540078
1165,0.733674406,0.733674406,0.733674406,0.733674406,0.733674406,0.733674406,0.733674406,0.733674406,0.733674406,2.473478278,2.473478278,0.074304036,0.074304036,0.074304036,0.074304036,0.074304036,0.074304036,0.074304036,0.074304036,0.074304036,0.074304036
1166,0.434412477,0.434412477,0.434412477,0.434412477,0.434412477,0.434412477,0.434412477,0.434412477,0.434412477,2.231291802,2.231291802,0.111456054,0.111456054,0.111456054,0.111456054,0.111456054,0.111456054,0.111456054,0.111456054,0.111456054,0.111456054
1167,0.24616707,0.24616707,0.24616707,0.24616707,0.24616707,0.24616707,0.24616707,0.24616707,0.24616707,1.643691825,1.643691825,0.280962135,0.280962135,0.280962135,0.280962135,0.280962135,0.280962135,0.280962135,0.280962135,0.280962135,0.280962135
1168,0.038614442,0.038614442,0.038614442,0.038614442,0.038614442,0.038614442,0.038614442,0.038614442,0.038614442,0.877429694,0.877429694,0.506196244,0.506196244,0.506196244,0.506196244,0.506196244,0.506196244,0.506196244,0.506196244,0.506196244,0.506196244
1169,0,0,0,0,0,0,0,0,0,0.238216207,0.238216207,0.856818413,0.856818413,0.856818413,0.856818413,0.856818413,0.856818413,0.856818413,0.856818413,0.856818413,0.856818413
1170,0,0,0,0,0,0,0,0,0,0,0,1.390878671,1.390878671,1.390878671,1.390878671,1.390878671,1.390878671,1.390878671,1.390878671,1.390878671,1.390878671
1171,0,0,0,0,0,0,0,0,0,0,0,1.885464909,1.885464909,1.885464909,1.885464909,1.885464909,1.885464909,1.885464909,1.885464909,1.885464909,1.885464909
1172,0,0,0,0,0,0,0,0,0,0,0,2.085157005,2.085157005,2.085157005,2.085157005,2.085157005,2.085157005,2.085157005,2.085157005,2.085157005,2.085157005
1173,0,0,0,0,0,0,0,0,0,0,0,2.110699018,2.110699018,2.110699018,2.110699018,2.110699018,2.110699018,2.110699018,2.110699018,2.110699018,2.110699018
1174,0,0,0,0,0,0,0,0,0,0,0,2.09444501,2.09444501,2.09444501,2.09444501,2.09444501,2.09444501,2.09444501,2.09444501,2.09444501,2.09444501
1175,0,0,0,0,0,0,0,0,0,0,0,2.064258995,2.064258995,2.064258995,2.064258995,2.064258995,2.064258995,2.064258995,2.064258995,2.064258995,2.064258995
1176,0,0,0,0,0,0,0,0,0,0,0,2.054970991,2.054970991,2.054970991,2.054970991,2.054970991,2.054970991,2.054970991,2.054970991,2.054970991,2.054970991
1177,0,0,0,0,0,0,0,0,0,0,0,2.020140974,2.020140974,2.020140974,2.020140974,2.020140974,2.020140974,2.020140974,2.020140974,2.020140974,2.020140974
1178,0,0,0,0,0,0,0,0,0,0,0,1.962090946,1.962090946,1.962090946,1.962090946,1.962090946,1.962090946,1.962090946,1.962090946,1.962090946,1.962090946
1179,0,0,0,0,0,0,0,0,0,0,0,1.90868492,1.90868492,1.90868492,1.90868492,1.90868492,1.90868492,1.90868492,1.90868492,1.90868492,1.90868492
1180,0,0,0,0,0,0,0,0,0,0,0,1.836702886,1.836702886,1.836702886,1.836702886,1.836702886,1.836702886,1.836702886,1.836702886,1.836702886,1.836702886
1181,0,0,0,0,0,0,0,0,0,0,0,1.757754848,1.757754848,1.757754848,1.757754848,1.757754848,1.757754848,1.757754848,1.757754848,1.757754848,1.757754848
1182,0.579216636,0.579216636,0.579216636,0.579216636,0.579216636,0.579216636,0.579216636,0.579216636,0.579216636,0,0,1.690416815,1.690416815,1.690416815,1.690416815,1.690416815,1.690416815,1.690416815,1.690416815,1.690416815,1.690416815
1183,3.86144424,3.86144424,3.86144424,3.86144424,3.86144424,3.86144424,3.86144424,3.86144424,3.86144424,1.933521543,1.933521543,1.648620795,1.648620795,1.648620795,1.648620795,1.648620795,1.648620795,1.648620795,1.648620795,1.648620795,1.648620795
1184,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,2.818891778,2.818891778,1.53484274,1.53484274,1.53484274,1.53484274,1.53484274,1.53484274,1.53484274,1.53484274,1.53484274,1.53484274
1185,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,3.24371068,3.24371068,1.281744618,1.281744618,1.281744618,1.281744618,1.281744618,1.281744618,1.281744618,1.281744618,1.281744618,1.281744618
1186,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,3.374729593,3.374729593,1.054188508,1.054188508,1.054188508,1.054188508,1.054188508,1.054188508,1.054188508,1.054188508,1.054188508,1.054188508
1187,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,3.454134996,3.454134996,0.884682427,0.884682427,0.884682427,0.884682427,0.884682427,0.884682427,0.884682427,0.884682427,0.884682427,0.884682427
1188,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,4.34412477,3.390610674,3.390610674,0.743040358,0.743040358,0.743040358,0.743040358,0.743040358,0.743040358,0.743040358,0.743040358,0.743040358,0.743040358
1189,4.223454637,4.223454637,4.223454637,4.223454637,4.223454637,4.223454637,4.223454637,4.223454637,4.223454637,3.374729593,3.374729593,0.701244338,0.701244338,0.701244338,0.701244338,0.701244338,0.701244338,0.701244338,0.701244338,0.701244338,0.701244338
1190,3.875924656,3.875924656,3.875924656,3.875924656,3.875924656,3.875924656,3.875924656,3.875924656,3.875924656,3.25165122,3.25165122,0.782514377,0.782514377,0.782514377,0.782514377,0.782514377,0.782514377,0.782514377,0.782514377,0.782514377,0.782514377
1191,3.185691498,3.185691498,3.185691498,3.185691498,3.185691498,3.185691498,3.185691498,3.185691498,3.185691498,2.957851232,2.957851232,0.917190442,0.917190442,0.917190442,0.917190442,0.917190442,0.917190442,0.917190442,0.917190442,0.917190442,0.917190442
1192,1.520443669,1.520443669,1.520443669,1.520443669,1.520443669,1.520443669,1.520443669,1.520443669,1.520443669,2.334518825,2.334518825,1.093662527,1.093662527,1.093662527,1.093662527,1.093662527,1.093662527,1.093662527,1.093662527,1.093662527,1.093662527
1193,0,0,0,0,0,0,0,0,0,0.976686447,0.976686447,1.288710621,1.288710621,1.288710621,1.288710621,1.288710621,1.288710621,1.288710621,1.288710621,1.288710621,1.288710621
1194,0,0,0,0,0,0,0,0,0,0,0,1.404810677,1.404810677,1.404810677,1.404810677,1.404810677,1.404810677,1.404810677,1.404810677,1.404810677,1.404810677
1195,0,0,0,0,0,0,0,0,0,0,0,1.516266731,1.516266731,1.516266731,1.516266731,1.516266731,1.516266731,1.516266731,1.516266731,1.516266731,1.516266731
1196,0,0,0,0,0,0,0,0,0,0,0,1.495368721,1.495368721,1.495368721,1.495368721,1.495368721,1.495368721,1.495368721,1.495368721,1.495368721,1.495368721
1197,0,0,0,0,0,0,0,0,0,0,0,1.38855667,1.38855667,1.38855667,1.38855667,1.38855667,1.38855667,1.38855667,1.38855667,1.38855667,1.38855667
1198,0,0,0,0,0,0,0,0,0,0,0,1.325862639,1.325862639,1.325862639,1.325862639,1.325862639,1.325862639,1.325862639,1.325862639,1.325862639,1.325862639
1199,0,0,0,0,0,0,0,0,0,0,0,1.22369459,1.22369459,1.22369459,1.22369459,1.22369459,1.22369459,1.22369459,1.22369459,1.22369459,1.22369459
1200,0,0,0,0,0,0,0,0,0,0,0,1.089018525,1.089018525,1.089018525,1.089018525,1.089018525,1.089018525,1.089018525,1.089018525,1.089018525,1.089018525
1201,0,0,0,0,0,0,0,0,0,0,0,0.794124383,0.794124383,0.794124383,0.794124383,0.794124383,0.794124383,0.794124383,0.794124383,0.794124383,0.794124383
1202,0,0,0,0,0,0,0,0,0,0,0,0.750006362,0.750006362,0.750006362,0.750006362,0.750006362,0.750006362,0.750006362,0.750006362,0.750006362,0.750006362
1203,0,0,0,0,0,0,0,0,0,0,0,0.619974299,0.619974299,0.619974299,0.619974299,0.619974299,0.619974299,0.619974299,0.619974299,0.619974299,0.619974299
1204,0,0,0,0,0,0,0,0,0,0,0,0.492264237,0.492264237,0.492264237,0.492264237,0.492264237,0.492264237,0.492264237,0.492264237,0.492264237,0.492264237
1205,0,0,0,0,0,0,0,0,0,0,0,0.459756222,0.459756222,0.459756222,0.459756222,0.459756222,0.459756222,0.459756222,0.459756222,0.459756222,0.459756222
1206,0.024134026,0.024134026,0.024134026,0.024134026,0.024134026,0.024134026,0.024134026,0.024134026,0.024134026,0,0,0.369198178,0.369198178,0.369198178,0.369198178,0.369198178,0.369198178,0.369198178,0.369198178,0.369198178,0.369198178
1207,0.347529982,0.347529982,0.347529982,0.347529982,0.347529982,0.347529982,0.347529982,0.347529982,0.347529982,3.100780956,3.100780956,0.246132119,0.246132119,0.246132119,0.246132119,0.246132119,0.246132119,0.246132119,0.246132119,0.246132119,0.246132119
1208,0.748154821,0.748154821,0.748154821,0.748154821,0.748154821,0.748154821,0.748154821,0.748154821,0.748154821,3.25562149,3.25562149,0.090558044,0.090558044,0.090558044,0.090558044,0.090558044,0.090558044,0.090558044,0.090558044,0.090558044,0.090558044
1209,0.931573423,0.931573423,0.931573423,0.931573423,0.931573423,0.931573423,0.931573423,0.931573423,0.931573423,3.513689047,3.513689047,0.025542012,0.025542012,0.025542012,0.025542012,0.025542012,0.025542012,0.025542012,0.025542012,0.025542012,0.025542012
1210,0.868824954,0.868824954,0.868824954,0.868824954,0.868824954,0.868824954,0.868824954,0.868824954,0.868824954,3.573243099,3.573243099,0.009288004,0.009288004,0.009288004,0.009288004,0.009288004,0.009288004,0.009288004,0.009288004,0.009288004,0.009288004
1211,0.902612591,0.902612591,0.902612591,0.902612591,0.902612591,0.902612591,0.902612591,0.902612591,0.902612591,3.573243099,3.573243099,0.002322001,0.002322001,0.002322001,0.002322001,0.002322001,0.002322001,0.002322001,0.002322001,0.002322001,0.002322001
1212,0.670925937,0.670925937,0.670925937,0.670925937,0.670925937,0.670925937,0.670925937,0.670925937,0.670925937,3.473986346,3.473986346,0,0,0,0,0,0,0,0,0,0
1213,0.675752742,0.675752742,0.675752742,0.675752742,0.675752742,0.675752742,0.675752742,0.675752742,0.675752742,3.430313375,3.430313375,0,0,0,0,0,0,0,0,0,0
1214,0.946053839,0.946053839,0.946053839,0.946053839,0.946053839,0.946053839,0.946053839,0.946053839,0.946053839,3.279443111,3.279443111,0,0,0,0,0,0,0,0,0,0
1215,0.521294972,0.521294972,0.521294972,0.521294972,0.521294972,0.521294972,0.521294972,0.521294972,0.521294972,2.977702582,2.977702582,0.009288004,0.009288004,0.009288004,0.009288004,0.009288004,0.009288004,0.009288004,0.009288004,0.009288004,0.009288004
1216,0.111016522,0.111016522,0.111016522,0.111016522,0.111016522,0.111016522,0.111016522,0.111016522,0.111016522,2.402013416,2.402013416,0.011610006,0.011610006,0.011610006,0.011610006,0.011610006,0.011610006,0.011610006,0.011610006,0.011610006,0.011610006
1217,0,0,0,0,0,0,0,0,0,0.746410781,0.746410781,0,0,0,0,0,0,0,0,0,0
1218,0,0,0,0,0,0,0,0,0,0,0,0.004644002,0.004644002,0.004644002,0.004644002,0.004644002,0.004644002,0.004644002,0.004644002,0.004644002,0.004644002
1219,0,0,0,0,0,0,0,0,0,0,0,0.2066581,0.2066581,0.2066581,0.2066581,0.2066581,0.2066581,0.2066581,0.2066581,0.2066581,0.2066581
1220,0,0,0,0,0,0,0,0,0,0,0,0.55960227,0.55960227,0.55960227,0.55960227,0.55960227,0.55960227,0.55960227,0.55960227,0.55960227,0.55960227
1221,0,0,0,0,0,0,0,0,0,0,0,0.935766451,0.935766451,0.935766451,0.935766451,0.935766451,0.935766451,0.935766451,0.935766451,0.935766451,0.935766451
1222,0,0,0,0,0,0,0,0,0,0,0,1.219050588,1.219050588,1.219050588,1.219050588,1.219050588,1.219050588,1.219050588,1.219050588,1.219050588,1.219050588
1223,0,0,0,0,0,0,0,0,0,0,0,1.469826709,1.469826709,1.469826709,1.469826709,1.469826709,1.469826709,1.469826709,1.469826709,1.469826709,1.469826709
1224,0,0,0,0,0,0,0,0,0,0,0,1.750788844,1.750788844,1.750788844,1.750788844,1.750788844,1.750788844,1.750788844,1.750788844,1.750788844,1.750788844
1225,0,0,0,0,0,0,0,0,0,0,0,1.924938928,1.924938928,1.924938928,1.924938928,1.924938928,1.924938928,1.924938928,1.924938928,1.924938928,1.924938928
1226,0,0,0,0,0,0,0,0,0,0,0,1.839024887,1.839024887,1.839024887,1.839024887,1.839024887,1.839024887,1.839024887,1.839024887,1.839024887,1.839024887
1227,0,0,0,0,0,0,0,0,0,0,0,1.544130745,1.544130745,1.544130745,1.544130745,1.544130745,1.544130745,1.544130745,1.544130745,1.544130745,1.544130745
1228,0,0,0,0,0,0,0,0,0,0,0,1.228338592,1.228338592,1.228338592,1.228338592,1.228338592,1.228338592,1.228338592,1.228338592,1.228338592,1.228338592
1229,0,0,0,0,0,0,0,0,0,0,0,1.000782483,1.000782483,1.000782483,1.000782483,1.000782483,1.000782483,1.000782483,1.000782483,1.000782483,1.000782483
1230,0,0,0,0,0,0,0,0,0,0,0,0.958986462,0.958986462,0.958986462,0.958986462,0.958986462,0.958986462,0.958986462,0.958986462,0.958986462,0.958986462
1231,0.053094858,0.053094858,0.053094858,0.053094858,0.053094858,0.053094858,0.053094858,0.053094858,0.053094858,0.131018914,0.131018914,1.560384752,1.560384752,1.560384752,1.560384752,1.560384752,1.560384752,1.560384752,1.560384752,1.560384752,1.560384752
1232,0.366837203,0.366837203,0.366837203,0.366837203,0.366837203,0.366837203,0.366837203,0.366837203,0.366837203,0.476432413,0.476432413,1.318896636,1.318896636,1.318896636,1.318896636,1.318896636,1.318896636,1.318896636,1.318896636,1.318896636,1.318896636
1233,1.226008546,1.226008546,1.226008546,1.226008546,1.226008546,1.226008546,1.226008546,1.226008546,1.226008546,1.036240499,1.036240499,1.235304596,1.235304596,1.235304596,1.235304596,1.235304596,1.235304596,1.235304596,1.235304596,1.235304596,1.235304596
1234,2.056219058,2.056219058,2.056219058,2.056219058,2.056219058,2.056219058,2.056219058,2.056219058,2.056219058,1.310189136,1.310189136,1.344438648,1.344438648,1.344438648,1.344438648,1.344438648,1.344438648,1.344438648,1.344438648,1.344438648,1.344438648
1235,3.682852444,3.682852444,3.682852444,3.682852444,3.682852444,3.682852444,3.682852444,3.682852444,3.682852444,1.405475619,1.405475619,1.369980661,1.369980661,1.369980661,1.369980661,1.369980661,1.369980661,1.369980661,1.369980661,1.369980661,1.369980661
1236,3.996594788,3.996594788,3.996594788,3.996594788,3.996594788,3.996594788,3.996594788,3.996594788,3.996594788,1.413416159,1.413416159,1.318896636,1.318896636,1.318896636,1.318896636,1.318896636,1.318896636,1.318896636,1.318896636,1.318896636,1.318896636
1237,3.745600912,3.745600912,3.745600912,3.745600912,3.745600912,3.745600912,3.745600912,3.745600912,3.745600912,1.183140493,1.183140493,1.330506642,1.330506642,1.330506642,1.330506642,1.330506642,1.330506642,1.330506642,1.330506642,1.330506642,1.330506642
1238,3.258093577,3.258093577,3.258093577,3.258093577,3.258093577,3.258093577,3.258093577,3.258093577,3.258093577,0.877429694,0.877429694,1.356048654,1.356048654,1.356048654,1.356048654,1.356048654,1.356048654,1.356048654,1.356048654,1.356048654,1.356048654
1239,2.34100057,2.34100057,2.34100057,2.34100057,2.34100057,2.34100057,2.34100057,2.34100057,2.34100057,0.543927005,0.543927005,1.163322561,1.163322561,1.163322561,1.163322561,1.163322561,1.163322561,1.163322561,1.163322561,1.163322561,1.163322561
1240,0.921919812,0.921919812,0.921919812,0.921919812,0.921919812,0.921919812,0.921919812,0.921919812,0.921919812,0.262037827,0.262037827,1.228338592,1.228338592,1.228338592,1.228338592,1.228338592,1.228338592,1.228338592,1.228338592,1.228338592,1.228338592
1241,0,0,0,0,0,0,0,0,0,0.031762161,0.031762161,1.369980661,1.369980661,1.369980661,1.369980661,1.369980661,1.369980661,1.369980661,1.369980661,1.369980661,1.369980661
1242,0,0,0,0,0,0,0,0,0,0,0,1.346760649,1.346760649,1.346760649,1.346760649,1.346760649,1.346760649,1.346760649,1.346760649,1.346760649,1.346760649
1243,0,0,0,0,0,0,0,0,0,0,0,1.209762583,1.209762583,1.209762583,1.209762583,1.209762583,1.209762583,1.209762583,1.209762583,1.209762583,1.209762583
1244,0,0,0,0,0,0,0,0,0,0,0,1.249236602,1.249236602,1.249236602,1.249236602,1.249236602,1.249236602,1.249236602,1.249236602,1.249236602,1.249236602
1245,0,0,0,0,0,0,0,0,0,0,0,1.205118581,1.205118581,1.205118581,1.205118581,1.205118581,1.205118581,1.205118581,1.205118581,1.205118581,1.205118581
1246,0,0,0,0,0,0,0,0,0,0,0,1.112238536,1.112238536,1.112238536,1.112238536,1.112238536,1.112238536,1.112238536,1.112238536,1.112238536,1.112238536
1247,0,0,0,0,0,0,0,0,0,0,0,0.815022393,0.815022393,0.815022393,0.815022393,0.815022393,0.815022393,0.815022393,0.815022393,0.815022393,0.815022393
1248,0,0,0,0,0,0,0,0,0,0,0,0.754650364,0.754650364,0.754650364,0.754650364,0.754650364,0.754650364,0.754650364,0.754650364,0.754650364,0.754650364
1249,0,0,0,0,0,0,0,0,0,0,0,0.824310397,0.824310397,0.824310397,0.824310397,0.824310397,0.824310397,0.824310397,0.824310397,0.824310397,0.824310397
1250,0,0,0,0,0,0,0,0,0,0,0,1.030968497,1.030968497,1.030968497,1.030968497,1.030968497,1.030968497,1.030968497,1.030968497,1.030968497,1.030968497
1251,0,0,0,0,0,0,0,0,0,0,0,1.093662527,1.093662527,1.093662527,1.093662527,1.093662527,1.093662527,1.093662527,1.093662527,1.093662527,1.093662527
1252,0,0,0,0,0,0,0,0,0,0,0,1.165644562,1.165644562,1.165644562,1.165644562,1.165644562,1.165644562,1.165644562,1.165644562,1.165644562,1.165644562
1253,0,0,0,0,0,0,0,0,0,0,0,1.214406586,1.214406586,1.214406586,1.214406586,1.214406586,1.214406586,1.214406586,1.214406586,1.214406586,1.214406586
1254,0.149630964,0.149630964,0.149630964,0.149630964,0.149630964,0.149630964,0.149630964,0.149630964,0.149630964,0,0,1.219050588,1.219050588,1.219050588,1.219050588,1.219050588,1.219050588,1.219050588,1.219050588,1.219050588,1.219050588
1255,2.070699474,2.070699474,2.070699474,2.070699474,2.070699474,2.070699474,2.070699474,2.070699474,2.070699474,0.059554052,0.059554052,1.163322561,1.163322561,1.163322561,1.163322561,1.163322561,1.163322561,1.163322561,1.163322561,1.163322561,1.163322561
1256,3.031233728,3.031233728,3.031233728,3.031233728,3.031233728,3.031233728,3.031233728,3.031233728,3.031233728,0.214394586,0.214394586,1.033290498,1.033290498,1.033290498,1.033290498,1.033290498,1.033290498,1.033290498,1.033290498,1.033290498,1.033290498
1257,3.653891612,3.653891612,3.653891612,3.653891612,3.653891612,3.653891612,3.653891612,3.653891612,3.653891612,0.520105384,0.520105384,0.900936434,0.900936434,0.900936434,0.900936434,0.900936434,0.900936434,0.900936434,0.900936434,0.900936434,0.900936434
1258,4.064170062,4.064170062,4.064170062,4.064170062,4.064170062,4.064170062,4.064170062,4.064170062,4.064170062,0.825816183,0.825816183,0.831276401,0.831276401,0.831276401,0.831276401,0.831276401,0.831276401,0.831276401,0.831276401,0.831276401,0.831276401
1259,4.10761131,4.10761131,4.10761131,4.10761131,4.10761131,4.10761131,4.10761131,4.10761131,4.10761131,1.008448608,1.008448608,0.675702326,0.675702326,0.675702326,0.675702326,0.675702326,0.675702326,0.675702326,0.675702326,0.675702326,0.675702326
1260,3.991767983,3.991767983,3.991767983,3.991767983,3.991767983,3.991767983,3.991767983,3.991767983,3.991767983,1.103735091,1.103735091,0.47601023,0.47601023,0.47601023,0.47601023,0.47601023,0.47601023,0.47601023,0.47601023,0.47601023,0.47601023
1261,3.735947302,3.735947302,3.735947302,3.735947302,3.735947302,3.735947302,3.735947302,3.735947302,3.735947302,1.163289142,1.163289142,0.410994198,0.410994198,0.410994198,0.410994198,0.410994198,0.410994198,0.410994198,0.410994198,0.410994198,0.410994198
1262,3.200171914,3.200171914,3.200171914,3.200171914,3.200171914,3.200171914,3.200171914,3.200171914,3.200171914,0.917132395,0.917132395,0.37384218,0.37384218,0.37384218,0.37384218,0.37384218,0.37384218,0.37384218,0.37384218,0.37384218,0.37384218
1263,2.268598491,2.268598491,2.268598491,2.268598491,2.268598491,2.268598491,2.268598491,2.268598491,2.268598491,0.619362137,0.619362137,0.320436155,0.320436155,0.320436155,0.320436155,0.320436155,0.320436155,0.320436155,0.320436155,0.320436155,0.320436155
