Coal Type,Region,Generator Type,Count Emissions from Building Powerplant,mix,efficiency,flows,value,unit,direction,type,source,data location
Lignite,FRCC,Boiler (~99% of US coal turbines),No,,34.80%,voc,1.20E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = FRCC
Lignite,FRCC,Boiler (~99% of US coal turbines),No,,34.80%,co,9.90E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = FRCC
Lignite,FRCC,Boiler (~99% of US coal turbines),No,,34.80%,nox,6.43E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = FRCC
Lignite,FRCC,Boiler (~99% of US coal turbines),No,,34.80%,pm10,0.000187,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = FRCC
Lignite,FRCC,Boiler (~99% of US coal turbines),No,,34.80%,pm2.5,1.31E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = FRCC
Lignite,FRCC,Boiler (~99% of US coal turbines),No,,34.80%,sox,0.001667,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = FRCC
Lignite,FRCC,Boiler (~99% of US coal turbines),No,,34.80%,bc,5.63E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = FRCC
Lignite,FRCC,Boiler (~99% of US coal turbines),No,,34.80%,oc,1.06E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = FRCC
Lignite,FRCC,Boiler (~99% of US coal turbines),No,,34.80%,ch4,1.00E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = FRCC
Lignite,FRCC,Boiler (~99% of US coal turbines),No,,34.80%,n2o,1.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = FRCC
Lignite,FRCC,Boiler (~99% of US coal turbines),No,,34.80%,co2,2.11E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = FRCC
Lignite,FRCC,Boiler (~99% of US coal turbines),Yes,,34.80%,voc,1.28E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = FRCC
Lignite,FRCC,Boiler (~99% of US coal turbines),Yes,,34.80%,co,1.04E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = FRCC
Lignite,FRCC,Boiler (~99% of US coal turbines),Yes,,34.80%,nox,0.000643829,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = FRCC
Lignite,FRCC,Boiler (~99% of US coal turbines),Yes,,34.80%,pm10,1.88E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = FRCC
Lignite,FRCC,Boiler (~99% of US coal turbines),Yes,,34.80%,pm2.5,0.000131232,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = FRCC
Lignite,FRCC,Boiler (~99% of US coal turbines),Yes,,34.80%,sox,1.67E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = FRCC
Lignite,FRCC,Boiler (~99% of US coal turbines),Yes,,34.80%,bc,5.64E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = FRCC
Lignite,FRCC,Boiler (~99% of US coal turbines),Yes,,34.80%,oc,1.06E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = FRCC
Lignite,FRCC,Boiler (~99% of US coal turbines),Yes,,34.80%,ch4,1.13E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = FRCC
Lignite,FRCC,Boiler (~99% of US coal turbines),Yes,,34.80%,n2o,1.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = FRCC
Lignite,FRCC,Boiler (~99% of US coal turbines),Yes,,34.80%,co2,2.110198303,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = FRCC
Lignite,HICC,Boiler (~99% of US coal turbines),No,,22.50%,voc,2.40E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = HICC
Lignite,HICC,Boiler (~99% of US coal turbines),No,,22.50%,co,0.000204,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = HICC
Lignite,HICC,Boiler (~99% of US coal turbines),No,,22.50%,nox,2.85E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = HICC
Lignite,HICC,Boiler (~99% of US coal turbines),No,,22.50%,pm10,0.000118,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = HICC
Lignite,HICC,Boiler (~99% of US coal turbines),No,,22.50%,pm2.5,1.18E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = HICC
Lignite,HICC,Boiler (~99% of US coal turbines),No,,22.50%,sox,0.008963002,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = HICC
Lignite,HICC,Boiler (~99% of US coal turbines),No,,22.50%,bc,5.07E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = HICC
Lignite,HICC,Boiler (~99% of US coal turbines),No,,22.50%,oc,9.56E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = HICC
Lignite,HICC,Boiler (~99% of US coal turbines),No,,22.50%,ch4,1.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = HICC
Lignite,HICC,Boiler (~99% of US coal turbines),No,,22.50%,n2o,2.40E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = HICC
Lignite,HICC,Boiler (~99% of US coal turbines),No,,22.50%,co2,3.26E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = HICC
Lignite,HICC,Boiler (~99% of US coal turbines),Yes,,22.50%,voc,2.48E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = HICC
Lignite,HICC,Boiler (~99% of US coal turbines),Yes,,22.50%,co,2.09E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = HICC
Lignite,HICC,Boiler (~99% of US coal turbines),Yes,,22.50%,nox,0.002848829,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = HICC
Lignite,HICC,Boiler (~99% of US coal turbines),Yes,,22.50%,pm10,1.19E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = HICC
Lignite,HICC,Boiler (~99% of US coal turbines),Yes,,22.50%,pm2.5,0.000118232,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = HICC
Lignite,HICC,Boiler (~99% of US coal turbines),Yes,,22.50%,sox,8.97E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = HICC
Lignite,HICC,Boiler (~99% of US coal turbines),Yes,,22.50%,bc,5.08E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = HICC
Lignite,HICC,Boiler (~99% of US coal turbines),Yes,,22.50%,oc,9.57E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = HICC
Lignite,HICC,Boiler (~99% of US coal turbines),Yes,,22.50%,ch4,1.73E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = HICC
Lignite,HICC,Boiler (~99% of US coal turbines),Yes,,22.50%,n2o,2.40E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = HICC
Lignite,HICC,Boiler (~99% of US coal turbines),Yes,,22.50%,co2,3.26262589,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = HICC
Lignite,MRO,Boiler (~99% of US coal turbines),No,,34.40%,voc,1.90E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = MRO
Lignite,MRO,Boiler (~99% of US coal turbines),No,,34.40%,co,0.000156,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = MRO
Lignite,MRO,Boiler (~99% of US coal turbines),No,,34.40%,nox,1.39E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = MRO
Lignite,MRO,Boiler (~99% of US coal turbines),No,,34.40%,pm10,0.000139,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = MRO
Lignite,MRO,Boiler (~99% of US coal turbines),No,,34.40%,pm2.5,1.10E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = MRO
Lignite,MRO,Boiler (~99% of US coal turbines),No,,34.40%,sox,0.003316001,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = MRO
Lignite,MRO,Boiler (~99% of US coal turbines),No,,34.40%,bc,4.73E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = MRO
Lignite,MRO,Boiler (~99% of US coal turbines),No,,34.40%,oc,8.91E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = MRO
Lignite,MRO,Boiler (~99% of US coal turbines),No,,34.40%,ch4,1.00E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = MRO
Lignite,MRO,Boiler (~99% of US coal turbines),No,,34.40%,n2o,1.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = MRO
Lignite,MRO,Boiler (~99% of US coal turbines),No,,34.40%,co2,2.13E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = MRO
Lignite,MRO,Boiler (~99% of US coal turbines),Yes,,34.40%,voc,1.98E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = MRO
Lignite,MRO,Boiler (~99% of US coal turbines),Yes,,34.40%,co,1.61E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = MRO
Lignite,MRO,Boiler (~99% of US coal turbines),Yes,,34.40%,nox,0.001385829,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = MRO
Lignite,MRO,Boiler (~99% of US coal turbines),Yes,,34.40%,pm10,1.40E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = MRO
Lignite,MRO,Boiler (~99% of US coal turbines),Yes,,34.40%,pm2.5,0.000110232,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = MRO
Lignite,MRO,Boiler (~99% of US coal turbines),Yes,,34.40%,sox,3.32E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = MRO
Lignite,MRO,Boiler (~99% of US coal turbines),Yes,,34.40%,bc,4.73E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = MRO
Lignite,MRO,Boiler (~99% of US coal turbines),Yes,,34.40%,oc,8.92E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = MRO
Lignite,MRO,Boiler (~99% of US coal turbines),Yes,,34.40%,ch4,1.13E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = MRO
Lignite,MRO,Boiler (~99% of US coal turbines),Yes,,34.40%,n2o,1.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = MRO
Lignite,MRO,Boiler (~99% of US coal turbines),Yes,,34.40%,co2,2.134481616,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = MRO
Lignite,NPCC,Boiler (~99% of US coal turbines),No,,32.80%,voc,1.40E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = NPCC
Lignite,NPCC,Boiler (~99% of US coal turbines),No,,32.80%,co,1.12E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = NPCC
Lignite,NPCC,Boiler (~99% of US coal turbines),No,,32.80%,nox,1.06E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = NPCC
Lignite,NPCC,Boiler (~99% of US coal turbines),No,,32.80%,pm10,2.59E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = NPCC
Lignite,NPCC,Boiler (~99% of US coal turbines),No,,32.80%,pm2.5,1.85E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = NPCC
Lignite,NPCC,Boiler (~99% of US coal turbines),No,,32.80%,sox,4.32E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = NPCC
Lignite,NPCC,Boiler (~99% of US coal turbines),No,,32.80%,bc,7.96E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = NPCC
Lignite,NPCC,Boiler (~99% of US coal turbines),No,,32.80%,oc,1.50E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = NPCC
Lignite,NPCC,Boiler (~99% of US coal turbines),No,,32.80%,ch4,1.10E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = NPCC
Lignite,NPCC,Boiler (~99% of US coal turbines),No,,32.80%,n2o,1.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = NPCC
Lignite,NPCC,Boiler (~99% of US coal turbines),No,,32.80%,co2,2.24E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = NPCC
Lignite,NPCC,Boiler (~99% of US coal turbines),Yes,,32.80%,voc,1.48E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = NPCC
Lignite,NPCC,Boiler (~99% of US coal turbines),Yes,,32.80%,co,1.17E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = NPCC
Lignite,NPCC,Boiler (~99% of US coal turbines),Yes,,32.80%,nox,1.06E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = NPCC
Lignite,NPCC,Boiler (~99% of US coal turbines),Yes,,32.80%,pm10,2.60E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = NPCC
Lignite,NPCC,Boiler (~99% of US coal turbines),Yes,,32.80%,pm2.5,1.85E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = NPCC
Lignite,NPCC,Boiler (~99% of US coal turbines),Yes,,32.80%,sox,4.32E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = NPCC
Lignite,NPCC,Boiler (~99% of US coal turbines),Yes,,32.80%,bc,7.96E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = NPCC
Lignite,NPCC,Boiler (~99% of US coal turbines),Yes,,32.80%,oc,1.50E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = NPCC
Lignite,NPCC,Boiler (~99% of US coal turbines),Yes,,32.80%,ch4,1.23E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = NPCC
Lignite,NPCC,Boiler (~99% of US coal turbines),Yes,,32.80%,n2o,1.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = NPCC
Lignite,NPCC,Boiler (~99% of US coal turbines),Yes,,32.80%,co2,2.24E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = NPCC
Lignite,RFC,Boiler (~99% of US coal turbines),No,,34.90%,voc,1.30E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = RFC
Lignite,RFC,Boiler (~99% of US coal turbines),No,,34.90%,co,1.08E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = RFC
Lignite,RFC,Boiler (~99% of US coal turbines),No,,34.90%,nox,1.21E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = RFC
Lignite,RFC,Boiler (~99% of US coal turbines),No,,34.90%,pm10,3.93E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = RFC
Lignite,RFC,Boiler (~99% of US coal turbines),No,,34.90%,pm2.5,2.57E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = RFC
Lignite,RFC,Boiler (~99% of US coal turbines),No,,34.90%,sox,4.22E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = RFC
Lignite,RFC,Boiler (~99% of US coal turbines),No,,34.90%,bc,1.11E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = RFC
Lignite,RFC,Boiler (~99% of US coal turbines),No,,34.90%,oc,2.08E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = RFC
Lignite,RFC,Boiler (~99% of US coal turbines),No,,34.90%,ch4,1.00E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = RFC
Lignite,RFC,Boiler (~99% of US coal turbines),No,,34.90%,n2o,1.50E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = RFC
Lignite,RFC,Boiler (~99% of US coal turbines),No,,34.90%,co2,2.10E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = RFC
Lignite,RFC,Boiler (~99% of US coal turbines),Yes,,34.90%,voc,1.38E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = RFC
Lignite,RFC,Boiler (~99% of US coal turbines),Yes,,34.90%,co,1.13E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = RFC
Lignite,RFC,Boiler (~99% of US coal turbines),Yes,,34.90%,nox,1.21E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = RFC
Lignite,RFC,Boiler (~99% of US coal turbines),Yes,,34.90%,pm10,3.94E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = RFC
Lignite,RFC,Boiler (~99% of US coal turbines),Yes,,34.90%,pm2.5,2.57E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = RFC
Lignite,RFC,Boiler (~99% of US coal turbines),Yes,,34.90%,sox,4.23E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = RFC
Lignite,RFC,Boiler (~99% of US coal turbines),Yes,,34.90%,bc,1.11E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = RFC
Lignite,RFC,Boiler (~99% of US coal turbines),Yes,,34.90%,oc,2.08E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = RFC
Lignite,RFC,Boiler (~99% of US coal turbines),Yes,,34.90%,ch4,1.13E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = RFC
Lignite,RFC,Boiler (~99% of US coal turbines),Yes,,34.90%,n2o,1.50E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = RFC
Lignite,RFC,Boiler (~99% of US coal turbines),Yes,,34.90%,co2,2.10E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = RFC
Lignite,SERC,Boiler (~99% of US coal turbines),No,,34.90%,voc,1.40E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = SERC
Lignite,SERC,Boiler (~99% of US coal turbines),No,,34.90%,co,1.13E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = SERC
Lignite,SERC,Boiler (~99% of US coal turbines),No,,34.90%,nox,8.73E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = SERC
Lignite,SERC,Boiler (~99% of US coal turbines),No,,34.90%,pm10,2.28E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = SERC
Lignite,SERC,Boiler (~99% of US coal turbines),No,,34.90%,pm2.5,1.80E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = SERC
Lignite,SERC,Boiler (~99% of US coal turbines),No,,34.90%,sox,2.81E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = SERC
Lignite,SERC,Boiler (~99% of US coal turbines),No,,34.90%,bc,7.74E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = SERC
Lignite,SERC,Boiler (~99% of US coal turbines),No,,34.90%,oc,1.46E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = SERC
Lignite,SERC,Boiler (~99% of US coal turbines),No,,34.90%,ch4,1.00E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = SERC
Lignite,SERC,Boiler (~99% of US coal turbines),No,,34.90%,n2o,1.50E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = SERC
Lignite,SERC,Boiler (~99% of US coal turbines),No,,34.90%,co2,2.10E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = SERC
Lignite,SERC,Boiler (~99% of US coal turbines),Yes,,34.90%,voc,1.48E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = SERC
Lignite,SERC,Boiler (~99% of US coal turbines),Yes,,34.90%,co,1.18E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = SERC
Lignite,SERC,Boiler (~99% of US coal turbines),Yes,,34.90%,nox,8.74E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = SERC
Lignite,SERC,Boiler (~99% of US coal turbines),Yes,,34.90%,pm10,2.29E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = SERC
Lignite,SERC,Boiler (~99% of US coal turbines),Yes,,34.90%,pm2.5,1.80E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = SERC
Lignite,SERC,Boiler (~99% of US coal turbines),Yes,,34.90%,sox,2.81E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = SERC
Lignite,SERC,Boiler (~99% of US coal turbines),Yes,,34.90%,bc,7.74E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = SERC
Lignite,SERC,Boiler (~99% of US coal turbines),Yes,,34.90%,oc,1.46E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = SERC
Lignite,SERC,Boiler (~99% of US coal turbines),Yes,,34.90%,ch4,1.13E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = SERC
Lignite,SERC,Boiler (~99% of US coal turbines),Yes,,34.90%,n2o,1.50E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = SERC
Lignite,SERC,Boiler (~99% of US coal turbines),Yes,,34.90%,co2,2.10E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = SERC
Lignite,SPP,Boiler (~99% of US coal turbines),No,,34.30%,voc,1.80E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = SPP
Lignite,SPP,Boiler (~99% of US coal turbines),No,,34.30%,co,1.47E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = SPP
Lignite,SPP,Boiler (~99% of US coal turbines),No,,34.30%,nox,1.47E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = SPP
Lignite,SPP,Boiler (~99% of US coal turbines),No,,34.30%,pm10,1.86E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = SPP
Lignite,SPP,Boiler (~99% of US coal turbines),No,,34.30%,pm2.5,1.61E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = SPP
Lignite,SPP,Boiler (~99% of US coal turbines),No,,34.30%,sox,3.04E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = SPP
Lignite,SPP,Boiler (~99% of US coal turbines),No,,34.30%,bc,6.92E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = SPP
