Coal Type,Region,Generator Type,Count Emissions from Building Powerplant,mix,efficiency,flows,value,unit,direction,type,source,data location
Lignite,FRCC,IGCC - Integrated Gasification Combined Cycle,Yes,,34.80%,ch4,1.13E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = FRCC
Lignite,FRCC,IGCC - Integrated Gasification Combined Cycle,Yes,,34.80%,n2o,1.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = FRCC
Lignite,FRCC,IGCC - Integrated Gasification Combined Cycle,Yes,,34.80%,co2,2.110549047,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = FRCC
Lignite,HICC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,voc,9.00E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = HICC
Lignite,HICC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,co,1.51E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = HICC
Lignite,HICC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,nox,2.35E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = HICC
Lignite,HICC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,pm10,2.84E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = HICC
Lignite,HICC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,pm2.5,8.27E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = HICC
Lignite,HICC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,sox,4.91E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = HICC
Lignite,HICC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,bc,3.56E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = HICC
Lignite,HICC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,oc,6.70E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = HICC
Lignite,HICC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,ch4,9.00E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = HICC
Lignite,HICC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,n2o,1.35E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = HICC
Lignite,HICC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,co2,1.88E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = HICC
Lignite,HICC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,voc,1.71E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = HICC
Lignite,HICC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,co,2.06E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = HICC
Lignite,HICC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,nox,0.000235828,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = HICC
Lignite,HICC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,pm10,2.89E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = HICC
Lignite,HICC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,pm2.5,8.50E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = HICC
Lignite,HICC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,sox,7.74E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = HICC
Lignite,HICC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,bc,3.60E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = HICC
Lignite,HICC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,oc,6.79E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = HICC
Lignite,HICC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,ch4,1.03E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = HICC
Lignite,HICC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,n2o,1.35E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = HICC
Lignite,HICC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,co2,1.883443264,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = HICC
Lignite,MRO,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,voc,9.00E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = MRO
Lignite,MRO,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,co,1.51E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = MRO
Lignite,MRO,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,nox,2.35E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = MRO
Lignite,MRO,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,pm10,2.84E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = MRO
Lignite,MRO,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,pm2.5,8.27E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = MRO
Lignite,MRO,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,sox,4.91E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = MRO
Lignite,MRO,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,bc,3.56E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = MRO
Lignite,MRO,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,oc,6.70E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = MRO
Lignite,MRO,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,ch4,9.00E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = MRO
Lignite,MRO,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,n2o,1.35E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = MRO
Lignite,MRO,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,co2,1.88E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = MRO
Lignite,MRO,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,voc,1.71E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = MRO
Lignite,MRO,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,co,2.06E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = MRO
Lignite,MRO,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,nox,0.000235828,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = MRO
Lignite,MRO,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,pm10,2.89E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = MRO
Lignite,MRO,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,pm2.5,8.50E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = MRO
Lignite,MRO,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,sox,7.74E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = MRO
Lignite,MRO,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,bc,3.60E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = MRO
Lignite,MRO,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,oc,6.79E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = MRO
Lignite,MRO,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,ch4,1.03E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = MRO
Lignite,MRO,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,n2o,1.35E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = MRO
Lignite,MRO,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,co2,1.883443264,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = MRO
Lignite,NPCC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,voc,9.00E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = NPCC
Lignite,NPCC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,co,1.51E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = NPCC
Lignite,NPCC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,nox,2.35E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = NPCC
Lignite,NPCC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,pm10,2.84E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = NPCC
Lignite,NPCC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,pm2.5,8.27E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = NPCC
Lignite,NPCC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,sox,4.91E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = NPCC
Lignite,NPCC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,bc,3.56E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = NPCC
Lignite,NPCC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,oc,6.70E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = NPCC
Lignite,NPCC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,ch4,9.00E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = NPCC
Lignite,NPCC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,n2o,1.35E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = NPCC
Lignite,NPCC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,co2,1.88E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = NPCC
Lignite,NPCC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,voc,1.71E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = NPCC
Lignite,NPCC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,co,2.06E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = NPCC
Lignite,NPCC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,nox,2.36E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = NPCC
Lignite,NPCC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,pm10,2.89E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = NPCC
Lignite,NPCC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,pm2.5,8.50E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = NPCC
Lignite,NPCC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,sox,7.74E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = NPCC
Lignite,NPCC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,bc,3.60E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = NPCC
Lignite,NPCC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,oc,6.79E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = NPCC
Lignite,NPCC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,ch4,1.03E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = NPCC
Lignite,NPCC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,n2o,1.35E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = NPCC
Lignite,NPCC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,co2,1.88E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = NPCC
Lignite,RFC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,voc,9.00E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = RFC
Lignite,RFC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,co,1.51E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = RFC
Lignite,RFC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,nox,2.35E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = RFC
Lignite,RFC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,pm10,2.84E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = RFC
Lignite,RFC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,pm2.5,8.27E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = RFC
Lignite,RFC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,sox,4.91E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = RFC
Lignite,RFC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,bc,3.56E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = RFC
Lignite,RFC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,oc,6.70E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = RFC
Lignite,RFC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,ch4,9.00E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = RFC
Lignite,RFC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,n2o,1.35E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = RFC
Lignite,RFC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,co2,1.88E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = RFC
Lignite,RFC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,voc,1.71E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = RFC
Lignite,RFC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,co,2.06E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = RFC
Lignite,RFC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,nox,2.36E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = RFC
Lignite,RFC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,pm10,2.89E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = RFC
Lignite,RFC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,pm2.5,8.50E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = RFC
Lignite,RFC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,sox,7.74E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = RFC
Lignite,RFC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,bc,3.60E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = RFC
Lignite,RFC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,oc,6.79E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = RFC
Lignite,RFC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,ch4,1.03E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = RFC
Lignite,RFC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,n2o,1.35E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = RFC
Lignite,RFC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,co2,1.88E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = RFC
Lignite,SERC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,voc,9.00E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = SERC
Lignite,SERC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,co,1.51E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = SERC
Lignite,SERC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,nox,2.35E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = SERC
Lignite,SERC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,pm10,2.84E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = SERC
Lignite,SERC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,pm2.5,8.27E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = SERC
Lignite,SERC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,sox,4.91E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = SERC
Lignite,SERC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,bc,3.56E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = SERC
Lignite,SERC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,oc,6.70E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = SERC
Lignite,SERC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,ch4,9.00E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = SERC
Lignite,SERC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,n2o,1.35E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = SERC
Lignite,SERC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,co2,1.88E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = SERC
Lignite,SERC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,voc,1.71E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = SERC
Lignite,SERC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,co,2.06E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = SERC
Lignite,SERC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,nox,2.36E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = SERC
Lignite,SERC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,pm10,2.89E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = SERC
Lignite,SERC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,pm2.5,8.50E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = SERC
Lignite,SERC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,sox,7.74E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = SERC
Lignite,SERC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,bc,3.60E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = SERC
Lignite,SERC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,oc,6.79E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = SERC
Lignite,SERC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,ch4,1.03E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = SERC
Lignite,SERC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,n2o,1.35E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = SERC
Lignite,SERC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,co2,1.88E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = SERC
Lignite,SPP,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,voc,9.00E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = SPP
Lignite,SPP,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,co,1.51E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = SPP
Lignite,SPP,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,nox,2.35E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = SPP
Lignite,SPP,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,pm10,2.84E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = SPP
Lignite,SPP,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,pm2.5,8.27E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = SPP
Lignite,SPP,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,sox,4.91E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = SPP
Lignite,SPP,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,bc,3.56E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = SPP
Lignite,SPP,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,oc,6.70E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = SPP
Lignite,SPP,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,ch4,9.00E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = SPP
Lignite,SPP,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,n2o,1.35E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = SPP
Lignite,SPP,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,co2,1.88E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = SPP
Lignite,SPP,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,voc,1.71E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = SPP
Lignite,SPP,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,co,2.06E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = SPP
Lignite,SPP,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,nox,2.36E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = SPP
Lignite,SPP,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,pm10,2.89E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = SPP
Lignite,SPP,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,pm2.5,8.50E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = SPP
Lignite,SPP,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,sox,7.74E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = SPP
Lignite,SPP,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,bc,3.60E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = SPP
Lignite,SPP,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,oc,6.79E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = SPP
