Coal Rank,Generation Region,Generator Type,Include Infrastructure Emissions?,mix,efficiency,flows,value,unit,direction,type,source,data location
Sub-bituminous,MRO,IGCC,Yes,,39.00%,bc,3.60E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,MRO,IGCC,Yes,,39.00%,oc,6.79E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,MRO,IGCC,Yes,,39.00%,ch4,1.03E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,MRO,IGCC,Yes,,39.00%,n2o,1.35E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,MRO,IGCC,Yes,,39.00%,co2,1.156801425,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,MRO,Mix,No,100%Boiler_0%IGCC,34.40%,voc,1.90E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,MRO,Mix,No,100%Boiler_0%IGCC,34.40%,co,1.56E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,MRO,Mix,No,100%Boiler_0%IGCC,34.40%,nox,1.39E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,MRO,Mix,No,100%Boiler_0%IGCC,34.40%,pm10,0.000139,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,MRO,Mix,No,100%Boiler_0%IGCC,34.40%,pm2.5,1.10E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,MRO,Mix,No,100%Boiler_0%IGCC,34.40%,sox,0.003316001,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,MRO,Mix,No,100%Boiler_0%IGCC,34.40%,bc,4.73E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,MRO,Mix,No,100%Boiler_0%IGCC,34.40%,oc,8.91E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,MRO,Mix,No,100%Boiler_0%IGCC,34.40%,ch4,1.00E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,MRO,Mix,No,100%Boiler_0%IGCC,34.40%,n2o,1.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,MRO,Mix,No,100%Boiler_0%IGCC,34.40%,co2,1.31E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,MRO,Mix,Yes,100%Boiler_0%IGCC,34.40%,voc,1.98E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,MRO,Mix,Yes,100%Boiler_0%IGCC,34.40%,co,1.61E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,MRO,Mix,Yes,100%Boiler_0%IGCC,34.40%,nox,1.39E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,MRO,Mix,Yes,100%Boiler_0%IGCC,34.40%,pm10,1.40E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,MRO,Mix,Yes,100%Boiler_0%IGCC,34.40%,pm2.5,0.000110232,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,MRO,Mix,Yes,100%Boiler_0%IGCC,34.40%,sox,3.32E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,MRO,Mix,Yes,100%Boiler_0%IGCC,34.40%,bc,4.73E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,MRO,Mix,Yes,100%Boiler_0%IGCC,34.40%,oc,8.92E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,MRO,Mix,Yes,100%Boiler_0%IGCC,34.40%,ch4,1.13E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,MRO,Mix,Yes,100%Boiler_0%IGCC,34.40%,n2o,1.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,MRO,Mix,Yes,100%Boiler_0%IGCC,34.40%,co2,1.310987924,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,NPCC,Boiler,No,,32.80%,voc,1.40E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = NPCC
Sub-bituminous,NPCC,Boiler,No,,32.80%,co,0.000112,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = NPCC
Sub-bituminous,NPCC,Boiler,No,,32.80%,nox,1.06E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = NPCC
Sub-bituminous,NPCC,Boiler,No,,32.80%,pm10,2.59E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = NPCC
Sub-bituminous,NPCC,Boiler,No,,32.80%,pm2.5,1.85E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = NPCC
Sub-bituminous,NPCC,Boiler,No,,32.80%,sox,0.004320001,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = NPCC
Sub-bituminous,NPCC,Boiler,No,,32.80%,bc,7.96E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = NPCC
Sub-bituminous,NPCC,Boiler,No,,32.80%,oc,1.50E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = NPCC
Sub-bituminous,NPCC,Boiler,No,,32.80%,ch4,1.10E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = NPCC
Sub-bituminous,NPCC,Boiler,No,,32.80%,n2o,1.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = NPCC
Sub-bituminous,NPCC,Boiler,No,,32.80%,co2,1.37E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = NPCC
Sub-bituminous,NPCC,Boiler,Yes,,32.80%,voc,1.48E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = NPCC
Sub-bituminous,NPCC,Boiler,Yes,,32.80%,co,1.17E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = NPCC
Sub-bituminous,NPCC,Boiler,Yes,,32.80%,nox,0.001055829,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = NPCC
Sub-bituminous,NPCC,Boiler,Yes,,32.80%,pm10,2.60E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = NPCC
Sub-bituminous,NPCC,Boiler,Yes,,32.80%,pm2.5,1.85E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = NPCC
Sub-bituminous,NPCC,Boiler,Yes,,32.80%,sox,4.32E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = NPCC
Sub-bituminous,NPCC,Boiler,Yes,,32.80%,bc,7.96E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = NPCC
Sub-bituminous,NPCC,Boiler,Yes,,32.80%,oc,1.50E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = NPCC
Sub-bituminous,NPCC,Boiler,Yes,,32.80%,ch4,1.23E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = NPCC
Sub-bituminous,NPCC,Boiler,Yes,,32.80%,n2o,1.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = NPCC
Sub-bituminous,NPCC,Boiler,Yes,,32.80%,co2,1.38E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = NPCC
Sub-bituminous,NPCC,IGCC,No,,39.00%,voc,9.00E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,NPCC,IGCC,No,,39.00%,co,1.51E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,NPCC,IGCC,No,,39.00%,nox,2.35E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,NPCC,IGCC,No,,39.00%,pm10,2.84E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,NPCC,IGCC,No,,39.00%,pm2.5,8.27E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,NPCC,IGCC,No,,39.00%,sox,4.91E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,NPCC,IGCC,No,,39.00%,bc,3.56E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,NPCC,IGCC,No,,39.00%,oc,6.70E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,NPCC,IGCC,No,,39.00%,ch4,9.00E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,NPCC,IGCC,No,,39.00%,n2o,1.35E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,NPCC,IGCC,No,,39.00%,co2,1.16E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,NPCC,IGCC,Yes,,39.00%,voc,1.71E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,NPCC,IGCC,Yes,,39.00%,co,2.06E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,NPCC,IGCC,Yes,,39.00%,nox,0.000235828,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,NPCC,IGCC,Yes,,39.00%,pm10,2.89E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,NPCC,IGCC,Yes,,39.00%,pm2.5,8.50E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,NPCC,IGCC,Yes,,39.00%,sox,7.74E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,NPCC,IGCC,Yes,,39.00%,bc,3.60E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,NPCC,IGCC,Yes,,39.00%,oc,6.79E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,NPCC,IGCC,Yes,,39.00%,ch4,1.03E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,NPCC,IGCC,Yes,,39.00%,n2o,1.35E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,NPCC,IGCC,Yes,,39.00%,co2,1.156801425,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,NPCC,Mix,No,100%Boiler_0%IGCC,32.80%,voc,1.40E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,NPCC,Mix,No,100%Boiler_0%IGCC,32.80%,co,1.12E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,NPCC,Mix,No,100%Boiler_0%IGCC,32.80%,nox,1.06E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,NPCC,Mix,No,100%Boiler_0%IGCC,32.80%,pm10,0.000259,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,NPCC,Mix,No,100%Boiler_0%IGCC,32.80%,pm2.5,1.85E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,NPCC,Mix,No,100%Boiler_0%IGCC,32.80%,sox,0.004320001,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,NPCC,Mix,No,100%Boiler_0%IGCC,32.80%,bc,7.96E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,NPCC,Mix,No,100%Boiler_0%IGCC,32.80%,oc,1.50E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,NPCC,Mix,No,100%Boiler_0%IGCC,32.80%,ch4,1.10E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,NPCC,Mix,No,100%Boiler_0%IGCC,32.80%,n2o,1.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,NPCC,Mix,No,100%Boiler_0%IGCC,32.80%,co2,1.37E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,NPCC,Mix,Yes,100%Boiler_0%IGCC,32.80%,voc,1.48E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,NPCC,Mix,Yes,100%Boiler_0%IGCC,32.80%,co,1.17E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,NPCC,Mix,Yes,100%Boiler_0%IGCC,32.80%,nox,1.06E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,NPCC,Mix,Yes,100%Boiler_0%IGCC,32.80%,pm10,2.60E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,NPCC,Mix,Yes,100%Boiler_0%IGCC,32.80%,pm2.5,0.000185232,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,NPCC,Mix,Yes,100%Boiler_0%IGCC,32.80%,sox,4.32E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,NPCC,Mix,Yes,100%Boiler_0%IGCC,32.80%,bc,7.96E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,NPCC,Mix,Yes,100%Boiler_0%IGCC,32.80%,oc,1.50E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,NPCC,Mix,Yes,100%Boiler_0%IGCC,32.80%,ch4,1.23E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,NPCC,Mix,Yes,100%Boiler_0%IGCC,32.80%,n2o,1.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,NPCC,Mix,Yes,100%Boiler_0%IGCC,32.80%,co2,1.375016882,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,RFC,Boiler,No,,34.90%,voc,1.30E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = RFC
Sub-bituminous,RFC,Boiler,No,,34.90%,co,0.000108,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = RFC
Sub-bituminous,RFC,Boiler,No,,34.90%,nox,1.21E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = RFC
Sub-bituminous,RFC,Boiler,No,,34.90%,pm10,3.93E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = RFC
Sub-bituminous,RFC,Boiler,No,,34.90%,pm2.5,2.57E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = RFC
Sub-bituminous,RFC,Boiler,No,,34.90%,sox,0.004223001,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = RFC
Sub-bituminous,RFC,Boiler,No,,34.90%,bc,1.11E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = RFC
Sub-bituminous,RFC,Boiler,No,,34.90%,oc,2.08E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = RFC
Sub-bituminous,RFC,Boiler,No,,34.90%,ch4,1.00E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = RFC
Sub-bituminous,RFC,Boiler,No,,34.90%,n2o,1.50E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = RFC
Sub-bituminous,RFC,Boiler,No,,34.90%,co2,1.29E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = RFC
Sub-bituminous,RFC,Boiler,Yes,,34.90%,voc,1.38E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = RFC
Sub-bituminous,RFC,Boiler,Yes,,34.90%,co,1.13E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = RFC
Sub-bituminous,RFC,Boiler,Yes,,34.90%,nox,0.001213829,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = RFC
Sub-bituminous,RFC,Boiler,Yes,,34.90%,pm10,3.94E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = RFC
Sub-bituminous,RFC,Boiler,Yes,,34.90%,pm2.5,2.57E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = RFC
Sub-bituminous,RFC,Boiler,Yes,,34.90%,sox,4.23E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = RFC
Sub-bituminous,RFC,Boiler,Yes,,34.90%,bc,1.11E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = RFC
Sub-bituminous,RFC,Boiler,Yes,,34.90%,oc,2.08E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = RFC
Sub-bituminous,RFC,Boiler,Yes,,34.90%,ch4,1.13E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = RFC
Sub-bituminous,RFC,Boiler,Yes,,34.90%,n2o,1.50E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = RFC
Sub-bituminous,RFC,Boiler,Yes,,34.90%,co2,1.29E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = RFC
Sub-bituminous,RFC,IGCC,No,,39.00%,voc,9.00E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,RFC,IGCC,No,,39.00%,co,1.51E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,RFC,IGCC,No,,39.00%,nox,2.35E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,RFC,IGCC,No,,39.00%,pm10,2.84E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,RFC,IGCC,No,,39.00%,pm2.5,8.27E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,RFC,IGCC,No,,39.00%,sox,4.91E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,RFC,IGCC,No,,39.00%,bc,3.56E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,RFC,IGCC,No,,39.00%,oc,6.70E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,RFC,IGCC,No,,39.00%,ch4,9.00E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,RFC,IGCC,No,,39.00%,n2o,1.35E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,RFC,IGCC,No,,39.00%,co2,1.16E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,RFC,IGCC,Yes,,39.00%,voc,1.71E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,RFC,IGCC,Yes,,39.00%,co,2.06E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,RFC,IGCC,Yes,,39.00%,nox,0.000235828,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,RFC,IGCC,Yes,,39.00%,pm10,2.89E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,RFC,IGCC,Yes,,39.00%,pm2.5,8.50E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,RFC,IGCC,Yes,,39.00%,sox,7.74E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,RFC,IGCC,Yes,,39.00%,bc,3.60E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,RFC,IGCC,Yes,,39.00%,oc,6.79E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,RFC,IGCC,Yes,,39.00%,ch4,1.03E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,RFC,IGCC,Yes,,39.00%,n2o,1.35E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,RFC,IGCC,Yes,,39.00%,co2,1.156801425,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = 
Sub-bituminous,RFC,Mix,No,100%Boiler_0%IGCC,34.90%,voc,1.30E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,RFC,Mix,No,100%Boiler_0%IGCC,34.90%,co,1.08E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,RFC,Mix,No,100%Boiler_0%IGCC,34.90%,nox,1.21E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,RFC,Mix,No,100%Boiler_0%IGCC,34.90%,pm10,0.000393,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,RFC,Mix,No,100%Boiler_0%IGCC,34.90%,pm2.5,2.57E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,RFC,Mix,No,100%Boiler_0%IGCC,34.90%,sox,0.004223001,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,RFC,Mix,No,100%Boiler_0%IGCC,34.90%,bc,1.11E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = 
Sub-bituminous,RFC,Mix,No,100%Boiler_0%IGCC,34.90%,oc,2.08E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = 
