Coal Rank,Generation Region,Generator Type,Include Infrastructure Emissions?,mix,efficiency,flows,value,unit,direction,type,source,data location
Bituminous,TRE,Boiler,No,,34.70%,oc,8.91E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = TRE
Bituminous,TRE,Boiler,No,,34.70%,ch4,1.00E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = TRE
Bituminous,TRE,Boiler,No,,34.70%,n2o,1.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = TRE
Bituminous,TRE,Boiler,No,,34.70%,co2,8.10E-01,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = TRE
Bituminous,TRE,Boiler,Yes,,34.70%,voc,2.08E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = TRE
Bituminous,TRE,Boiler,Yes,,34.70%,co,1.73E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = TRE
Bituminous,TRE,Boiler,Yes,,34.70%,nox,0.001003829,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = TRE
Bituminous,TRE,Boiler,Yes,,34.70%,pm10,1.25E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = TRE
Bituminous,TRE,Boiler,Yes,,34.70%,pm2.5,1.10E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = TRE
Bituminous,TRE,Boiler,Yes,,34.70%,sox,4.54E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = TRE
Bituminous,TRE,Boiler,Yes,,34.70%,bc,4.73E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = TRE
Bituminous,TRE,Boiler,Yes,,34.70%,oc,8.92E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = TRE
Bituminous,TRE,Boiler,Yes,,34.70%,ch4,1.13E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = TRE
Bituminous,TRE,Boiler,Yes,,34.70%,n2o,1.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = TRE
Bituminous,TRE,Boiler,Yes,,34.70%,co2,8.10E-01,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = TRE
Bituminous,TRE,IGCC,No,,39.00%,voc,9.00E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = TRE
Bituminous,TRE,IGCC,No,,39.00%,co,1.51E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = TRE
Bituminous,TRE,IGCC,No,,39.00%,nox,2.35E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = TRE
Bituminous,TRE,IGCC,No,,39.00%,pm10,2.84E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = TRE
Bituminous,TRE,IGCC,No,,39.00%,pm2.5,8.27E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = TRE
Bituminous,TRE,IGCC,No,,39.00%,sox,4.91E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = TRE
Bituminous,TRE,IGCC,No,,39.00%,bc,3.56E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = TRE
Bituminous,TRE,IGCC,No,,39.00%,oc,6.70E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = TRE
Bituminous,TRE,IGCC,No,,39.00%,ch4,9.00E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = TRE
Bituminous,TRE,IGCC,No,,39.00%,n2o,1.35E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = TRE
Bituminous,TRE,IGCC,No,,39.00%,co2,7.21E-01,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = TRE
Bituminous,TRE,IGCC,Yes,,39.00%,voc,1.71E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = TRE
Bituminous,TRE,IGCC,Yes,,39.00%,co,2.06E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = TRE
Bituminous,TRE,IGCC,Yes,,39.00%,nox,0.000235828,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = TRE
Bituminous,TRE,IGCC,Yes,,39.00%,pm10,2.89E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = TRE
Bituminous,TRE,IGCC,Yes,,39.00%,pm2.5,8.50E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = TRE
Bituminous,TRE,IGCC,Yes,,39.00%,sox,7.74E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = TRE
Bituminous,TRE,IGCC,Yes,,39.00%,bc,3.60E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = TRE
Bituminous,TRE,IGCC,Yes,,39.00%,oc,6.79E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = TRE
Bituminous,TRE,IGCC,Yes,,39.00%,ch4,1.03E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = TRE
Bituminous,TRE,IGCC,Yes,,39.00%,n2o,1.35E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = TRE
Bituminous,TRE,IGCC,Yes,,39.00%,co2,0.721192753,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = TRE
Bituminous,TRE,Mix,No,100%Boiler_0%IGCC,34.70%,voc,2.00E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = TRE
Bituminous,TRE,Mix,No,100%Boiler_0%IGCC,34.70%,co,1.68E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = TRE
Bituminous,TRE,Mix,No,100%Boiler_0%IGCC,34.70%,nox,1.00E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = TRE
Bituminous,TRE,Mix,No,100%Boiler_0%IGCC,34.70%,pm10,0.000124,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = TRE
Bituminous,TRE,Mix,No,100%Boiler_0%IGCC,34.70%,pm2.5,1.10E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = TRE
Bituminous,TRE,Mix,No,100%Boiler_0%IGCC,34.70%,sox,0.004542001,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = TRE
Bituminous,TRE,Mix,No,100%Boiler_0%IGCC,34.70%,bc,4.73E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = TRE
Bituminous,TRE,Mix,No,100%Boiler_0%IGCC,34.70%,oc,8.91E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = TRE
Bituminous,TRE,Mix,No,100%Boiler_0%IGCC,34.70%,ch4,1.00E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = TRE
Bituminous,TRE,Mix,No,100%Boiler_0%IGCC,34.70%,n2o,1.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = TRE
Bituminous,TRE,Mix,No,100%Boiler_0%IGCC,34.70%,co2,8.10E-01,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = TRE
Bituminous,TRE,Mix,Yes,100%Boiler_0%IGCC,34.70%,voc,2.08E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = TRE
Bituminous,TRE,Mix,Yes,100%Boiler_0%IGCC,34.70%,co,1.73E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = TRE
Bituminous,TRE,Mix,Yes,100%Boiler_0%IGCC,34.70%,nox,1.00E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = TRE
Bituminous,TRE,Mix,Yes,100%Boiler_0%IGCC,34.70%,pm10,1.25E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = TRE
Bituminous,TRE,Mix,Yes,100%Boiler_0%IGCC,34.70%,pm2.5,0.000110232,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = TRE
Bituminous,TRE,Mix,Yes,100%Boiler_0%IGCC,34.70%,sox,4.54E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = TRE
Bituminous,TRE,Mix,Yes,100%Boiler_0%IGCC,34.70%,bc,4.73E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = TRE
Bituminous,TRE,Mix,Yes,100%Boiler_0%IGCC,34.70%,oc,8.92E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = TRE
Bituminous,TRE,Mix,Yes,100%Boiler_0%IGCC,34.70%,ch4,1.13E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = TRE
Bituminous,TRE,Mix,Yes,100%Boiler_0%IGCC,34.70%,n2o,1.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = TRE
Bituminous,TRE,Mix,Yes,100%Boiler_0%IGCC,34.70%,co2,0.810237378,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = TRE
Bituminous,WECC,Boiler,No,,34.70%,voc,1.50E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,WECC,Boiler,No,,34.70%,co,1.27E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,WECC,Boiler,No,,34.70%,nox,1.49E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,WECC,Boiler,No,,34.70%,pm10,3.99E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,WECC,Boiler,No,,34.70%,pm2.5,2.47E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,WECC,Boiler,No,,34.70%,sox,1.03E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,WECC,Boiler,No,,34.70%,bc,1.06E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,WECC,Boiler,No,,34.70%,oc,2.00E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,WECC,Boiler,No,,34.70%,ch4,1.00E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,WECC,Boiler,No,,34.70%,n2o,1.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,WECC,Boiler,No,,34.70%,co2,8.10E-01,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,WECC,Boiler,Yes,,34.70%,voc,1.58E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,WECC,Boiler,Yes,,34.70%,co,1.32E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,WECC,Boiler,Yes,,34.70%,nox,0.001493829,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,WECC,Boiler,Yes,,34.70%,pm10,4.00E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,WECC,Boiler,Yes,,34.70%,pm2.5,2.47E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,WECC,Boiler,Yes,,34.70%,sox,1.03E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,WECC,Boiler,Yes,,34.70%,bc,1.06E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,WECC,Boiler,Yes,,34.70%,oc,2.00E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,WECC,Boiler,Yes,,34.70%,ch4,1.13E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,WECC,Boiler,Yes,,34.70%,n2o,1.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,WECC,Boiler,Yes,,34.70%,co2,8.10E-01,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,WECC,IGCC,No,,39.00%,voc,9.00E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = WECC
Bituminous,WECC,IGCC,No,,39.00%,co,1.51E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = WECC
Bituminous,WECC,IGCC,No,,39.00%,nox,2.35E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = WECC
Bituminous,WECC,IGCC,No,,39.00%,pm10,2.84E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = WECC
Bituminous,WECC,IGCC,No,,39.00%,pm2.5,8.27E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = WECC
Bituminous,WECC,IGCC,No,,39.00%,sox,4.91E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = WECC
Bituminous,WECC,IGCC,No,,39.00%,bc,3.56E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = WECC
Bituminous,WECC,IGCC,No,,39.00%,oc,6.70E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = WECC
Bituminous,WECC,IGCC,No,,39.00%,ch4,9.00E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = WECC
Bituminous,WECC,IGCC,No,,39.00%,n2o,1.35E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = WECC
Bituminous,WECC,IGCC,No,,39.00%,co2,7.21E-01,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = WECC
Bituminous,WECC,IGCC,Yes,,39.00%,voc,1.71E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = WECC
Bituminous,WECC,IGCC,Yes,,39.00%,co,2.06E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = WECC
Bituminous,WECC,IGCC,Yes,,39.00%,nox,0.000235828,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = WECC
Bituminous,WECC,IGCC,Yes,,39.00%,pm10,2.89E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = WECC
Bituminous,WECC,IGCC,Yes,,39.00%,pm2.5,8.50E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = WECC
Bituminous,WECC,IGCC,Yes,,39.00%,sox,7.74E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = WECC
Bituminous,WECC,IGCC,Yes,,39.00%,bc,3.60E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = WECC
Bituminous,WECC,IGCC,Yes,,39.00%,oc,6.79E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = WECC
Bituminous,WECC,IGCC,Yes,,39.00%,ch4,1.03E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = WECC
Bituminous,WECC,IGCC,Yes,,39.00%,n2o,1.35E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = WECC
Bituminous,WECC,IGCC,Yes,,39.00%,co2,0.721192753,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = WECC
Bituminous,WECC,Mix,No,100%Boiler_0%IGCC,34.70%,voc,1.50E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = WECC
Bituminous,WECC,Mix,No,100%Boiler_0%IGCC,34.70%,co,1.27E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = WECC
Bituminous,WECC,Mix,No,100%Boiler_0%IGCC,34.70%,nox,1.49E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = WECC
Bituminous,WECC,Mix,No,100%Boiler_0%IGCC,34.70%,pm10,0.000399,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = WECC
Bituminous,WECC,Mix,No,100%Boiler_0%IGCC,34.70%,pm2.5,2.47E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = WECC
Bituminous,WECC,Mix,No,100%Boiler_0%IGCC,34.70%,sox,0.001031,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = WECC
Bituminous,WECC,Mix,No,100%Boiler_0%IGCC,34.70%,bc,1.06E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = WECC
Bituminous,WECC,Mix,No,100%Boiler_0%IGCC,34.70%,oc,2.00E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = WECC
Bituminous,WECC,Mix,No,100%Boiler_0%IGCC,34.70%,ch4,1.00E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = WECC
Bituminous,WECC,Mix,No,100%Boiler_0%IGCC,34.70%,n2o,1.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = WECC
Bituminous,WECC,Mix,No,100%Boiler_0%IGCC,34.70%,co2,8.10E-01,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = WECC
Bituminous,WECC,Mix,Yes,100%Boiler_0%IGCC,34.70%,voc,1.58E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = WECC
Bituminous,WECC,Mix,Yes,100%Boiler_0%IGCC,34.70%,co,1.32E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = WECC
Bituminous,WECC,Mix,Yes,100%Boiler_0%IGCC,34.70%,nox,1.49E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = WECC
Bituminous,WECC,Mix,Yes,100%Boiler_0%IGCC,34.70%,pm10,4.00E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = WECC
Bituminous,WECC,Mix,Yes,100%Boiler_0%IGCC,34.70%,pm2.5,0.000247232,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = WECC
Bituminous,WECC,Mix,Yes,100%Boiler_0%IGCC,34.70%,sox,1.03E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = WECC
Bituminous,WECC,Mix,Yes,100%Boiler_0%IGCC,34.70%,bc,1.06E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = WECC
Bituminous,WECC,Mix,Yes,100%Boiler_0%IGCC,34.70%,oc,2.00E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = WECC
Bituminous,WECC,Mix,Yes,100%Boiler_0%IGCC,34.70%,ch4,1.13E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = WECC
Bituminous,WECC,Mix,Yes,100%Boiler_0%IGCC,34.70%,n2o,1.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = WECC
Bituminous,WECC,Mix,Yes,100%Boiler_0%IGCC,34.70%,co2,0.810303247,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = WECC
Lignite,US,Boiler,No,,36.00%,voc,8.60E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = US
Lignite,US,Boiler,No,,36.00%,co,5.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = US
Lignite,US,Boiler,No,,36.00%,nox,3.62E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = US
Lignite,US,Boiler,No,,36.00%,pm10,6.14E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = US
Lignite,US,Boiler,No,,36.00%,pm2.5,4.32E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = US
Lignite,US,Boiler,No,,36.00%,sox,2.36E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = US
Lignite,US,Boiler,No,,36.00%,bc,1.86E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = US
Lignite,US,Boiler,No,,36.00%,oc,3.50E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = US
Lignite,US,Boiler,No,,36.00%,ch4,1.00E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = US
Lignite,US,Boiler,No,,36.00%,n2o,1.50E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = US
Lignite,US,Boiler,No,,36.00%,co2,2.04E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = US
Lignite,US,Boiler,Yes,,36.00%,voc,9.41E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = US
Lignite,US,Boiler,Yes,,36.00%,co,6.15E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = US
Lignite,US,Boiler,Yes,,36.00%,nox,0.000362728,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = US
Lignite,US,Boiler,Yes,,36.00%,pm10,6.19E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = US
Lignite,US,Boiler,Yes,,36.00%,pm2.5,4.34E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = US
Lignite,US,Boiler,Yes,,36.00%,sox,2.37E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = US
Lignite,US,Boiler,Yes,,36.00%,bc,1.86E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = US
Lignite,US,Boiler,Yes,,36.00%,oc,3.51E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = US
Lignite,US,Boiler,Yes,,36.00%,ch4,1.13E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = US
Lignite,US,Boiler,Yes,,36.00%,n2o,1.50E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = US
Lignite,US,Boiler,Yes,,36.00%,co2,2.04E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = US
Lignite,US,IGCC,No,,39.00%,voc,9.00E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = US
Lignite,US,IGCC,No,,39.00%,co,1.51E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = US
Lignite,US,IGCC,No,,39.00%,nox,2.35E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = US
Lignite,US,IGCC,No,,39.00%,pm10,2.84E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = US
