feed,Generation Region,Generator Type,LWR Sub-Type,Include Infrastructure Emissions?,flows,value,unit,direction,type,source,data location,comment
Nuclear,WECC,HTGR,,yes,pm2.5,0.038727226,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,WECC,HTGR,,yes,sox,0.542466525,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,WECC,HTGR,,yes,bc,0.000811148,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,WECC,HTGR,,yes,oc,0.001693534,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,WECC,HTGR,,yes,ch4,0.20852766,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,WECC,HTGR,,yes,n2o,0.001278426,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,WECC,HTGR,,yes,co2,129.4375541,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,uranium,1.44E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,voc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,co,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,nox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,pm10,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,pm2.5,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,sox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,bc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,oc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,ch4,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,n2o,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,co2,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,uranium,1.44E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,voc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,co,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,nox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,pm10,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,pm2.5,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,sox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,bc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,oc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,ch4,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,n2o,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,co2,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,HTGR,,no,uranium,1.15E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,HTGR,,no,voc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,HTGR,,no,co,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,HTGR,,no,nox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,HTGR,,no,pm10,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,HTGR,,no,pm2.5,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,HTGR,,no,sox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,HTGR,,no,bc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,HTGR,,no,oc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,HTGR,,no,ch4,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,HTGR,,no,n2o,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,ASCC,HTGR,,no,co2,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,uranium,1.44E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,voc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,co,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,nox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,pm10,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,pm2.5,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,sox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,bc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,oc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,ch4,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,n2o,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,co2,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,uranium,1.44E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,voc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,co,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,nox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,pm10,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,pm2.5,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,sox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,bc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,oc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,ch4,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,n2o,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,co2,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,HTGR,,no,uranium,1.15E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,HTGR,,no,voc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,HTGR,,no,co,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,HTGR,,no,nox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,HTGR,,no,pm10,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,HTGR,,no,pm2.5,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,HTGR,,no,sox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,HTGR,,no,bc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,HTGR,,no,oc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,HTGR,,no,ch4,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,HTGR,,no,n2o,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,FRCC,HTGR,,no,co2,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,uranium,1.44E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,voc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,co,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,nox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,pm10,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,pm2.5,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,sox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,bc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,oc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,ch4,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,n2o,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,co2,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,uranium,1.44E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,voc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,co,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,nox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,pm10,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,pm2.5,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,sox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,bc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,oc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,ch4,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,n2o,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,co2,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,HTGR,,no,uranium,1.15E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,HTGR,,no,voc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,HTGR,,no,co,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,HTGR,,no,nox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,HTGR,,no,pm10,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,HTGR,,no,pm2.5,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,HTGR,,no,sox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,HTGR,,no,bc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,HTGR,,no,oc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,HTGR,,no,ch4,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,HTGR,,no,n2o,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,HICC,HTGR,,no,co2,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,uranium,1.44E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,voc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,co,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,nox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,pm10,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,pm2.5,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,sox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,bc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,oc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,ch4,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,n2o,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,co2,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,uranium,1.44E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,voc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,co,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,nox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,pm10,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,pm2.5,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,sox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,bc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
