feed,Generation Region,Generator Type,LWR Sub-Type,Include Infrastructure Emissions?,flows,value,unit,direction,type,source,data location,comment
Nuclear,MRO,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,bc,0.000829137,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,oc,0.001764352,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,ch4,0.160804784,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,n2o,0.001106853,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,co2,116.2792468,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,HTGR,,yes,uranium,1.15E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,HTGR,,yes,voc,0.133929119,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,HTGR,,yes,co,0.846141246,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,HTGR,,yes,nox,0.144690531,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,HTGR,,yes,pm10,0.085326825,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,HTGR,,yes,pm2.5,0.038727226,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,HTGR,,yes,sox,0.542466525,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,HTGR,,yes,bc,0.000811148,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,HTGR,,yes,oc,0.001693534,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,HTGR,,yes,ch4,0.20852766,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,HTGR,,yes,n2o,0.001278426,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,HTGR,,yes,co2,129.4375541,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,uranium,1.44E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,voc,0.133929119,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,co,0.846141246,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,nox,0.144690531,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,pm10,0.085326825,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,pm2.5,0.038727226,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,sox,0.542466525,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,bc,0.000811148,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,oc,0.001693534,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,ch4,0.20852766,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,n2o,0.001278426,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,co2,129.4375541,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,uranium,1.44E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,voc,0.114493604,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,co,0.66955528,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,nox,0.140839927,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,pm10,0.076770444,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,pm2.5,0.03324786,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,sox,0.420862691,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,bc,0.000829137,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,oc,0.001764352,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,ch4,0.160804784,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,n2o,0.001106853,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,co2,116.2792468,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,HTGR,,yes,uranium,1.15E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,HTGR,,yes,voc,0.133929119,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,HTGR,,yes,co,0.846141246,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,HTGR,,yes,nox,0.144690531,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,HTGR,,yes,pm10,0.085326825,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,HTGR,,yes,pm2.5,0.038727226,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,HTGR,,yes,sox,0.542466525,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,HTGR,,yes,bc,0.000811148,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,HTGR,,yes,oc,0.001693534,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,HTGR,,yes,ch4,0.20852766,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,HTGR,,yes,n2o,0.001278426,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,HTGR,,yes,co2,129.4375541,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,uranium,1.44E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,voc,0.133929119,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,co,0.846141246,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,nox,0.144690531,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,pm10,0.085326825,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,pm2.5,0.038727226,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,sox,0.542466525,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,bc,0.000811148,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,oc,0.001693534,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,ch4,0.20852766,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,n2o,0.001278426,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,co2,129.4375541,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,uranium,1.44E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,voc,0.114493604,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,co,0.66955528,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,nox,0.140839927,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,pm10,0.076770444,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,pm2.5,0.03324786,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,sox,0.420862691,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,bc,0.000829137,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,oc,0.001764352,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,ch4,0.160804784,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,n2o,0.001106853,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,co2,116.2792468,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,HTGR,,yes,uranium,1.15E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,HTGR,,yes,voc,0.133929119,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,HTGR,,yes,co,0.846141246,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,HTGR,,yes,nox,0.144690531,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,HTGR,,yes,pm10,0.085326825,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,HTGR,,yes,pm2.5,0.038727226,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,HTGR,,yes,sox,0.542466525,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,HTGR,,yes,bc,0.000811148,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,HTGR,,yes,oc,0.001693534,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,HTGR,,yes,ch4,0.20852766,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,HTGR,,yes,n2o,0.001278426,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,HTGR,,yes,co2,129.4375541,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,uranium,1.44E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,voc,0.133929119,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,co,0.846141246,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,nox,0.144690531,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,pm10,0.085326825,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,pm2.5,0.038727226,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,sox,0.542466525,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,bc,0.000811148,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,oc,0.001693534,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,ch4,0.20852766,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,n2o,0.001278426,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,co2,129.4375541,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,uranium,1.44E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,voc,0.114493604,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,co,0.66955528,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,nox,0.140839927,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,pm10,0.076770444,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,pm2.5,0.03324786,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,sox,0.420862691,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,bc,0.000829137,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,oc,0.001764352,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,ch4,0.160804784,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,n2o,0.001106853,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),yes,co2,116.2792468,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,HTGR,,yes,uranium,1.15E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,HTGR,,yes,voc,0.133929119,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,HTGR,,yes,co,0.846141246,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,HTGR,,yes,nox,0.144690531,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,HTGR,,yes,pm10,0.085326825,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,HTGR,,yes,pm2.5,0.038727226,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,HTGR,,yes,sox,0.542466525,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,HTGR,,yes,bc,0.000811148,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,HTGR,,yes,oc,0.001693534,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,HTGR,,yes,ch4,0.20852766,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,HTGR,,yes,n2o,0.001278426,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,HTGR,,yes,co2,129.4375541,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SPP,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,uranium,1.44E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SPP,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,voc,0.133929119,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SPP,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,co,0.846141246,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SPP,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,nox,0.144690531,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SPP,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,pm10,0.085326825,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SPP,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),yes,pm2.5,0.038727226,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
