Feedstock Source,Production Type,Plant Type,Hydrogen Phase,Co-produce Steam,Basis of H2 Production Assumptions,activity,flow_source,flows,flow_breakdown,value,unit,direction,type,Source,comment,data location
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,ch4,,9.46E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Production,total,ch4,combustion,6.11E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,ch4,combustion,1.85E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Production,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Production,electricity,co,,5.65E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,co,,1.71E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Production,total,co,,3.95E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,co,,1.19E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Production,electricity,co2,,0.15767793,kg/MJ,output,mass,GREET,,Hydrogen tab Row 218 and Electric tab B220 and C220
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,co2,,0.047671252,kg/MJ,output,mass,GREET,,MeOH_FTD tab Row 218 and Electric tab B220 and C220
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Production,total,co2,,0.002444645,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,co2,,0.000739097,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Production,,electricity,,1.25,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,,electricity,,0.377916333,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,,feedstock loss,,0.003054961,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 219
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Production,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,Misc. Items,,2.54E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Production,electricity,n2o,,2.47E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,n2o,,7.47E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Production,total,n2o,,4.02E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,n2o,,1.22E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Production,electricity,nox,,0.000110639,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,nox,,3.34E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Production,total,nox,,5.29E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,nox,,1.60E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Production,electricity,oc,,1.67E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,oc,,5.05E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Production,total,oc,,5.10E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,oc,,1.54E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Production,electricity,pm10,,1.99E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,pm10,,6.01E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Production,total,pm10,,3.58E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,pm10,,1.08E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Production,electricity,pm2.5,,8.61E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,pm2.5,,2.60E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Production,total,pm2.5,,2.08E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,pm2.5,,6.29E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Production,electricity,sox,,0.000272108,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,sox,,8.23E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Production,total,sox,,3.37E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,sox,,1.02E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Production,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,voc,evaporation,0.000127221,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Production,electricity,voc,,1.78E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,voc,,5.39E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Production,total,voc,,9.70E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,voc,,2.93E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production,electricity,bc,,6.78E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,electricity,bc,,5.78E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,bc,,4.38E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,bc,,5.78E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production,electricity,ch4,,0.000299705,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,electricity,ch4,,2.56E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,ch4,combustion,5.85E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,ch4,combustion,2.56E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production,electricity,co,,5.41E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,electricity,co,,4.62E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,co,,3.78E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,co,,4.62E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production,electricity,co2,,0.151104317,kg/MJ,output,mass,GREET,,Hydrogen tab Row 218 and Electric tab B220 and C220
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,electricity,co2,,0.012890043,kg/MJ,output,mass,GREET,,Hydrogen tab Row 218 and Electric tab B220 and C220
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,co2,,0.002343077,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,co2,,0.01289031,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,,electricity,,0.102186489,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production,,electricity,,1.197887343,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,,electricity,,0.102186489,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production,electricity,n2o,,2.37E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,electricity,n2o,,2.02E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,n2o,,3.85E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,n2o,,2.02E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production,electricity,nox,,0.000106026,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,electricity,nox,,9.04E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,nox,,5.07E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,nox,,9.04E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production,electricity,oc,,1.60E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,electricity,oc,,1.36E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,oc,,4.89E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,oc,,1.36E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production,electricity,pm10,,1.90E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,electricity,pm10,,1.62E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,pm10,,3.44E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,pm10,,1.62E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production,electricity,pm2.5,,8.25E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,electricity,pm2.5,,7.04E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,pm2.5,,1.99E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,pm2.5,,7.04E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production,electricity,sox,,0.000260764,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,electricity,sox,,2.22E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,sox,,3.23E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,sox,,2.22E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production,electricity,voc,,1.71E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,electricity,voc,,1.46E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,voc,,9.30E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,voc,,1.46E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Production,electricity,bc,,6.78E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,bc,,2.14E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Production,total,bc,,4.38E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,bc,,1.38E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Production,electricity,ch4,,0.000299705,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,ch4,,9.46E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Production,total,ch4,combustion,5.85E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,ch4,combustion,1.85E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Production,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Production,electricity,co,,5.41E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,co,,1.71E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Production,total,co,,3.78E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,co,,1.19E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Production,electricity,co2,,0.151104317,kg/MJ,output,mass,GREET,,Hydrogen tab Row 218 and Electric tab B220 and C220
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,co2,,0.047671252,kg/MJ,output,mass,GREET,,MeOH_FTD tab Row 218 and Electric tab B220 and C220
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Production,total,co2,,0.002343077,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,co2,,0.000739207,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Production,,electricity,,1.197887343,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,,electricity,,0.377916333,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,,feedstock loss,,0.003054961,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 219
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Production,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,Misc. Items,,2.54E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Production,electricity,n2o,,2.37E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,n2o,,7.47E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Production,total,n2o,,3.85E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,n2o,,1.22E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Production,electricity,nox,,0.000106026,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,nox,,3.34E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Production,total,nox,,5.07E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,nox,,1.60E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Production,electricity,oc,,1.60E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,oc,,5.05E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Production,total,oc,,4.89E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,oc,,1.54E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Production,electricity,pm10,,1.90E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,pm10,,6.01E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Production,total,pm10,,3.44E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,pm10,,1.08E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Production,electricity,pm2.5,,8.25E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,pm2.5,,2.60E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Production,total,pm2.5,,1.99E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
