Feedstock Source,Production Type,Compute Cost,Plant Type,Hydrogen Phase,Co-produce Steam,Basis of H2 Production Assumptions,activity,flow_source,flows,flow_breakdown,value,unit,direction,type,Source,comment,data location
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,oc,,0,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification,electricity,oc,,6.53E-09,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,electricity,oc,,5.05E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Production,steam,oc,,-1.08E-06,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification,total,oc,,4.91E-09,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification: Non-combustion emissions,total,oc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,oc,,5.05E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification,total,oc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification: Non-combustion emissions,total,oc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,oc,,5.05E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification,total,oc,,6.53E-09,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification: Non-combustion emissions,total,oc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Production of Displaced Steam,total,oc,,-2.90E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,total,oc,,5.05E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification,electricity,pm10,,5.85E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,pm10,,6.01E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,pm10,,0,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification,electricity,pm10,,7.77E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,electricity,pm10,,6.01E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Production,steam,pm10,,-2.59E-06,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification,total,pm10,,5.85E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification: Non-combustion emissions,total,pm10,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,pm10,,6.01E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification,total,pm10,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification: Non-combustion emissions,total,pm10,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,pm10,,6.01E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification,total,pm10,,7.77E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification: Non-combustion emissions,total,pm10,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Production of Displaced Steam,total,pm10,,-7.52E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,total,pm10,,6.01E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification,electricity,pm2.5,,2.53E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,pm2.5,,2.60E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,pm2.5,,0,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification,electricity,pm2.5,,3.37E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,electricity,pm2.5,,2.60E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Production,steam,pm2.5,,-2.56E-06,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification,total,pm2.5,,2.53E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification: Non-combustion emissions,total,pm2.5,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,pm2.5,,2.60E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification,total,pm2.5,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification: Non-combustion emissions,total,pm2.5,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,pm2.5,,2.60E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification,total,pm2.5,,3.37E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification: Non-combustion emissions,total,pm2.5,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Production of Displaced Steam,total,pm2.5,,-2.59E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,total,pm2.5,,2.60E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification,electricity,sox,,8.01E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,sox,,8.23E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,sox,,0,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification,electricity,sox,,1.06E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,electricity,sox,,8.23E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Production,steam,sox,,-7.52E-06,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification,total,sox,,8.01E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification: Non-combustion emissions,total,sox,,1.21E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,sox,,8.23E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification,total,sox,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification: Non-combustion emissions,total,sox,,1.21E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,sox,,8.23E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification,total,sox,,1.06E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification: Non-combustion emissions,total,sox,,1.21E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Production of Displaced Steam,total,sox,,-0.000363165,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,total,sox,,8.23E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification,,steam co-generated,,-0.556,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 197
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification: Non-combustion emissions,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,voc,evaporation,0.000127221,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification: Non-combustion emissions,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,voc,evaporation,0.000127221,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification: Non-combustion emissions,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Production of Displaced Steam,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,total,voc,evaporation,0.000127221,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification,electricity,voc,,5.24E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,voc,,5.39E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,voc,,0,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification,electricity,voc,,6.97E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,electricity,voc,,5.39E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Production,steam,voc,,-6.28E-06,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification,total,voc,,5.24E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification: Non-combustion emissions,total,voc,,2.61E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,voc,,5.39E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification,total,voc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification: Non-combustion emissions,total,voc,,2.61E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,voc,,5.39E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification,total,voc,,6.97E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification: Non-combustion emissions,total,voc,,2.61E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Production of Displaced Steam,total,voc,,-5.20E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,total,voc,,5.39E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis,Electrolysis,No,Central Plants,Liquid,No,Industry data,G.H2 Production,total,ch4,combustion,3.93E-04,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis,Electrolysis,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,ch4,combustion,2.35E-04,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis,Electrolysis,No,Central Plants,Liquid,No,Industry data,G.H2 Production,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis,Electrolysis,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis,Electrolysis,No,Central Plants,Liquid,No,Industry data,G.H2 Production,total,co2,,0.157679555,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Electrolysis,Electrolysis,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,co2,,0.047526991,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Electrolysis,Electrolysis,No,Central Plants,Liquid,No,Industry data,G.H2 Production,,electricity,,1.25,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
Electrolysis,Electrolysis,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,,electricity,,0.377916333,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
Electrolysis,Electrolysis,No,Central Plants,Liquid,No,Industry data,G.H2 Production,total,n2o,,2.47E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis,Electrolysis,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,n2o,,7.45E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis,Electrolysis,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Production,total,ch4,combustion,3.77E-04,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis,Electrolysis,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,ch4,combustion,2.35E-04,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis,Electrolysis,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Production,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis,Electrolysis,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis,Electrolysis,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Production,total,co2,,0.151109,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Electrolysis,Electrolysis,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,co2,,0.047527974,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Electrolysis,Electrolysis,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Production,,electricity,,1.197887343,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
Electrolysis,Electrolysis,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,,electricity,,0.377916333,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
Electrolysis,Electrolysis,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Production,total,n2o,,2.37E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis,Electrolysis,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,n2o,,7.45E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis,Electrolysis,No,Central Plants,Gas,No,Industry data,G.H2 Production,total,ch4,combustion,7.81E-04,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis,Electrolysis,No,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,ch4,combustion,3.21E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis,Electrolysis,No,Central Plants,Gas,No,Industry data,G.H2 Production,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis,Electrolysis,No,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis,Electrolysis,No,Central Plants,Gas,No,Industry data,G.H2 Production,total,co2,,0.157679555,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Electrolysis,Electrolysis,No,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,co2,,0.012890176,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Electrolysis,Electrolysis,No,Central Plants,Gas,No,Industry data,G.H2 Production,,electricity,,1.25,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
Electrolysis,Electrolysis,No,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,,electricity,,0.102186489,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
Electrolysis,Electrolysis,No,Central Plants,Gas,No,Industry data,G.H2 Production,total,n2o,,2.47E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis,Electrolysis,No,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,n2o,,2.02E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis,Electrolysis,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production,total,ch4,combustion,7.48E-04,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis,Electrolysis,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,ch4,combustion,3.21E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis,Electrolysis,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis,Electrolysis,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis,Electrolysis,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production,total,co2,,0.151109,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Electrolysis,Electrolysis,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,co2,,0.012890443,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Electrolysis,Electrolysis,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production,,electricity,,1.197887343,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
Electrolysis,Electrolysis,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,,electricity,,0.102186489,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
Electrolysis,Electrolysis,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production,total,n2o,,2.37E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis,Electrolysis,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,n2o,,2.02E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,electricity,bc,,5.78E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,bc,,-1.20E-07,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,bc,,-4.62E-07,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,total,bc,,3.76E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production: Non-Combustion Emissions,total,bc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,bc,,-1.20E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,bc,,5.78E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,electricity,ch4,,2.56E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,ch4,,-2.87E-05,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,ch4,,-0.00011021,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,total,ch4,combustion,8.96E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production: Non-Combustion Emissions,total,ch4,combustion,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,ch4,combustion,-2.87E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,ch4,combustion,2.56E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,electricity,co,,4.62E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,co,,-6.39E-06,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,co,,-2.45E-05,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,total,co,,9.19E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production: Non-Combustion Emissions,total,co,,1.20E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,co,,-6.39E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,co,,4.62E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,electricity,co2,,0.012890043,kg/MJ,output,mass,GREET,,Hydrogen tab Row 218 and Electric tab B220 and C220
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,co2,,-0.010982065,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,co2,,-0.042110539,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,total,co2,,0.034249458,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
