Seqno,state,plant_name,orispl,unit,prime_mover,fuel,online_year,egrid_year,gen,number_of_boiler,genstatus,gen_prime_mover,gen_fuel,capacity_mw,match_score,plant_id
3920,CA,Santa Rita Jail,58625,SRJFC,FC,NG,,2018,SRJFC,0,RE,FC,NG,1,1,1675
3921,CA,Santa Rita Jail,58625,SRJPV,PV,SUN,,2018,SRJPV,0,RE,PV,SUN,0.8,1,1675
3922,CA,Santa Rita Jail,58625,SRPV2,PV,SUN,,2018,SRPV2,0,OP,PV,SUN,1,1,1675
3923,CA,Santa Rita Jail,58625,SRPV3,PV,SUN,,2018,SRPV3,0,OP,PV,SUN,0.5,1,1675
3924,CA,Santa Rita Jail Fuel Cell,60385,MB-18,FC,NG,,2018,MB-18,0,OP,FC,NG,1.4,1,1676
3925,CA,Santa Rosa Junior College Petaluma Solar,62039,SRJCP,PV,SUN,,2018,SRJCP,0,OP,PV,SUN,1.2,1,1677
3926,CA,Sargent Canyon Cogen Facility,50864,1,GT,NG,1992,2018,K100,0,OS,GT,NG,38.2,0.666666667,1678
3927,CA,"SC 1 Data Center, Phase 2",59074,17A,IC,DFO,,2018,17A,0,SB,IC,DFO,2.3,1,1679
3928,CA,"SC 1 Data Center, Phase 2",59074,17B,IC,DFO,,2018,17B,0,SB,IC,DFO,2.3,1,1679
,DE,,57349,1,CT,NG,,,CTG1,,,CT,NG,,0.666666667,2436
3929,CA,"SC 1 Data Center, Phase 2",59074,18A,IC,DFO,,2018,18A,0,SB,IC,DFO,2.3,1,1679
3930,CA,"SC 1 Data Center, Phase 2",59074,18B,IC,DFO,,2018,18B,0,SB,IC,DFO,2.3,1,1679
3931,CA,"SC 1 Data Center, Phase 2",59074,19A,IC,DFO,,2018,19A,0,SB,IC,DFO,2.3,1,1679
3932,CA,"SC 1 Data Center, Phase 2",59074,19B,IC,DFO,,2018,19B,0,SB,IC,DFO,2.3,1,1679
3933,CA,"SC 1 Data Center, Phase 2",59074,20A,IC,DFO,,2018,20A,0,SB,IC,DFO,2.3,1,1679
3934,CA,"SC 1 Data Center, Phase 2",59074,20B,IC,DFO,,2018,20B,0,SB,IC,DFO,2.3,1,1679
3935,CA,"SC 1 Data Center, Phase 2",59074,21A,IC,DFO,,2018,21A,0,SB,IC,DFO,2.3,1,1679
3936,CA,"SC 1 Data Center, Phase 2",59074,21B,IC,DFO,,2018,21B,0,SB,IC,DFO,2.3,1,1679
3937,CA,"SC 1 Data Center, Phase 2",59074,22A,IC,DFO,,2018,22A,0,SB,IC,DFO,2.3,1,1679
3938,CA,"SC 1 Data Center, Phase 2",59074,22B,IC,DFO,,2018,22B,0,SB,IC,DFO,2.3,1,1679
3939,CA,"SC 1 Data Center, Phase 2",59074,EG10B,IC,DFO,,2018,EG10B,0,SB,IC,DFO,2.3,1,1679
3940,CA,"SC 1 Data Center, Phase 2",59074,EG11A,IC,DFO,,2018,EG11A,0,SB,IC,DFO,2.3,1,1679
3941,CA,"SC 1 Data Center, Phase 2",59074,EG11B,IC,DFO,,2018,EG11B,0,SB,IC,DFO,2.3,1,1679
3942,CA,"SC 1 Data Center, Phase 2",59074,EG12A,IC,DFO,,2018,EG12A,0,SB,IC,DFO,2.3,1,1679
3943,CA,"SC 1 Data Center, Phase 2",59074,EG12B,IC,DFO,,2018,EG12B,0,SB,IC,DFO,2.3,1,1679
3944,CA,"SC 1 Data Center, Phase 2",59074,EG13A,IC,DFO,,2018,EG13A,0,SB,IC,DFO,2.3,1,1679
3945,CA,"SC 1 Data Center, Phase 2",59074,EG14A,IC,DFO,,2018,EG14A,0,SB,IC,DFO,2.3,1,1679
3946,CA,"SC 1 Data Center, Phase 2",59074,EG15A,IC,DFO,,2018,EG15A,0,SB,IC,DFO,2.3,1,1679
3947,CA,"SC 1 Data Center, Phase 2",59074,EG15B,IC,DFO,,2018,EG15B,0,SB,IC,DFO,2.3,1,1679
3948,CA,"SC 1 Data Center, Phase 2",59074,EG16A,IC,DFO,,2018,EG16A,0,SB,IC,DFO,2.3,1,1679
3949,CA,"SC 1 Data Center, Phase 2",59074,EG16B,IC,DFO,,2018,EG16B,0,SB,IC,DFO,2.3,1,1679
3950,CA,"SC 1 Data Center, Phase 2",59074,EG1A,IC,DFO,,2018,EG1A,0,SB,IC,DFO,2.2,1,1679
3951,CA,"SC 1 Data Center, Phase 2",59074,EG1B,IC,DFO,,2018,EG1B,0,SB,IC,DFO,2.2,1,1679
3952,CA,"SC 1 Data Center, Phase 2",59074,EG2A,IC,DFO,,2018,EG2A,0,SB,IC,DFO,2.2,1,1679
3953,CA,"SC 1 Data Center, Phase 2",59074,EG2B,IC,DFO,,2018,EG2B,0,SB,IC,DFO,2.2,1,1679
3954,CA,"SC 1 Data Center, Phase 2",59074,EG3A,IC,DFO,,2018,EG3A,0,SB,IC,DFO,2.2,1,1679
3955,CA,"SC 1 Data Center, Phase 2",59074,EG3B,IC,DFO,,2018,EG3B,0,SB,IC,DFO,2.2,1,1679
3956,CA,"SC 1 Data Center, Phase 2",59074,EG4A,IC,DFO,,2018,EG4A,0,SB,IC,DFO,2.2,1,1679
3957,CA,"SC 1 Data Center, Phase 2",59074,EG4B,IC,DFO,,2018,EG4B,0,SB,IC,DFO,2.2,1,1679
3958,CA,"SC 1 Data Center, Phase 2",59074,EG5A,IC,DFO,,2018,EG5A,0,SB,IC,DFO,2.2,1,1679
3959,CA,"SC 1 Data Center, Phase 2",59074,EG5B,IC,DFO,,2018,EG5B,0,SB,IC,DFO,2.2,1,1679
3960,CA,"SC 1 Data Center, Phase 2",59074,EG6A,IC,DFO,,2018,EG6A,0,SB,IC,DFO,2.2,1,1679
3961,CA,"SC 1 Data Center, Phase 2",59074,EG6B,IC,DFO,,2018,EG6B,0,SB,IC,DFO,2.2,1,1679
3962,CA,"SC 1 Data Center, Phase 2",59074,EG7A,IC,DFO,,2018,EG7A,0,SB,IC,DFO,2.2,1,1679
3963,CA,"SC 1 Data Center, Phase 2",59074,EG7B,IC,DFO,,2018,EG7B,0,SB,IC,DFO,2.2,1,1679
3964,CA,"SC 1 Data Center, Phase 2",59074,EG8A,IC,DFO,,2018,EG8A,0,SB,IC,DFO,2.2,1,1679
3965,CA,"SC 1 Data Center, Phase 2",59074,EG8B,IC,DFO,,2018,EG8B,0,SB,IC,DFO,2.2,1,1679
3966,CA,"SC 1 Data Center, Phase 2",59074,EG9A,IC,DFO,,2018,EG9A,0,SB,IC,DFO,2.3,1,1679
3967,CA,"SC 1 Data Center, Phase 2",59074,EG9B,IC,DFO,,2018,EG9B,0,SB,IC,DFO,2.3,1,1679
3976,CA,SCDA Solar 1,61006,SCAIR,PV,SUN,,2018,SCAIR,0,OP,PV,SUN,7,1,1682
3977,CA,SCE-Snowline-Duncan Road (North),59359,10400,PV,SUN,,2018,10400,0,OP,PV,SUN,1.5,1,1683
3978,CA,SCE-Snowline-Duncan Road (South),59360,11113,PV,SUN,,2018,11113,0,OP,PV,SUN,1,1,1684
3979,CA,SCE-Snowline-White Rd (Central),59423,10402,PV,SUN,,2018,10402,0,OP,PV,SUN,1.5,1,1685
3980,CA,SCE-Snowline-White Road (North),59422,10401,PV,SUN,,2018,10401,0,OP,PV,SUN,1.5,1,1686
3981,CA,SCE-Snowline-White Road (South),59421,11111,PV,SUN,,2018,11111,0,OP,PV,SUN,1.5,1,1687
3982,CA,Scott Flat,839,7P,HY,WAT,,2018,7P,0,OP,HY,WAT,1,1,1688
3983,CA,SDCCD - Miramar,59138,57449,PV,SUN,,2018,57449,0,OP,PV,SUN,1.1,1,1689
3984,CA,SDCWA - Twin Oaks,59139,57449,PV,SUN,,2018,57449,0,OP,PV,SUN,1.1,1,1690
3985,CA,SeaWorld Aquatica,61843,10276,PV,SUN,,2018,10276,0,OP,PV,SUN,1,1,1691
3986,CA,Second Imperial Geothermal,54111,GE10,BT,GEO,,2018,GE10,0,OP,BT,GEO,4.5,1,1692
3987,CA,Second Imperial Geothermal,54111,GE11,BT,GEO,,2018,GE11,0,OP,BT,GEO,4.5,1,1692
3988,CA,Second Imperial Geothermal,54111,GE12,BT,GEO,,2018,GE12,0,OP,BT,GEO,4.5,1,1692
3989,CA,Second Imperial Geothermal,54111,GE13,BT,GEO,,2018,GE13,0,OP,BT,GEO,16,1,1692
3990,CA,Second Imperial Geothermal,54111,GEN1,BT,GEO,,2018,GEN1,0,OP,BT,GEO,3.5,1,1692
3991,CA,Second Imperial Geothermal,54111,GEN14,BT,GEO,,2018,GEN14,0,OP,BT,GEO,16,1,1692
3992,CA,Second Imperial Geothermal,54111,GEN2,BT,GEO,,2018,GEN2,0,OP,BT,GEO,3.5,1,1692
3993,CA,Second Imperial Geothermal,54111,GEN3,BT,GEO,,2018,GEN3,0,OP,BT,GEO,3.5,1,1692
3994,CA,Second Imperial Geothermal,54111,GEN4,BT,GEO,,2018,GEN4,0,OP,BT,GEO,3.5,1,1692
3995,CA,Second Imperial Geothermal,54111,GEN5,BT,GEO,,2018,GEN5,0,OP,BT,GEO,3.5,1,1692
3996,CA,Second Imperial Geothermal,54111,GEN6,BT,GEO,,2018,GEN6,0,OP,BT,GEO,3.5,1,1692
3997,CA,Second Imperial Geothermal,54111,GEN7,BT,GEO,,2018,GEN7,0,OP,BT,GEO,4.5,1,1692
3998,CA,Second Imperial Geothermal,54111,GEN8,BT,GEO,,2018,GEN8,0,OP,BT,GEO,4.5,1,1692
3999,CA,Second Imperial Geothermal,54111,GEN9,BT,GEO,,2018,GEN9,0,OP,BT,GEO,4.5,1,1692
4000,CA,SEGS III,10439,3U100,ST,NG,,2018,GEN1,1,OP,ST,SUN,34.2,0.285714286,1693
4001,CA,SEGS IV,10440,4U100,ST,NG,,2018,GEN1,1,OP,ST,SUN,34.2,0.285714286,1694
4002,CA,SEGS IX,10446,HTFHTR,ST,NG,,2018,GEN1,1,OP,ST,SUN,92,0.133333333,1695
4003,CA,SEGS V,10441,5U100,ST,NG,,2018,GEN1,1,OP,ST,SUN,34.2,0.285714286,1696
4004,CA,SEGS VI,10442,6U100,ST,NG,,2018,GEN1,1,OP,ST,SUN,35,0.285714286,1697
4005,CA,SEGS VII,10443,7U100,ST,NG,,2018,GEN1,1,OP,ST,SUN,35,0.285714286,1698
4006,CA,SEGS VIII,10444,HTFHTR,ST,NG,,2018,GEN1,1,OP,ST,SUN,92,0.133333333,1699
4007,CA,"Sentinel Energy Center, LLC",57482,1,GT,NG,2013,2018,CTG1,0,OP,GT,NG,100,0.666666667,1700
4008,CA,"Sentinel Energy Center, LLC",57482,2,GT,NG,2013,2018,CTG2,0,OP,GT,NG,100,0.666666667,1700
4009,CA,"Sentinel Energy Center, LLC",57482,3,GT,NG,2013,2018,CTG3,0,OP,GT,NG,100,0.666666667,1700
4010,CA,"Sentinel Energy Center, LLC",57482,4,GT,NG,2013,2018,CTG4,0,OP,GT,NG,100,0.666666667,1700
4011,CA,"Sentinel Energy Center, LLC",57482,5,GT,NG,2013,2018,CTG5,0,OP,GT,NG,100,0.666666667,1700
4012,CA,"Sentinel Energy Center, LLC",57482,6,GT,NG,2013,2018,CTG6,0,OP,GT,NG,100,0.666666667,1700
4013,CA,"Sentinel Energy Center, LLC",57482,7,GT,NG,2013,2018,CTG7,0,OP,GT,NG,100,0.666666667,1700
4014,CA,"Sentinel Energy Center, LLC",57482,8,GT,NG,2013,2018,CTG8,0,OP,GT,NG,100,0.666666667,1700
4015,CA,Sepulveda Canyon,316,1,HY,WAT,,2018,1,0,SB,HY,WAT,8.5,1,1701
4016,CA,SEPV 1,58073,SEPV,PV,SUN,,2018,SEPV,0,OP,PV,SUN,2,1,1702
4017,CA,SEPV 18,59730,SPV18,PV,SUN,,2018,SPV18,0,OP,PV,SUN,2,1,1703
4018,CA,SEPV 2,58074,SEPV,PV,SUN,,2018,SEPV,0,OP,PV,SUN,2,1,1704
4019,CA,SEPV 8,58234,SPV8,PV,SUN,,2018,SPV8,0,OP,PV,SUN,12,1,1705
4020,CA,SEPV Imperial Dixieland East,60745,SESI1,PV,SUN,,2018,SESI1,0,OP,PV,SUN,2,1,1706
4021,CA,SEPV Imperial Dixieland West,60744,SESI2,PV,SUN,,2018,SESI2,0,OP,PV,SUN,3,1,1707
4022,CA,SEPV Mojave West,59740,SPVMW,PV,SUN,,2018,SPVMW,0,OP,PV,SUN,20,1,1708
4023,CA,SEPV Palmdale East,59273,PALME,PV,SUN,,2018,PALME,0,OP,PV,SUN,10,1,1709
4024,CA,SEPV9 Power Plant,58227,SPV9,PV,SUN,,2018,SPV9,0,OP,PV,SUN,9,1,1710
4025,CA,Seville 1,59722,SEV1,PV,SUN,,2018,SEV1,0,OP,PV,SUN,20,1,1711
4026,CA,Seville 2,59723,SEV2,PV,SUN,,2018,SEV2,0,OP,PV,SUN,30,1,1712
4027,CA,SF Southeast Cogen Plant,57971,COGEN,IC,OBG,,2018,COGEN,0,OP,IC,OBG,2.1,1,1713
4028,CA,SF State University,57043,1,FC,NG,,2018,1,0,OP,FC,NG,0.2,1,1714
4029,CA,SF State University,57043,2,FC,NG,,2018,2,0,OP,FC,NG,1.4,1,1714
4030,CA,SFDK Solar,62649,SFDK,PV,SUN,,2018,SFDK,0,P,PV,SUN,6.3,1,1715
4031,CA,Shafter Solar LLC,59408,1,PV,SUN,,2018,1,0,OP,PV,SUN,20,1,1716
4032,CA,Shasta,445,1,HY,WAT,,2018,1,0,OP,HY,WAT,142,1,1717
4033,CA,Shasta,445,2,HY,WAT,,2018,2,0,OP,HY,WAT,142,1,1717
4034,CA,Shasta,445,3,HY,WAT,,2018,3,0,OP,HY,WAT,142,1,1717
4035,CA,Shasta,445,4,HY,WAT,,2018,4,0,OP,HY,WAT,142,1,1717
4036,CA,Shasta,445,5,HY,WAT,,2018,5,0,OP,HY,WAT,142,1,1717
4037,CA,Shasta,445,S1,HY,WAT,,2018,S1,0,OP,HY,WAT,2,1,1717
4038,CA,Shasta,445,S2,HY,WAT,,2018,S2,0,OP,HY,WAT,2,1,1717
4039,CA,Shasta Solar Farm,58814,GENA,PV,SUN,,2018,GENA,0,OP,PV,SUN,1.5,1,1718
4040,CA,Shasta Solar Farm,58814,GENB,PV,SUN,,2018,GENB,0,OP,PV,SUN,1.5,1,1718
4041,CA,Shelter Creek Condominiums Solar,62806,SCC01,PV,SUN,,2018,SCC01,0,L,PV,SUN,2.5,1,1719
4042,CA,Shiloh I Wind Project,56362,1,WT,WND,,2018,1,0,OP,WT,WND,150,1,1720
4043,CA,Shiloh III Wind Project LLC,57586,1,WT,WND,,2018,1,0,OP,WT,WND,102.5,1,1721
4044,CA,Shiloh IV Wind Project LLC,57725,1,WT,WND,,2018,1,0,OP,WT,WND,102.5,1,1722
4045,CA,Shiloh Wind Project 2 LLC,56874,TBD,WT,WND,,2018,TBD,0,OP,WT,WND,150,1,1723
4046,CA,"Sierra Energy Storage, LLC",61803,10003,BA,MWH,,2018,10003,0,L,BA,MWH,10,1,1724
4047,CA,Sierra Nevada Brewing Co,58585,BESS,BA,MWH,,2018,BESS,0,OP,BA,MWH,0.5,1,1725
4048,CA,Sierra Nevada Brewing Co,58585,COGN,GT,NG,,2018,COGN,0,OP,GT,NG,2,1,1725
4049,CA,Sierra Nevada Brewing Co,58585,FCE,FC,NG,,2018,FCE,0,RE,FC,NG,1,1,1725
4050,CA,Sierra Nevada Brewing Co,58585,SOLR,PV,SUN,,2018,SOLR,0,OP,PV,SUN,1.7,1,1725
4051,CA,Sierra Pacific Anderson Facility,55049,GEN1,ST,WDS,,2018,GEN1,0,RE,ST,WDS,4,1,1726
4052,CA,Sierra Pacific Burney Facility,50110,BLR1,ST,WDS,,2018,GEN1,1,OP,ST,WDS,20,0.571428571,1727
4056,CA,Sierra Pacific Loyalton Facility,50111,BLR1,ST,WDS,,2018,GEN1,1,OP,ST,WDS,20,0.571428571,1729
4057,CA,Sierra Pacific Quincy Facility,50112,BLR1,ST,WDS,,2018,GEN1,2,RE,ST,WDS,20,0.571428571,1730
4058,CA,Sierra Pacific Quincy Facility,50112,BLR2,ST,WDS,,2018,GEN2,2,RE,ST,WDS,7.5,0.571428571,1730
4059,CA,Sierra Pacific Sonora,54517,GEN2,ST,WDS,,2018,GEN2,0,RE,ST,WDS,7.5,1,1731
4060,CA,Sierra Pacific Sonora,54517,GEN3,ST,WDS,,2018,GEN3,0,OP,ST,WDS,7.5,1,1731
4061,CA,Sierra Solar Greenworks,59431,SSG1,PV,SUN,,2018,SSG1,0,OP,PV,SUN,20,1,1732
4062,CA,Sierra SunTower Solar Gen Station,57323,UNIT1,ST,SUN,,2018,UNIT1,0,OS,ST,SUN,7.5,1,1733
4063,CA,Signal Hill West Unit,57702,1,GT,PRG,,2018,1,0,OP,GT,PRG,5.7,1,1734
4064,CA,Silicon Valley Clean Water,60249,CGN,IC,OBG,,2018,CGN,0,OP,IC,OBG,1.2,1,1735
4065,CA,Silver Gate,309,1,ST,DFO,,2018,1,0,RE,ST,DFO,40,1,1736
4066,CA,Silver Gate,309,2,ST,DFO,,2018,2,0,RE,ST,DFO,69,1,1736
4067,CA,Silver Gate,309,3,ST,DFO,,2018,3,0,RE,ST,DFO,69,1,1736
4068,CA,Silver Gate,309,4,ST,DFO,,2018,4,0,RE,ST,DFO,69,1,1736
4069,CA,Siphon Drop Power Plant,57364,1,HY,WAT,,2018,1,0,OP,HY,WAT,2.2,1,1737
4070,CA,Siphon Drop Power Plant,57364,2,HY,WAT,,2018,2,0,OP,HY,WAT,2.2,1,1737
4071,CA,Site 980 65,50322,GEN1,HY,WAT,,2018,GEN1,0,OP,HY,WAT,2.1,1,1738
4072,CA,SJ/SC WPCP,56080,E1,IC,OBG,,2018,E1,0,RE,IC,OBG,0.8,1,1739
4073,CA,SJ/SC WPCP,56080,E2,IC,OBG,,2018,E2,0,RE,IC,OBG,0.8,1,1739
4074,CA,SJ/SC WPCP,56080,E3,IC,OBG,,2018,E3,0,RE,IC,OBG,0.8,1,1739
4075,CA,SJ/SC WPCP,56080,E5,IC,OBG,,2018,E5,0,RE,IC,OBG,1.8,1,1739
4076,CA,SJ/SC WPCP,56080,E6,IC,OBG,,2018,E6,0,RE,IC,OBG,1.8,1,1739
4077,CA,SJ/SC WPCP,56080,EG1,IC,NG,,2018,EG1,0,OP,IC,NG,2.8,1,1739
4078,CA,SJ/SC WPCP,56080,EG2,IC,NG,,2018,EG2,0,OP,IC,NG,2.8,1,1739
4079,CA,SJ/SC WPCP,56080,EG3,IC,NG,,2018,EG3,0,OP,IC,NG,2.8,1,1739
4080,CA,SJ/SC WPCP,56080,EG4,IC,OBG,,2018,EG4,0,U,IC,OBG,3.5,1,1739
4081,CA,SJ/SC WPCP,56080,EG5,IC,OBG,,2018,EG5,0,U,IC,OBG,3.5,1,1739
4082,CA,SJ/SC WPCP,56080,EG6,IC,OBG,,2018,EG6,0,U,IC,OBG,3.5,1,1739
4083,CA,SJ/SC WPCP,56080,EG7,IC,OBG,,2018,EG7,0,U,IC,OBG,3.5,1,1739
4084,CA,Sky River LLC,50536,WGNS,WT,WND,,2018,WGNS,0,OP,WT,WND,76.9,1,1740
4085,CA,Slate Creek,50961,GEN1,HY,WAT,,2018,GEN1,0,OP,HY,WAT,4.2,1,1741
4086,CA,Sly Creek,776,1,HY,WAT,,2018,1,0,OP,HY,WAT,12.1,1,1742
4087,CA,SMUD at Fleshman,57671,PV1,PV,SUN,,2018,PV1,0,OP,PV,SUN,2.9,1,1743
4088,CA,SMUD at Grundman,57669,PV1,PV,SUN,,2018,PV1,0,OP,PV,SUN,17,1,1744
4089,CA,SMUD at Lawrence,57753,PV1,PV,SUN,,2018,PV1,0,OP,PV,SUN,1,1,1745
4090,CA,SMUD at Van Conett,57670,PV1,PV,SUN,,2018,PV1,0,OP,PV,SUN,2.9,1,1746
4091,CA,Soboba Community Solar Project,61834,SCSP1,PV,SUN,,2018,SCSP1,0,OP,PV,SUN,1,1,1747
4092,CA,Sol Orchard El Centro PV,58621,ECPV,PV,SUN,,2018,ECPV,0,OP,PV,SUN,20,1,1748
4093,CA,Solano County Cogen Plant,50985,3163,IC,NG,,2018,3163,0,OP,IC,NG,1,1,1749
4094,CA,Solano County Cogen Plant,50985,3164,IC,NG,,2018,3164,0,OP,IC,NG,0.4,1,1749
4095,CA,Solano County Cogen Plant,50985,3165,IC,NG,,2018,3165,0,OP,IC,NG,1.4,1,1749
4096,CA,Solano Wind,7526,1,WT,WND,,2018,1,0,OP,WT,WND,13.2,1,1750
4097,CA,Solano Wind,7526,2,WT,WND,,2018,2,0,OP,WT,WND,24,1,1750
4098,CA,Solano Wind,7526,2B,WT,WND,,2018,2B,0,OP,WT,WND,63,1,1750
4099,CA,Solano Wind,7526,3,WT,WND,,2018,3,0,OP,WT,WND,128,1,1750
4100,CA,Solar Blythe 2,60558,PV1,PV,SUN,,2018,PV1,0,OP,PV,SUN,20,1,1751
4101,CA,Solar Gen 2,58592,ALHM,PV,SUN,,2018,ALHM,0,OP,PV,SUN,51.7,1,1752
4102,CA,Solar Gen 2,58592,ARK,PV,SUN,,2018,ARK,0,OP,PV,SUN,51.7,1,1752
4103,CA,Solar Gen 2,58592,SONR,PV,SUN,,2018,SONR,0,OP,PV,SUN,51.7,1,1752
4104,CA,Solar Photovoltaic Project 
4105,CA,Solar Photovoltaic Project 
4106,CA,Solar Photovoltaic Project 
4107,CA,Solar Photovoltaic Project 
4108,CA,Solar Photovoltaic Project 
4109,CA,Solar Photovoltaic Project 
4110,CA,Solar Photovoltaic Project 
4111,CA,Solar Photovoltaic Project 
4112,CA,Solar Photovoltaic Project 
4113,CA,Solar Photovoltaic Project 
4114,CA,Solar Photovoltaic Project 
4115,CA,Solar Photovoltaic Project 
4116,CA,Solar Photovoltaic Project 
4117,CA,Solar Photovoltaic Project 
4118,CA,Solar Photovoltaic Project 
4119,CA,Solar Photovoltaic Project 
4120,CA,Solar Photovoltaic Project 
4121,CA,Solar Photovoltaic Project 
4122,CA,Solar Photovoltaic Project 
4123,CA,Solar Photovoltaic Project 
4124,CA,Solar Photovoltaic Project 
4125,CA,Solar Photovoltaic Project 
4126,CA,Solar Photovoltaic Project 
4127,CA,Solar Photovoltaic Project 
4128,CA,Solar Photovoltaic Project 
4129,CA,Solar Photovoltaic Project 
4130,CA,Solar Photovoltaic Project 
4131,CA,Solar Photovoltaic Project 
4132,CA,Solar Photovoltaic Project 
4133,CA,Solar Photovoltaic Project 
4134,CA,Solar Photovoltaic Project 
4135,CA,Solar Photovoltaic Project 
4136,CA,Solar Photovoltaic Project 
4137,CA,Solar Photovoltaic Project 
4138,CA,Solar Photovoltaic Project 
4139,CA,Solar Photovoltaic Project 
4140,CA,Solar Photovoltaic Project 
4141,CA,Solar Photovoltaic Project 
4142,CA,Solar Photovoltaic Project 
4143,CA,Solar Photovoltaic Project 
4144,CA,Solar Photovoltaic Project 
4145,CA,Solar Photovoltaic Project 
4146,CA,Solar Photovoltaic Project 
,AZ,,55455,CC2B,CT,NG,,,CT2B,,,CT,NG,,0.833333333,428
4147,CA,Solar Photovoltaic Project 
4148,CA,Solar Photovoltaic Project 
4149,CA,Solar Photovoltaic Project 
4150,CA,Solar Photovoltaic Project 
4151,CA,Solar Photovoltaic Project 
4152,CA,Solar Photovoltaic Project 
4153,CA,Solar Photovoltaic Project 
4154,CA,Solar Photovoltaic Project 
4155,CA,Solar Photovoltaic Project 
4156,CA,Solar Photovoltaic Project 
4157,CA,Solar Photovoltaic Project 
4158,CA,Solar Photovoltaic Project 
4159,CA,Solar Photovoltaic Project 
4160,CA,Solar Photovoltaic Project 
4161,CA,Solar Photovoltaic Project 
4162,CA,Solar Photovoltaic Project 
4163,CA,Solar Photovoltaic Project 
4164,CA,Solar Photovoltaic Project 
4165,CA,Solar Photovoltaic Project 
4166,CA,Solar Photovoltaic Project 
4167,CA,Solar Photovoltaic Project 
4168,CA,Solar Photovoltaic Project 
4169,CA,Solar Photovoltaic Project 
4170,CA,Solar Photovoltaic Project 
4171,CA,Solar Photovoltaic Project 
4172,CA,Solar Photovoltaic Project 
4173,CA,Solar Photovoltaic Project 
4174,CA,Solar Photovoltaic Project 
4175,CA,Solar Photovoltaic Project 
4176,CA,Solar Photovoltaic Project 
4177,CA,Solar Photovoltaic Project 
4178,CA,Solar Photovoltaic Project 
4179,CA,Solar Photovoltaic Project 
4180,CA,Solar Photovoltaic Project 
4181,CA,Solar Photovoltaic Project 
4182,CA,Solar Photovoltaic Project 
4183,CA,Solar Photovoltaic Project 
4184,CA,Solar Photovoltaic Project 
4185,CA,Solar Photovoltaic Project 
4186,CA,Solar Photovoltaic Project 
4187,CA,Solar Photovoltaic Project 
4188,CA,Solar Photovoltaic Project 
4189,CA,Solar Photovoltaic Project 
4190,CA,Solar Photovoltaic Project 
4191,CA,Solar Photovoltaic Project 
4192,CA,Solar Photovoltaic Project 
4193,CA,Solar Photovoltaic Project 
4194,CA,Solar Photovoltaic Project 
4195,CA,Solar Photovoltaic Project 
4196,CA,Solar Photovoltaic Project 
4197,CA,Solar Photovoltaic Project 
4198,CA,Solar Photovoltaic Project 
4199,CA,Solar Photovoltaic Project 
4200,CA,Solar Photovoltaic Project 
4201,CA,Solar Photovoltaic Project 
4202,CA,Solar Photovoltaic Project 
4203,CA,Solar Photovoltaic Project 
4204,CA,Solar Photovoltaic Project 
4205,CA,Solar Photovoltaic Project 
4206,CA,Solar Photovoltaic Project 
4207,CA,Solar Photovoltaic Project 
4208,CA,Solar Photovoltaic Project 
4209,CA,Solar Photovoltaic Project 
4210,CA,Solar Photovoltaic Project 
4211,CA,Solar Photovoltaic Project 
4212,CA,Solar Photovoltaic Project 
4213,CA,Solar Photovoltaic Project 
4214,CA,Solar Photovoltaic Project 
4215,CA,Solar Photovoltaic Project 
4216,CA,Solar Photovoltaic Project 
4217,CA,Solar Photovoltaic Project 
4218,CA,Solar Photovoltaic Project 
4219,CA,Solar Photovoltaic Project 
4220,CA,Solar Photovoltaic Project 
4221,CA,Solar Photovoltaic Project 
4222,CA,Solar Photovoltaic Project 
4223,CA,Solar Photovoltaic Project 
4224,CA,Solar Photovoltaic Project 
4225,CA,Solar Photovoltaic Project 
4226,CA,Solar Photovoltaic Project 
4227,CA,Solar Photovoltaic Project 
4228,CA,Solar Photovoltaic Project 
4229,CA,Solar Photovoltaic Project 
4230,CA,Solar Photovoltaic Project 
4231,CA,Solar Photovoltaic Project 
4232,CA,Solar Photovoltaic Project 
4233,CA,Solar Photovoltaic Project 
4234,CA,Solar Photovoltaic Project 
4235,CA,Solar Photovoltaic Project 
4236,CA,Solar Photovoltaic Project 
4237,CA,Solar Photovoltaic Project 
4238,CA,Solar Photovoltaic Project 
4239,CA,Solar Photovoltaic Project 
4240,CA,Solar Photovoltaic Project 
4241,CA,Solar Photovoltaic Project 
,FL,,7846,1,GT,NG,,,1,,,GT,NG,,0.75,2476
4242,CA,Solar Photovoltaic Project 
4243,CA,Solar Photovoltaic Project 
4244,CA,Solar Photovoltaic Project 
4245,CA,Solar Photovoltaic Project 
4246,CA,Solar Photovoltaic Project 
4247,CA,Solar Photovoltaic Project 
4248,CA,Solar Photovoltaic Project 
4249,CA,Solar Photovoltaic Project 
4250,CA,Solar Photovoltaic Project 
4251,CA,Solar Photovoltaic Project 
4252,CA,Solar Photovoltaic Project 
4253,CA,Solar Photovoltaic Project 
4254,CA,Solar Photovoltaic Project 
4255,CA,Solar Photovoltaic Project 
4256,CA,Solar Photovoltaic Project 
4257,CA,Solar Photovoltaic Project 
4258,CA,Solar Photovoltaic Project 
4259,CA,Solar Photovoltaic Project 
4260,CA,Solar Photovoltaic Project 
4261,CA,Solar Photovoltaic Project 
4262,CA,Solar Photovoltaic Project 
4263,CA,Solar Photovoltaic Project 
4264,CA,Solar Photovoltaic Project 
