Seqno,state,plant_name,orispl,unit,prime_mover,fuel,online_year,egrid_year,gen,number_of_boiler,genstatus,gen_prime_mover,gen_fuel,capacity_mw,match_score,plant_id
11731,MD,NRG Chalk Point CT,61890,SGT1,GT,DFO,,2018,SGT1,0,OP,GT,DFO,94,1,4754
11732,MD,Perdue Salisbury Photovoltaic,57879,SALI,PV,SUN,,2018,SALI,0,OP,PV,SUN,1,1,4755
11739,MD,Pfeffers,61185,SO147,PV,SUN,,2018,SO147,0,OP,PV,SUN,1,1,4757
11740,MD,Philadelphia,1557,GT1,GT,DFO,,2018,GT1,0,OP,GT,DFO,20.7,1,4758
11741,MD,Philadelphia,1557,GT2,GT,DFO,,2018,GT2,0,OP,GT,DFO,20.7,1,4758
11742,MD,Philadelphia,1557,GT3,GT,DFO,,2018,GT3,0,OP,GT,DFO,20.7,1,4758
11743,MD,Philadelphia,1557,GT4,GT,DFO,,2018,GT4,0,OP,GT,DFO,20.7,1,4758
11744,MD,Presbyterian Senior Living Service,60447,PSLS,PV,SUN,,2018,PSLS,0,OP,PV,SUN,1.2,1,4759
11745,MD,Queen Anne's County,58631,1,PV,SUN,,2018,1,0,OP,PV,SUN,2,1,4760
11746,MD,Riverside (MD),1559,4,ST,NG,,2018,4,1,RE,ST,NG,72.2,1,4761
11747,MD,Riverside (MD),1559,GT6,GT,NG,,2018,GT6,0,RE,GT,NG,135,1,4761
11748,MD,Riverside (MD),1559,GT7,GT,DFO,,2018,GT7,0,OP,GT,DFO,25,1,4761
11749,MD,Riverside (MD),1559,GT8,GT,DFO,,2018,GT8,0,OP,GT,DFO,25,1,4761
11750,MD,Rock Hall,58241,RCKHL,PV,SUN,,2018,RCKHL,0,OP,PV,SUN,1,1,4762
11751,MD,Rock Springs Generating Facility,7835,1,GT,NG,2003,2018,1,0,OP,GT,NG,198.9,1,4763
11752,MD,Rock Springs Generating Facility,7835,2,GT,NG,2003,2018,2,0,OP,GT,NG,175.9,1,4763
11753,MD,Rock Springs Generating Facility,7835,3,GT,NG,2002,2018,3,0,OP,GT,NG,198.9,1,4763
11754,MD,Rock Springs Generating Facility,7835,4,GT,NG,2002,2018,4,0,OP,GT,NG,198.9,1,4763
11755,MD,Rockfish Solar LLC,59811,GEN1,PV,SUN,,2018,GEN1,0,OP,PV,SUN,10.3,1,4764
11756,MD,"Roth Rock North Wind Farm, LLC",57240,SRRNW,WT,WND,,2018,SRRNW,0,OP,WT,WND,10,1,4765
11757,MD,Roth Rock Wind Farm LLC,57239,SRRW1,WT,WND,,2018,SRRW1,0,OP,WT,WND,40,1,4766
11758,MD,Smith Island,6391,2,IC,DFO,,2018,2,0,OP,IC,DFO,0.5,1,4767
11759,MD,Smith Island,6391,3,IC,DFO,,2018,3,0,OP,IC,DFO,1.2,1,4767
11760,MD,Sod Run WTP A,60669,PV1,PV,SUN,,2018,PV1,0,OP,PV,SUN,2,1,4768
11761,MD,Sol Phoenix,62331,SOLPH,PV,SUN,,2018,SOLPH,0,L,PV,SUN,2.5,1,4769
11762,MD,Solar Hagerstown,62912,137,PV,SUN,,2018,137,0,L,PV,SUN,10,1,4770
11763,MD,"Synergen Panorama, LLC CSG",62327,SP,PV,SUN,,2018,SP,0,U,PV,SUN,6.6,1,4771
11764,MD,Terrapin Hills Wind Farm,60211,1,WT,WND,,2018,1,0,IP,WT,WND,50,1,4772
11765,MD,The Clorox Company,60461,PV1,PV,SUN,,2018,PV1,0,OP,PV,SUN,1.6,1,4773
11766,MD,Town of Chestertown- Chestertown WWTP,60096,PV1,PV,SUN,,2018,PV1,0,OP,PV,SUN,1,1,4774
11767,MD,UMCES Ground Mount,62405,X0009,PV,SUN,,2018,X0009,0,OP,PV,SUN,2,1,4775
11768,MD,UMCP CHP Plant,56038,1,GT,NG,,2018,1,0,OP,GT,NG,11,1,4776
11769,MD,UMCP CHP Plant,56038,2,GT,NG,,2018,2,0,OP,GT,NG,11,1,4776
11770,MD,UMCP CHP Plant,56038,3,ST,NG,,2018,3,0,OP,ST,NG,5.4,1,4776
11771,MD,UMES (MD) - Princess Anne,59749,1,PV,SUN,,2018,1,0,OP,PV,SUN,2.2,1,4777
11772,MD,UMMS at Pocomoke,58329,PV1,PV,SUN,,2018,PV1,0,OP,PV,SUN,2.8,1,4778
11773,MD,Vienna,1564,8,ST,RFO,1971,2018,8,1,OP,ST,RFO,162,1,4779
11774,MD,Westport,1560,CT5,GT,NG,1969,2018,GT5,0,OP,GT,NG,121.5,0.8,4780
11778,MD,Wicomico,56680,1,IC,LFG,,2018,1,0,OP,IC,LFG,0.3,1,4782
11779,MD,Wicomico,56680,10,IC,LFG,,2018,10,0,OP,IC,LFG,0.3,1,4782
11780,MD,Wicomico,56680,11,IC,LFG,,2018,11,0,OP,IC,LFG,0.3,1,4782
11781,MD,Wicomico,56680,12,IC,LFG,,2018,12,0,OP,IC,LFG,0.3,1,4782
11782,MD,Wicomico,56680,13,IC,LFG,,2018,13,0,OP,IC,LFG,0.3,1,4782
11783,MD,Wicomico,56680,14,IC,LFG,,2018,14,0,OP,IC,LFG,0.3,1,4782
11784,MD,Wicomico,56680,15,IC,LFG,,2018,15,0,OP,IC,LFG,0.3,1,4782
11785,MD,Wicomico,56680,16,IC,LFG,,2018,16,0,OP,IC,LFG,0.3,1,4782
11786,MD,Wicomico,56680,17,IC,LFG,,2018,17,0,OP,IC,LFG,0.3,1,4782
11787,MD,Wicomico,56680,18,IC,LFG,,2018,18,0,OP,IC,LFG,0.3,1,4782
11788,MD,Wicomico,56680,2,IC,LFG,,2018,2,0,OP,IC,LFG,0.3,1,4782
11789,MD,Wicomico,56680,3,IC,LFG,,2018,3,0,OP,IC,LFG,0.3,1,4782
11790,MD,Wicomico,56680,4,IC,LFG,,2018,4,0,OP,IC,LFG,0.3,1,4782
11791,MD,Wicomico,56680,5,IC,LFG,,2018,5,0,OP,IC,LFG,0.3,1,4782
11792,MD,Wicomico,56680,6,IC,LFG,,2018,6,0,OP,IC,LFG,0.3,1,4782
11793,MD,Wicomico,56680,7,IC,LFG,,2018,7,0,OP,IC,LFG,0.3,1,4782
11794,MD,Wicomico,56680,8,IC,LFG,,2018,8,0,OP,IC,LFG,0.3,1,4782
11795,MD,Wicomico,56680,9,IC,LFG,,2018,9,0,OP,IC,LFG,0.3,1,4782
11798,MD,Wye Mills VNEM CSG,60604,PV1,PV,SUN,,2018,PV1,0,OP,PV,SUN,10,1,4784
11799,ME,Androscoggin 3,1480,328,HY,WAT,,2018,328,0,OP,HY,WAT,3.6,1,4785
11800,ME,Androscoggin Energy,55031,CT01,GT,NG,1999,2018,CT01,0,OP,GT,NG,54.5,1,4786
11801,ME,Androscoggin Energy,55031,CT02,GT,NG,1999,2018,CT02,0,OP,GT,NG,54.5,1,4786
11802,ME,Androscoggin Energy,55031,CT03,GT,NG,2000,2018,CT03,0,OP,GT,NG,54.5,1,4786
11808,ME,Anson Abenaki Hydros,10186,AB1,HY,WAT,,2018,AB1,0,OP,HY,WAT,3,1,4788
11809,ME,Anson Abenaki Hydros,10186,AB2,HY,WAT,,2018,AB2,0,OP,HY,WAT,2.7,1,4788
11810,ME,Anson Abenaki Hydros,10186,AB3,HY,WAT,,2018,AB3,0,OP,HY,WAT,3,1,4788
11811,ME,Anson Abenaki Hydros,10186,AB4,HY,WAT,,2018,AB4,0,OP,HY,WAT,3,1,4788
11812,ME,Anson Abenaki Hydros,10186,AB5,HY,WAT,,2018,AB5,0,OP,HY,WAT,2.5,1,4788
11813,ME,Anson Abenaki Hydros,10186,AB6,HY,WAT,,2018,AB6,0,OP,HY,WAT,3,1,4788
11814,ME,Anson Abenaki Hydros,10186,AB7,HY,WAT,,2018,AB7,0,OP,HY,WAT,2.5,1,4788
11815,ME,Anson Abenaki Hydros,10186,AB8,HY,WAT,,2018,AB8,0,OP,HY,WAT,0.3,1,4788
11816,ME,Anson Abenaki Hydros,10186,AN1,HY,WAT,,2018,AN1,0,OP,HY,WAT,1.8,1,4788
11817,ME,Anson Abenaki Hydros,10186,AN2,HY,WAT,,2018,AN2,0,OP,HY,WAT,1.8,1,4788
11818,ME,Anson Abenaki Hydros,10186,AN3,HY,WAT,,2018,AN3,0,OP,HY,WAT,1.8,1,4788
11819,ME,Anson Abenaki Hydros,10186,AN4,HY,WAT,,2018,AN4,0,OP,HY,WAT,1.8,1,4788
11820,ME,Anson Abenaki Hydros,10186,AN5,HY,WAT,,2018,AN5,0,OP,HY,WAT,1.8,1,4788
11821,ME,Anson Abenaki Hydros,10186,STG1,ST,NG,,2018,STG1,0,RE,ST,NG,3,1,4788
11822,ME,Athens Energy,60457,1,OT,WDS,,2018,1,0,OP,OT,WDS,8.5,1,4789
11823,ME,Aziscohos Hydroelectric Project,50999,GEN1,HY,WAT,,2018,GEN1,0,OP,HY,WAT,6.7,1,4790
11824,ME,Bar Harbor,1466,1,IC,DFO,,2018,1,0,RE,IC,DFO,2,1,4791
11825,ME,Bar Harbor,1466,2,IC,DFO,,2018,2,0,RE,IC,DFO,2,1,4791
11826,ME,Bar Harbor,1466,3,IC,DFO,,2018,3,0,RE,IC,DFO,2,1,4791
11827,ME,Bar Harbor,1466,4,IC,DFO,,2018,4,0,RE,IC,DFO,2,1,4791
11828,ME,Bar Mills,1481,1,HY,WAT,,2018,1,0,OP,HY,WAT,2,1,4792
11829,ME,Bar Mills,1481,2,HY,WAT,,2018,2,0,OP,HY,WAT,2,1,4792
11830,ME,Barker Lower,10728,GEN1,HY,WAT,,2018,GEN1,0,OP,HY,WAT,1.5,1,4793
11831,ME,Basin Mills,783,1,HY,WAT,,2018,1,0,IP,HY,WAT,12,1,4794
11832,ME,Basin Mills,783,2,HY,WAT,,2018,2,0,IP,HY,WAT,12,1,4794
11833,ME,Basin Mills,783,3,HY,WAT,,2018,3,0,IP,HY,WAT,12,1,4794
11834,ME,Bates Mill Upper,7044,BU1,HY,WAT,,2018,BU1,0,RE,HY,WAT,1.2,1,4795
11835,ME,Bates Mill Upper,7044,BU2,HY,WAT,,2018,BU2,0,RE,HY,WAT,1.5,1,4795
11836,ME,Bates Mill Upper,7044,BU3,HY,WAT,,2018,BU3,0,RE,HY,WAT,1.2,1,4795
11837,ME,Beaver Ridge Wind,57130,BR1,WT,WND,,2018,BR1,0,OP,WT,WND,4.5,1,4796
11838,ME,Benton Falls Associates,10523,GEN1,HY,WAT,,2018,GEN1,0,OP,HY,WAT,3.5,1,4797
11839,ME,Benton Falls Associates,10523,GEN2,HY,WAT,,2018,GEN2,0,OP,HY,WAT,0.7,1,4797
11840,ME,Bingham Wind,57531,1,WT,WND,,2018,1,0,OP,WT,WND,186,1,4798
11841,ME,Bonny Eagle,1482,1,HY,WAT,,2018,1,0,OP,HY,WAT,1.2,1,4799
11842,ME,Bonny Eagle,1482,2,HY,WAT,,2018,2,0,OP,HY,WAT,1.2,1,4799
11843,ME,Bonny Eagle,1482,3,HY,WAT,,2018,3,0,OP,HY,WAT,1.2,1,4799
11844,ME,Bonny Eagle,1482,4,HY,WAT,,2018,4,0,OP,HY,WAT,1.2,1,4799
11845,ME,Bonny Eagle,1482,5,HY,WAT,,2018,5,0,OP,HY,WAT,1.2,1,4799
11846,ME,Bonny Eagle,1482,6,HY,WAT,,2018,6,0,OP,HY,WAT,1.2,1,4799
11847,ME,Bowers Wind Project,57088,1,WT,WND,,2018,1,0,IP,WT,WND,48,1,4800
11848,ME,Brassua Hydroelectric Project,10555,1,HY,WAT,,2018,1,0,OP,HY,WAT,3.6,1,4801
11849,ME,Brunswick Hydro,1483,B1,HY,WAT,,2018,B1,0,OP,HY,WAT,12.6,1,4802
11850,ME,Brunswick Hydro,1483,B2,HY,WAT,,2018,B2,0,OP,HY,WAT,3.5,1,4802
11851,ME,Brunswick Hydro,1483,B3,HY,WAT,,2018,B3,0,OP,HY,WAT,3.5,1,4802
11853,ME,Bull Hill Wind Project,57083,1,WT,WND,,2018,1,0,OP,WT,WND,34.5,1,4804
11854,ME,Canton Mountain Wind,58620,1,WT,WND,,2018,1,0,OP,WT,WND,22.8,1,4805
11855,ME,Cape Gas Turbine,1484,GT4,GT,DFO,,2018,GT4,0,OP,GT,DFO,17.5,1,4806
11856,ME,Cape Gas Turbine,1484,GT5,GT,DFO,,2018,GT5,0,OP,GT,DFO,17.5,1,4806
11857,ME,Caribou Generation Station,1513,1,ST,RFO,,2018,1,1,OS,ST,RFO,7.5,1,4807
11858,ME,Caribou Generation Station,1513,CD2,IC,DFO,,2018,CD2,0,SB,IC,DFO,2.7,1,4807
11859,ME,Caribou Generation Station,1513,CD3,IC,DFO,,2018,CD3,0,SB,IC,DFO,2.7,1,4807
11860,ME,Caribou Generation Station,1513,CD4,IC,DFO,,2018,CD4,0,SB,IC,DFO,1,1,4807
11861,ME,Caribou Generation Station,1513,CD5,IC,DFO,,2018,CD5,0,SB,IC,DFO,1.2,1,4807
11862,ME,Caribou Generation Station,1513,CH1,HY,WAT,,2018,CH1,0,OP,HY,WAT,0.4,1,4807
11863,ME,Caribou Generation Station,1513,CH2,HY,WAT,,2018,CH2,0,OP,HY,WAT,0.4,1,4807
11864,ME,Caribou Generation Station,1513,ST2,ST,RFO,,2018,ST2,1,OS,ST,RFO,11.5,1,4807
11865,ME,Cataract Hydro,1486,1,HY,WAT,,2018,1,0,OP,HY,WAT,6.6,1,4808
11866,ME,Charles E Monty,805,M-1,HY,WAT,,2018,M-1,0,OP,HY,WAT,14.2,1,4809
11867,ME,Charles E Monty,805,M2,HY,WAT,,2018,M2,0,OP,HY,WAT,14.2,1,4809
11868,ME,Continental Mills,1487,CM1,HY,WAT,,2018,CM1,0,RE,HY,WAT,0.4,1,4810
11869,ME,Continental Mills,1487,CM2,HY,WAT,,2018,CM2,0,RE,HY,WAT,0.4,1,4810
11870,ME,Continental Mills,1487,CM3,HY,WAT,,2018,CM3,0,RE,HY,WAT,0.4,1,4810
11871,ME,Continental Mills,1487,CM5,HY,WAT,,2018,CM5,0,RE,HY,WAT,0.1,1,4810
11872,ME,Continental Mills,1487,CM6,HY,WAT,,2018,CM6,0,RE,HY,WAT,0.1,1,4810
11873,ME,Deer Rips,1488,DR1,HY,WAT,,2018,DR1,0,OP,HY,WAT,0.6,1,4811
11874,ME,Deer Rips,1488,DR2,HY,WAT,,2018,DR2,0,OP,HY,WAT,0.6,1,4811
11875,ME,Deer Rips,1488,DR3,HY,WAT,,2018,DR3,0,OP,HY,WAT,0.9,1,4811
11876,ME,Deer Rips,1488,DR4,HY,WAT,,2018,DR4,0,OP,HY,WAT,0.8,1,4811
11877,ME,Deer Rips,1488,DR5,HY,WAT,,2018,DR5,0,OP,HY,WAT,0.8,1,4811
11878,ME,Deer Rips,1488,DR6,HY,WAT,,2018,DR6,0,OP,HY,WAT,1.8,1,4811
11879,ME,Deer Rips,1488,DR7,HY,WAT,,2018,DR7,0,OP,HY,WAT,1,1,4811
11892,ME,East Millinocket Mill,55830,M2S1,ST,WDS,,2018,M2S1,3,OS,ST,WDS,15.6,1,4813
11893,ME,East Millinocket Mill,55830,M2S2,ST,WDS,,2018,M2S2,3,OS,ST,WDS,15.6,1,4813
11894,ME,East Millinocket Mill,55830,M2S3,ST,WDS,,2018,M2S3,3,OS,ST,WDS,30.2,1,4813
11895,ME,Eastern Maine Medical Center,58153,COGE,GT,NG,,2018,COGE,0,OP,GT,NG,3.8,1,4814
11896,ME,Eastport,1468,1,IC,DFO,,2018,1,0,RE,IC,DFO,1,1,4815
11897,ME,Eastport,1468,2,IC,DFO,,2018,2,0,RE,IC,DFO,1,1,4815
11898,ME,Eastport,1468,3,IC,DFO,,2018,3,0,OS,IC,DFO,2,1,4815
11899,ME,Ellsworth Hydro Station,1469,EL01,HY,WAT,,2018,EL01,0,OP,HY,WAT,2.5,1,4816
11900,ME,Ellsworth Hydro Station,1469,EL02,HY,WAT,,2018,EL02,0,OP,HY,WAT,2,1,4816
11901,ME,Ellsworth Hydro Station,1469,EL03,HY,WAT,,2018,EL03,0,OP,HY,WAT,2,1,4816
11902,ME,Ellsworth Hydro Station,1469,EL04,HY,WAT,,2018,EL04,0,OP,HY,WAT,2.4,1,4816
11903,ME,Flos Inn Diesel,1514,FID1,IC,DFO,,2018,FID1,0,OS,IC,DFO,2,1,4817
11904,ME,Flos Inn Diesel,1514,FID2,IC,DFO,,2018,FID2,0,OS,IC,DFO,2,1,4817
11905,ME,Flos Inn Diesel,1514,FID3,IC,DFO,,2018,FID3,0,OS,IC,DFO,2,1,4817
11906,ME,Fort Halifax,1490,FH1,HY,WAT,,2018,FH1,0,RE,HY,WAT,0.7,1,4818
11907,ME,Fort Halifax,1490,FH2,HY,WAT,,2018,FH2,0,RE,HY,WAT,0.7,1,4818
11908,ME,Fox Island Wind LLC,57354,1,WT,WND,,2018,1,0,OP,WT,WND,4.5,1,4819
11909,ME,Gardiner,50688,GEN1,HY,WAT,,2018,GEN1,0,OP,HY,WAT,1,1,4820
11910,ME,Great Lakes Hydro America - ME,54134,DOH2,HY,WAT,,2018,DOH2,0,OP,HY,WAT,1.3,1,4821
11911,ME,Great Lakes Hydro America - ME,54134,DOH3,HY,WAT,,2018,DOH3,0,OS,HY,WAT,1.3,1,4821
11912,ME,Great Lakes Hydro America - ME,54134,DOH4,HY,WAT,,2018,DOH4,0,OS,HY,WAT,1.8,1,4821
11913,ME,Great Lakes Hydro America - ME,54134,DOH5,HY,WAT,,2018,DOH5,0,OP,HY,WAT,5.3,1,4821
11914,ME,Great Lakes Hydro America - ME,54134,DOH6,HY,WAT,,2018,DOH6,0,OP,HY,WAT,4.1,1,4821
11915,ME,Great Lakes Hydro America - ME,54134,DOH7,HY,WAT,,2018,DOH7,0,OP,HY,WAT,4.1,1,4821
11916,ME,Great Lakes Hydro America - ME,54134,DOH8,HY,WAT,,2018,DOH8,0,OP,HY,WAT,3,1,4821
11917,ME,Great Lakes Hydro America - ME,54134,EMH1,HY,WAT,,2018,EMH1,0,OP,HY,WAT,1.6,1,4821
11918,ME,Great Lakes Hydro America - ME,54134,EMH2,HY,WAT,,2018,EMH2,0,OP,HY,WAT,1.6,1,4821
11919,ME,Great Lakes Hydro America - ME,54134,EMH3,HY,WAT,,2018,EMH3,0,OP,HY,WAT,1.6,1,4821
11920,ME,Great Lakes Hydro America - ME,54134,EMH4,HY,WAT,,2018,EMH4,0,OP,HY,WAT,1.6,1,4821
11921,ME,Great Lakes Hydro America - ME,54134,EMH5,HY,WAT,,2018,EMH5,0,OP,HY,WAT,1.6,1,4821
11922,ME,Great Lakes Hydro America - ME,54134,EMH6,HY,WAT,,2018,EMH6,0,OP,HY,WAT,1.6,1,4821
11923,ME,Great Lakes Hydro America - ME,54134,MCH1,HY,WAT,,2018,MCH1,0,OP,HY,WAT,12.2,1,4821
11924,ME,Great Lakes Hydro America - ME,54134,MCH2,HY,WAT,,2018,MCH2,0,OP,HY,WAT,12.2,1,4821
11925,ME,Great Lakes Hydro America - ME,54134,MCH3,HY,WAT,,2018,MCH3,0,OP,HY,WAT,13.2,1,4821
11926,ME,Great Lakes Hydro America - ME,54134,MIH2,HY,WAT,,2018,MIH2,0,OP,HY,WAT,5.5,1,4821
11927,ME,Great Lakes Hydro America - ME,54134,MIH3,HY,WAT,,2018,MIH3,0,OP,HY,WAT,5.5,1,4821
11928,ME,Great Lakes Hydro America - ME,54134,MIH4,HY,WAT,,2018,MIH4,0,OP,HY,WAT,5.1,1,4821
11929,ME,Great Lakes Hydro America - ME,54134,MIH5,HY,WAT,,2018,MIH5,0,OP,HY,WAT,5.1,1,4821
11930,ME,Great Lakes Hydro America - ME,54134,MIH6,HY,WAT,,2018,MIH6,0,OP,HY,WAT,5.1,1,4821
11931,ME,Great Lakes Hydro America - ME,54134,MIH7,HY,WAT,,2018,MIH7,0,OP,HY,WAT,4,1,4821
11932,ME,Great Lakes Hydro America - ME,54134,MIH8,HY,WAT,,2018,MIH8,0,OP,HY,WAT,5.4,1,4821
11933,ME,Great Lakes Hydro America - ME,54134,MIHI,HY,WAT,,2018,MIHI,0,OP,HY,WAT,5.4,1,4821
11934,ME,Great Lakes Hydro America - ME,54134,NOH1,HY,WAT,,2018,NOH1,0,OP,HY,WAT,3.2,1,4821
11935,ME,Great Lakes Hydro America - ME,54134,NOH2,HY,WAT,,2018,NOH2,0,OP,HY,WAT,3.2,1,4821
11936,ME,Great Lakes Hydro America - ME,54134,NOH3,HY,WAT,,2018,NOH3,0,OP,HY,WAT,3.2,1,4821
11937,ME,Great Lakes Hydro America - ME,54134,WEH1,HY,WAT,,2018,WEH1,0,OP,HY,WAT,4.8,1,4821
11938,ME,Great Lakes Hydro America - ME,54134,WEH2,HY,WAT,,2018,WEH2,0,OP,HY,WAT,4.8,1,4821
11939,ME,Great Lakes Hydro America - ME,54134,WEH3,HY,WAT,,2018,WEH3,0,OP,HY,WAT,4.8,1,4821
11940,ME,Great Lakes Hydro America - ME,54134,WEH4,HY,WAT,,2018,WEH4,0,OP,HY,WAT,4.8,1,4821
11941,ME,Gulf Island,1491,GI1,HY,WAT,,2018,GI1,0,OP,HY,WAT,6.4,1,4822
11942,ME,Gulf Island,1491,GI2,HY,WAT,,2018,GI2,0,OP,HY,WAT,6.4,1,4822
11943,ME,Gulf Island,1491,GI3,HY,WAT,,2018,GI3,0,OP,HY,WAT,6.4,1,4822
11944,ME,Hancock Wind Plant,58686,HANC1,WT,WND,,2018,HANC1,0,OP,WT,WND,51,1,4823
11945,ME,Harris Hydro,1492,HA1,HY,WAT,,2018,HA1,0,OP,HY,WAT,15,1,4824
11946,ME,Harris Hydro,1492,HA2,HY,WAT,,2018,HA2,0,OP,HY,WAT,30,1,4824
11947,ME,Harris Hydro,1492,HA3,HY,WAT,,2018,HA3,0,OP,HY,WAT,30,1,4824
11948,ME,Harris Hydro,1492,HA4,HY,WAT,,2018,HA4,0,OP,HY,WAT,1.4,1,4824
11949,ME,Hill Mill,7048,HM1,HY,WAT,,2018,HM1,0,RE,HY,WAT,0.3,1,4825
11950,ME,Hill Mill,7048,HM2,HY,WAT,,2018,HM2,0,RE,HY,WAT,0.3,1,4825
11951,ME,Hill Mill,7048,HM3,HY,WAT,,2018,HM3,0,RE,HY,WAT,0.3,1,4825
11952,ME,Hill Mill,7048,HM4,HY,WAT,,2018,HM4,0,RE,HY,WAT,0.3,1,4825
11953,ME,Hill Mill,7048,HM5,HY,WAT,,2018,HM5,0,RE,HY,WAT,0.3,1,4825
11954,ME,Hill Mill,7048,HM6,HY,WAT,,2018,HM6,0,RE,HY,WAT,0.3,1,4825
11955,ME,Hiram,1493,1,HY,WAT,,2018,1,0,OP,HY,WAT,2.4,1,4826
11956,ME,Hiram,1493,2,HY,WAT,,2018,2,0,OP,HY,WAT,8.1,1,4826
11957,ME,Howland Hydro Station,1472,HL01,HY,WAT,,2018,HL01,0,RE,HY,WAT,0.6,1,4827
11958,ME,Howland Hydro Station,1472,HL02,HY,WAT,,2018,HL02,0,RE,HY,WAT,0.6,1,4827
11959,ME,Howland Hydro Station,1472,HL03,HY,WAT,,2018,HL03,0,RE,HY,WAT,0.6,1,4827
11960,ME,Hydro Kennebec Project,54148,GEN1,HY,WAT,,2018,GEN1,0,OP,HY,WAT,7.7,1,4828
11961,ME,Hydro Kennebec Project,54148,GEN2,HY,WAT,,2018,GEN2,0,OP,HY,WAT,7.7,1,4828
11962,ME,Indeck Jonesboro Energy Center,10765,CFB002,ST,WDS,,2018,GEN1,1,SB,ST,WDS,27.5,0.375,4829
11963,ME,Indeck West Enfield Energy Center,10766,CFB001,ST,WDS,,2018,GEN1,1,OP,ST,WDS,27.5,0.5,4830
11964,ME,International Paper Jay Hydro,50047,GEN1,HY,WAT,,2018,GEN1,0,OP,HY,WAT,0.5,1,4831
11965,ME,International Paper Jay Hydro,50047,GEN2,HY,WAT,,2018,GEN2,0,OP,HY,WAT,0.5,1,4831
11966,ME,International Paper Jay Hydro,50047,GEN3,HY,WAT,,2018,GEN3,0,OP,HY,WAT,0.5,1,4831
11967,ME,International Paper Jay Hydro,50047,GEN4,HY,WAT,,2018,GEN4,0,OP,HY,WAT,0.5,1,4831
11968,ME,International Paper Jay Hydro,50047,GEN5,HY,WAT,,2018,GEN5,0,OP,HY,WAT,0.5,1,4831
11969,ME,International Paper Jay Hydro,50047,GEN6,HY,WAT,,2018,GEN6,0,OP,HY,WAT,0.6,1,4831
11970,ME,International Paper Livermore Hydro,50082,GEN1,HY,WAT,,2018,GEN1,0,OP,HY,WAT,1.1,1,4832
11971,ME,International Paper Livermore Hydro,50082,GEN2,HY,WAT,,2018,GEN2,0,OP,HY,WAT,1.1,1,4832
11972,ME,International Paper Livermore Hydro,50082,GEN3,HY,WAT,,2018,GEN3,0,OP,HY,WAT,1.1,1,4832
11973,ME,International Paper Livermore Hydro,50082,GEN4,HY,WAT,,2018,GEN4,0,OP,HY,WAT,1.2,1,4832
11974,ME,International Paper Livermore Hydro,50082,GEN5,HY,WAT,,2018,GEN5,0,OP,HY,WAT,1.1,1,4832
11975,ME,International Paper Livermore Hydro,50082,GEN6,HY,WAT,,2018,GEN6,0,OP,HY,WAT,0.7,1,4832
11976,ME,International Paper Livermore Hydro,50082,GEN7,HY,WAT,,2018,GEN7,0,OP,HY,WAT,0.9,1,4832
11977,ME,International Paper Livermore Hydro,50082,GEN8,HY,WAT,,2018,GEN8,0,OS,HY,WAT,1,1,4832
11978,ME,International Paper Livermore Hydro,50082,GEN9,HY,WAT,,2018,GEN9,0,OP,HY,WAT,1,1,4832
11979,ME,International Paper Riley Hydro,50081,GEN1,HY,WAT,,2018,GEN1,0,OP,HY,WAT,1.1,1,4833
11980,ME,International Paper Riley Hydro,50081,GEN2,HY,WAT,,2018,GEN2,0,OP,HY,WAT,1.1,1,4833
11981,ME,International Paper Riley Hydro,50081,GEN3,HY,WAT,,2018,GEN3,0,OP,HY,WAT,1.1,1,4833
11982,ME,International Paper Riley Hydro,50081,GEN4,HY,WAT,,2018,GEN4,0,OP,HY,WAT,1.1,1,4833
11983,ME,International Paper Riley Hydro,50081,GEN5,HY,WAT,,2018,GEN5,0,OP,HY,WAT,1.1,1,4833
11984,ME,International Paper Riley Hydro,50081,GEN6,HY,WAT,,2018,GEN6,0,OP,HY,WAT,1.1,1,4833
11985,ME,IOS - MEW Phase 1,61460,MEW1,PV,SUN,,2018,MEW1,0,OP,PV,SUN,4.1,1,4834
11986,ME,Kibby Wind Facility,56829,1,WT,WND,,2018,1,0,OP,WT,WND,66,1,4835
11987,ME,Kibby Wind Facility,56829,2,WT,WND,,2018,2,0,OP,WT,WND,66,1,4835
11988,ME,Lockwood Hydroelectric Facility,10066,GEN1,HY,WAT,,2018,GEN1,0,OP,HY,WAT,0.8,1,4836
11989,ME,Lockwood Hydroelectric Facility,10066,GEN2,HY,WAT,,2018,GEN2,0,OP,HY,WAT,0.8,1,4836
11990,ME,Lockwood Hydroelectric Facility,10066,GEN3,HY,WAT,,2018,GEN3,0,OP,HY,WAT,0.8,1,4836
11991,ME,Lockwood Hydroelectric Facility,10066,GEN4,HY,WAT,,2018,GEN4,0,OP,HY,WAT,0.8,1,4836
11992,ME,Lockwood Hydroelectric Facility,10066,GEN5,HY,WAT,,2018,GEN5,0,OP,HY,WAT,0.8,1,4836
11993,ME,Lockwood Hydroelectric Facility,10066,GEN6,HY,WAT,,2018,GEN6,0,OP,HY,WAT,0.8,1,4836
11994,ME,Lockwood Hydroelectric Facility,10066,GEN7,HY,WAT,,2018,GEN7,0,OP,HY,WAT,2.4,1,4836
11997,ME,Mars Hill Wind Farm Project,56448,1,WT,WND,,2018,1,0,OP,WT,WND,42,1,4838
12000,ME,Mechanic Falls,54123,GEN1,HY,WAT,,2018,GEN1,0,OP,HY,WAT,1,1,4840
