Balancing Authority,Date,Averaged Demand (MwH)
ERCO,08/13/2020 11:00:00 PM 23,60593
ERCO,08/14/2020 12:00:00 AM 24,56454
ERCO,08/14/2020 1:00:00 AM 1,52820
ERCO,08/14/2020 2:00:00 AM 2,49900
ERCO,08/14/2020 3:00:00 AM 3,47688
ERCO,08/14/2020 4:00:00 AM 4,46154
ERCO,08/14/2020 5:00:00 AM 5,45402
ERCO,08/14/2020 6:00:00 AM 6,45782
ERCO,08/14/2020 7:00:00 AM 7,46843
ERCO,08/14/2020 8:00:00 AM 8,47454
ERCO,08/14/2020 9:00:00 AM 9,50158
ERCO,08/14/2020 10:00:00 AM 10,54156
ERCO,08/14/2020 11:00:00 AM 11,58662
ERCO,08/14/2020 12:00:00 PM 12,63146
ERCO,08/14/2020 1:00:00 PM 13,67178
ERCO,08/14/2020 2:00:00 PM 14,70583
ERCO,08/14/2020 3:00:00 PM 15,72839
ERCO,08/14/2020 4:00:00 PM 16,73753
ERCO,08/14/2020 5:00:00 PM 17,74091
ERCO,08/14/2020 6:00:00 PM 18,73931
ERCO,08/14/2020 7:00:00 PM 19,72736
ERCO,08/14/2020 8:00:00 PM 20,70069
ERCO,08/14/2020 9:00:00 PM 21,67394
ERCO,08/14/2020 10:00:00 PM 22,64493
ERCO,08/14/2020 11:00:00 PM 23,60646
ERCO,08/15/2020 12:00:00 AM 24,56849
ERCO,08/15/2020 1:00:00 AM 1,53191
ERCO,08/15/2020 2:00:00 AM 2,50153
ERCO,08/15/2020 3:00:00 AM 3,47637
ERCO,08/15/2020 4:00:00 AM 4,45966
ERCO,08/15/2020 5:00:00 AM 5,44890
ERCO,08/15/2020 6:00:00 AM 6,44348
ERCO,08/15/2020 7:00:00 AM 7,44212
ERCO,08/15/2020 8:00:00 AM 8,44212
ERCO,08/15/2020 9:00:00 AM 9,46883
ERCO,08/15/2020 10:00:00 AM 10,51065
ERCO,08/15/2020 11:00:00 AM 11,55728
ERCO,08/15/2020 12:00:00 PM 12,60315
ERCO,08/15/2020 1:00:00 PM 13,64503
ERCO,08/15/2020 2:00:00 PM 14,67844
ERCO,08/15/2020 3:00:00 PM 15,70270
ERCO,08/15/2020 4:00:00 PM 16,71947
ERCO,08/15/2020 5:00:00 PM 17,73163
ERCO,08/15/2020 6:00:00 PM 18,73689
ERCO,08/15/2020 7:00:00 PM 19,72510
ERCO,08/15/2020 8:00:00 PM 20,69675
ERCO,08/15/2020 9:00:00 PM 21,67006
ERCO,08/15/2020 10:00:00 PM 22,63999
ERCO,08/15/2020 11:00:00 PM 23,60344
ERCO,08/16/2020 12:00:00 AM 24,56673
ERCO,08/16/2020 1:00:00 AM 1,53240
ERCO,08/16/2020 2:00:00 AM 2,50261
ERCO,08/16/2020 3:00:00 AM 3,47855
ERCO,08/16/2020 4:00:00 AM 4,45908
ERCO,08/16/2020 5:00:00 AM 5,44430
ERCO,08/16/2020 6:00:00 AM 6,43508
ERCO,08/16/2020 7:00:00 AM 7,42895
ERCO,08/16/2020 8:00:00 AM 8,42622
ERCO,08/16/2020 9:00:00 AM 9,45054
ERCO,08/16/2020 10:00:00 AM 10,49252
ERCO,08/16/2020 11:00:00 AM 11,54249
ERCO,08/16/2020 12:00:00 PM 12,59398
ERCO,08/16/2020 1:00:00 PM 13,64185
ERCO,08/16/2020 2:00:00 PM 14,67842
ERCO,08/16/2020 3:00:00 PM 15,70361
ERCO,08/16/2020 4:00:00 PM 16,72173
ERCO,08/16/2020 5:00:00 PM 17,73192
ERCO,08/16/2020 6:00:00 PM 18,73416
ERCO,08/16/2020 7:00:00 PM 19,71030
ERCO,08/16/2020 8:00:00 PM 20,66334
ERCO,08/16/2020 9:00:00 PM 21,63177
ERCO,08/16/2020 10:00:00 PM 22,60016
ERCO,08/16/2020 11:00:00 PM 23,55973
ERCO,08/17/2020 12:00:00 AM 24,51655
ERCO,08/17/2020 1:00:00 AM 1,48215
ERCO,08/17/2020 2:00:00 AM 2,45664
ERCO,08/17/2020 3:00:00 AM 3,43634
ERCO,08/17/2020 4:00:00 AM 4,41993
ERCO,08/17/2020 5:00:00 AM 5,41093
ERCO,08/17/2020 6:00:00 AM 6,41548
ERCO,08/17/2020 7:00:00 AM 7,42784
ERCO,08/17/2020 8:00:00 AM 8,43620
ERCO,08/17/2020 9:00:00 AM 9,45237
ERCO,08/17/2020 10:00:00 AM 10,47732
ERCO,08/17/2020 11:00:00 AM 11,50863
ERCO,08/17/2020 12:00:00 PM 12,54242
ERCO,08/17/2020 1:00:00 PM 13,57664
ERCO,08/17/2020 2:00:00 PM 14,60941
ERCO,08/17/2020 3:00:00 PM 15,63668
ERCO,08/17/2020 4:00:00 PM 16,65698
ERCO,08/17/2020 5:00:00 PM 17,66825
ERCO,08/17/2020 6:00:00 PM 18,66698
ERCO,08/17/2020 7:00:00 PM 19,65152
ERCO,08/17/2020 8:00:00 PM 20,62207
ERCO,08/17/2020 9:00:00 PM 21,60040
ERCO,08/17/2020 10:00:00 PM 22,57239
ERCO,08/17/2020 11:00:00 PM 23,53163
ERCO,08/18/2020 12:00:00 AM 24,49114
ERCO,08/18/2020 1:00:00 AM 1,45756
ERCO,08/18/2020 2:00:00 AM 2,43247
ERCO,08/18/2020 3:00:00 AM 3,41545
ERCO,08/18/2020 4:00:00 AM 4,40414
ERCO,08/18/2020 5:00:00 AM 5,40169
ERCO,08/18/2020 6:00:00 AM 6,40996
ERCO,08/18/2020 7:00:00 AM 7,42486
ERCO,08/18/2020 8:00:00 AM 8,43248
ERCO,08/18/2020 9:00:00 AM 9,45652
ERCO,08/18/2020 10:00:00 AM 10,49504
ERCO,08/18/2020 11:00:00 AM 11,54096
ERCO,08/18/2020 12:00:00 PM 12,58662
ERCO,08/18/2020 1:00:00 PM 13,62746
ERCO,08/18/2020 2:00:00 PM 14,66023
ERCO,08/18/2020 3:00:00 PM 15,68307
ERCO,08/18/2020 4:00:00 PM 16,69439
ERCO,08/18/2020 5:00:00 PM 17,69818
ERCO,08/18/2020 6:00:00 PM 18,69011
ERCO,08/18/2020 7:00:00 PM 19,66463
ERCO,08/18/2020 8:00:00 PM 20,63233
ERCO,08/18/2020 9:00:00 PM 21,60603
ERCO,08/18/2020 10:00:00 PM 22,57438
ERCO,08/18/2020 11:00:00 PM 23,53227
ERCO,08/19/2020 12:00:00 AM 24,48981
ERCO,08/19/2020 1:00:00 AM 1,45276
ERCO,08/19/2020 2:00:00 AM 2,42425
ERCO,08/19/2020 3:00:00 AM 3,40427
ERCO,08/19/2020 4:00:00 AM 4,39049
ERCO,08/19/2020 5:00:00 AM 5,38557
ERCO,08/19/2020 6:00:00 AM 6,39272
ERCO,08/19/2020 7:00:00 AM 7,40641
ERCO,08/19/2020 8:00:00 AM 8,41387
ERCO,08/19/2020 9:00:00 AM 9,43816
ERCO,08/19/2020 10:00:00 AM 10,47459
ERCO,08/19/2020 11:00:00 AM 11,51745
ERCO,08/19/2020 12:00:00 PM 12,56274
ERCO,08/19/2020 1:00:00 PM 13,60304
ERCO,08/19/2020 2:00:00 PM 14,63588
ERCO,08/19/2020 3:00:00 PM 15,66099
ERCO,08/19/2020 4:00:00 PM 16,67771
ERCO,08/19/2020 5:00:00 PM 17,68341
ERCO,08/19/2020 6:00:00 PM 18,67676
ERCO,08/19/2020 7:00:00 PM 19,65881
ERCO,08/19/2020 8:00:00 PM 20,62669
ERCO,08/19/2020 9:00:00 PM 21,59770
ERCO,08/19/2020 10:00:00 PM 22,56527
ERCO,08/19/2020 11:00:00 PM 23,52074
ERCO,08/20/2020 12:00:00 AM 24,47667
ERCO,08/20/2020 1:00:00 AM 1,43979
ERCO,08/20/2020 2:00:00 AM 2,41461
ERCO,08/20/2020 3:00:00 AM 3,39331
ERCO,08/20/2020 4:00:00 AM 4,38129
ERCO,08/20/2020 5:00:00 AM 5,37697
ERCO,08/20/2020 6:00:00 AM 6,38576
ERCO,08/20/2020 7:00:00 AM 7,40198
ERCO,08/20/2020 8:00:00 AM 8,41090
ERCO,08/20/2020 9:00:00 AM 9,43517
ERCO,08/20/2020 10:00:00 AM 10,47063
ERCO,08/20/2020 11:00:00 AM 11,51423
ERCO,08/20/2020 12:00:00 PM 12,55999
ERCO,08/20/2020 1:00:00 PM 13,59934
ERCO,08/20/2020 2:00:00 PM 14,63183
ERCO,08/20/2020 3:00:00 PM 15,65706
ERCO,08/20/2020 4:00:00 PM 16,67451
ERCO,08/20/2020 5:00:00 PM 17,67859
ERCO,08/20/2020 6:00:00 PM 18,67057
ERCO,08/20/2020 7:00:00 PM 19,64911
ERCO,08/20/2020 8:00:00 PM 20,61747
ERCO,08/20/2020 9:00:00 PM 21,59357
ERCO,08/20/2020 10:00:00 PM 22,56464
ERCO,08/20/2020 11:00:00 PM 23,52330
ERCO,08/21/2020 12:00:00 AM 24,48164
ERCO,08/21/2020 1:00:00 AM 1,44700
ERCO,08/21/2020 2:00:00 AM 2,42122
ERCO,08/21/2020 3:00:00 AM 3,40245
ERCO,08/21/2020 4:00:00 AM 4,39110
ERCO,08/21/2020 5:00:00 AM 5,38780
ERCO,08/21/2020 6:00:00 AM 6,39482
ERCO,08/21/2020 7:00:00 AM 7,40983
ERCO,08/21/2020 8:00:00 AM 8,41911
ERCO,08/21/2020 9:00:00 AM 9,44377
ERCO,08/21/2020 10:00:00 AM 10,48130
ERCO,08/21/2020 11:00:00 AM 11,52440
ERCO,08/21/2020 12:00:00 PM 12,56703
ERCO,08/21/2020 1:00:00 PM 13,60663
ERCO,08/21/2020 2:00:00 PM 14,64022
ERCO,08/21/2020 3:00:00 PM 15,66539
ERCO,08/21/2020 4:00:00 PM 16,67966
ERCO,08/21/2020 5:00:00 PM 17,67836
ERCO,08/21/2020 6:00:00 PM 18,66443
ERCO,08/21/2020 7:00:00 PM 19,64208
ERCO,08/21/2020 8:00:00 PM 20,61078
ERCO,08/21/2020 9:00:00 PM 21,58839
ERCO,08/21/2020 10:00:00 PM 22,56202
ERCO,08/21/2020 11:00:00 PM 23,52712
ERCO,08/22/2020 12:00:00 AM 24,49283
ERCO,08/22/2020 1:00:00 AM 1,46063
ERCO,08/22/2020 2:00:00 AM 2,43637
ERCO,08/22/2020 3:00:00 AM 3,41674
ERCO,08/22/2020 4:00:00 AM 4,40251
ERCO,08/22/2020 5:00:00 AM 5,39404
ERCO,08/22/2020 6:00:00 AM 6,39201
ERCO,08/22/2020 7:00:00 AM 7,39305
ERCO,08/22/2020 8:00:00 AM 8,39379
ERCO,08/22/2020 9:00:00 AM 9,41669
ERCO,08/22/2020 10:00:00 AM 10,44983
ERCO,08/22/2020 11:00:00 AM 11,48526
ERCO,08/22/2020 12:00:00 PM 12,51919
ERCO,08/22/2020 1:00:00 PM 13,55055
ERCO,08/22/2020 2:00:00 PM 14,57626
ERCO,08/22/2020 3:00:00 PM 15,59538
ERCO,08/22/2020 4:00:00 PM 16,60749
ERCO,08/22/2020 5:00:00 PM 17,61229
ERCO,08/22/2020 6:00:00 PM 18,60719
ERCO,08/22/2020 7:00:00 PM 19,59371
ERCO,08/22/2020 8:00:00 PM 20,56831
ERCO,08/22/2020 9:00:00 PM 21,54783
ERCO,08/22/2020 10:00:00 PM 22,52306
ERCO,08/22/2020 11:00:00 PM 23,49191
ERCO,08/23/2020 12:00:00 AM 24,45986
ERCO,08/23/2020 1:00:00 AM 1,43125
ERCO,08/23/2020 2:00:00 AM 2,40735
ERCO,08/23/2020 3:00:00 AM 3,39047
ERCO,08/23/2020 4:00:00 AM 4,37733
ERCO,08/23/2020 5:00:00 AM 5,36833
ERCO,08/23/2020 6:00:00 AM 6,36425
ERCO,08/23/2020 7:00:00 AM 7,36345
ERCO,08/23/2020 8:00:00 AM 8,36308
ERCO,08/23/2020 9:00:00 AM 9,38781
ERCO,08/23/2020 10:00:00 AM 10,43049
ERCO,08/23/2020 11:00:00 AM 11,47861
ERCO,08/23/2020 12:00:00 PM 12,52616
ERCO,08/23/2020 1:00:00 PM 13,56607
ERCO,08/23/2020 2:00:00 PM 14,59771
ERCO,08/23/2020 3:00:00 PM 15,62130
ERCO,08/23/2020 4:00:00 PM 16,63893
ERCO,08/23/2020 5:00:00 PM 17,64896
ERCO,08/23/2020 6:00:00 PM 18,65190
ERCO,08/23/2020 7:00:00 PM 19,64060
ERCO,08/23/2020 8:00:00 PM 20,61502
ERCO,08/23/2020 9:00:00 PM 21,59409
ERCO,08/23/2020 10:00:00 PM 22,56766
ERCO,08/23/2020 11:00:00 PM 23,52791
ERCO,08/24/2020 12:00:00 AM 24,48697
ERCO,08/24/2020 1:00:00 AM 1,45244
ERCO,08/24/2020 2:00:00 AM 2,42727
ERCO,08/24/2020 3:00:00 AM 3,40991
ERCO,08/24/2020 4:00:00 AM 4,39906
ERCO,08/24/2020 5:00:00 AM 5,39617
ERCO,08/24/2020 6:00:00 AM 6,40426
ERCO,08/24/2020 7:00:00 AM 7,42034
ERCO,08/24/2020 8:00:00 AM 8,43050
ERCO,08/24/2020 9:00:00 AM 9,45483
ERCO,08/24/2020 10:00:00 AM 10,48846
ERCO,08/24/2020 11:00:00 AM 11,52933
ERCO,08/24/2020 12:00:00 PM 12,57301
ERCO,08/24/2020 1:00:00 PM 13,60906
ERCO,08/24/2020 2:00:00 PM 14,63434
ERCO,08/24/2020 3:00:00 PM 15,65408
ERCO,08/24/2020 4:00:00 PM 16,66849
ERCO,08/24/2020 5:00:00 PM 17,67453
ERCO,08/24/2020 6:00:00 PM 18,67077
ERCO,08/24/2020 7:00:00 PM 19,65503
ERCO,08/24/2020 8:00:00 PM 20,62594
ERCO,08/24/2020 9:00:00 PM 21,60198
ERCO,08/24/2020 10:00:00 PM 22,57025
ERCO,08/24/2020 11:00:00 PM 23,52740
ERCO,08/25/2020 12:00:00 AM 24,48600
ERCO,08/25/2020 1:00:00 AM 1,45131
ERCO,08/25/2020 2:00:00 AM 2,42649
ERCO,08/25/2020 3:00:00 AM 3,40942
ERCO,08/25/2020 4:00:00 AM 4,39858
ERCO,08/25/2020 5:00:00 AM 5,39542
ERCO,08/25/2020 6:00:00 AM 6,40412
ERCO,08/25/2020 7:00:00 AM 7,42073
ERCO,08/25/2020 8:00:00 AM 8,43048
ERCO,08/25/2020 9:00:00 AM 9,45295
ERCO,08/25/2020 10:00:00 AM 10,48956
ERCO,08/25/2020 11:00:00 AM 11,53513
ERCO,08/25/2020 12:00:00 PM 12,58014
ERCO,08/25/2020 1:00:00 PM 13,61579
ERCO,08/25/2020 2:00:00 PM 14,64539
ERCO,08/25/2020 3:00:00 PM 15,66953
ERCO,08/25/2020 4:00:00 PM 16,68394
ERCO,08/25/2020 5:00:00 PM 17,69102
ERCO,08/25/2020 6:00:00 PM 18,68705
ERCO,08/25/2020 7:00:00 PM 19,67009
ERCO,08/25/2020 8:00:00 PM 20,64372
ERCO,08/25/2020 9:00:00 PM 21,62324
ERCO,08/25/2020 10:00:00 PM 22,59271
ERCO,08/25/2020 11:00:00 PM 23,55336
ERCO,08/26/2020 12:00:00 AM 24,51406
ERCO,08/26/2020 1:00:00 AM 1,47865
ERCO,08/26/2020 2:00:00 AM 2,45179
ERCO,08/26/2020 3:00:00 AM 3,43263
ERCO,08/26/2020 4:00:00 AM 4,42026
ERCO,08/26/2020 5:00:00 AM 5,41628
ERCO,08/26/2020 6:00:00 AM 6,42394
ERCO,08/26/2020 7:00:00 AM 7,44026
ERCO,08/26/2020 8:00:00 AM 8,44732
ERCO,08/26/2020 9:00:00 AM 9,46766
ERCO,08/26/2020 10:00:00 AM 10,50004
ERCO,08/26/2020 11:00:00 AM 11,53683
ERCO,08/26/2020 12:00:00 PM 12,57711
ERCO,08/26/2020 1:00:00 PM 13,60874
ERCO,08/26/2020 2:00:00 PM 14,63427
ERCO,08/26/2020 3:00:00 PM 15,65087
ERCO,08/26/2020 4:00:00 PM 16,66388
ERCO,08/26/2020 5:00:00 PM 17,66422
ERCO,08/26/2020 6:00:00 PM 18,64976
ERCO,08/26/2020 7:00:00 PM 19,62593
ERCO,08/26/2020 8:00:00 PM 20,59768
ERCO,08/26/2020 9:00:00 PM 21,58143
ERCO,08/26/2020 10:00:00 PM 22,55507
ERCO,08/26/2020 11:00:00 PM 23,51808
ERCO,08/27/2020 12:00:00 AM 24,48023
ERCO,08/27/2020 1:00:00 AM 1,44861
ERCO,08/27/2020 2:00:00 AM 2,42385
ERCO,08/27/2020 3:00:00 AM 3,40686
ERCO,08/27/2020 4:00:00 AM 4,39582
ERCO,08/27/2020 5:00:00 AM 5,39208
ERCO,08/27/2020 6:00:00 AM 6,39925
ERCO,08/27/2020 7:00:00 AM 7,41430
ERCO,08/27/2020 8:00:00 AM 8,42172
ERCO,08/27/2020 9:00:00 AM 9,44329
ERCO,08/27/2020 10:00:00 AM 10,47927
ERCO,08/27/2020 11:00:00 AM 11,52222
ERCO,08/27/2020 12:00:00 PM 12,56843
ERCO,08/27/2020 1:00:00 PM 13,60931
ERCO,08/27/2020 2:00:00 PM 14,64439
ERCO,08/27/2020 3:00:00 PM 15,67059
ERCO,08/27/2020 4:00:00 PM 16,68997
ERCO,08/27/2020 5:00:00 PM 17,69777
ERCO,08/27/2020 6:00:00 PM 18,69501
ERCO,08/27/2020 7:00:00 PM 19,67212
ERCO,08/27/2020 8:00:00 PM 20,64040
ERCO,08/27/2020 9:00:00 PM 21,61926
ERCO,08/27/2020 10:00:00 PM 22,59008
ERCO,08/27/2020 11:00:00 PM 23,55121
ERCO,08/28/2020 12:00:00 AM 24,51446
ERCO,08/28/2020 1:00:00 AM 1,48285
ERCO,08/28/2020 2:00:00 AM 2,46152
ERCO,08/28/2020 3:00:00 AM 3,44621
ERCO,08/28/2020 4:00:00 AM 4,43551
ERCO,08/28/2020 5:00:00 AM 5,43408
ERCO,08/28/2020 6:00:00 AM 6,44449
ERCO,08/28/2020 7:00:00 AM 7,46118
ERCO,08/28/2020 8:00:00 AM 8,46937
ERCO,08/28/2020 9:00:00 AM 9,49389
ERCO,08/28/2020 10:00:00 AM 10,53615
ERCO,08/28/2020 11:00:00 AM 11,58398
ERCO,08/28/2020 12:00:00 PM 12,63282
ERCO,08/28/2020 1:00:00 PM 13,67617
ERCO,08/28/2020 2:00:00 PM 14,71208
ERCO,08/28/2020 3:00:00 PM 15,73563
ERCO,08/28/2020 4:00:00 PM 16,74104
ERCO,08/28/2020 5:00:00 PM 17,73923
ERCO,08/28/2020 6:00:00 PM 18,73334
ERCO,08/28/2020 7:00:00 PM 19,71446
ERCO,08/28/2020 8:00:00 PM 20,68454
ERCO,08/28/2020 9:00:00 PM 21,65917
ERCO,08/28/2020 10:00:00 PM 22,63051
ERCO,08/28/2020 11:00:00 PM 23,59424
ERCO,08/29/2020 12:00:00 AM 24,55529
ERCO,08/29/2020 1:00:00 AM 1,52039
ERCO,08/29/2020 2:00:00 AM 2,49283
ERCO,08/29/2020 3:00:00 AM 3,47059
ERCO,08/29/2020 4:00:00 AM 4,45301
ERCO,08/29/2020 5:00:00 AM 5,44151
ERCO,08/29/2020 6:00:00 AM 6,43584
ERCO,08/29/2020 7:00:00 AM 7,43516
ERCO,08/29/2020 8:00:00 AM 8,43347
ERCO,08/29/2020 9:00:00 AM 9,46028
ERCO,08/29/2020 10:00:00 AM 10,50358
ERCO,08/29/2020 11:00:00 AM 11,55279
ERCO,08/29/2020 12:00:00 PM 12,60237
ERCO,08/29/2020 1:00:00 PM 13,64653
ERCO,08/29/2020 2:00:00 PM 14,68288
ERCO,08/29/2020 3:00:00 PM 15,70901
ERCO,08/29/2020 4:00:00 PM 16,72388
ERCO,08/29/2020 5:00:00 PM 17,73039
ERCO,08/29/2020 6:00:00 PM 18,72800
ERCO,08/29/2020 7:00:00 PM 19,70820
ERCO,08/29/2020 8:00:00 PM 20,67544
ERCO,08/29/2020 9:00:00 PM 21,64813
ERCO,08/29/2020 10:00:00 PM 22,61649
ERCO,08/29/2020 11:00:00 PM 23,58191
ERCO,08/30/2020 12:00:00 AM 24,54757
ERCO,08/30/2020 1:00:00 AM 1,51621
ERCO,08/30/2020 2:00:00 AM 2,49102
ERCO,08/30/2020 3:00:00 AM 3,46954
ERCO,08/30/2020 4:00:00 AM 4,45226
ERCO,08/30/2020 5:00:00 AM 5,43994
ERCO,08/30/2020 6:00:00 AM 6,43038
ERCO,08/30/2020 7:00:00 AM 7,42296
ERCO,08/30/2020 8:00:00 AM 8,41915
ERCO,08/30/2020 9:00:00 AM 9,43640
ERCO,08/30/2020 10:00:00 AM 10,46960
ERCO,08/30/2020 11:00:00 AM 11,50825
ERCO,08/30/2020 12:00:00 PM 12,55216
ERCO,08/30/2020 1:00:00 PM 13,59018
ERCO,08/30/2020 2:00:00 PM 14,62192
ERCO,08/30/2020 3:00:00 PM 15,64850
ERCO,08/30/2020 4:00:00 PM 16,66804
ERCO,08/30/2020 5:00:00 PM 17,68425
ERCO,08/30/2020 6:00:00 PM 18,69156
ERCO,08/30/2020 7:00:00 PM 19,68159
ERCO,08/30/2020 8:00:00 PM 20,65784
ERCO,08/30/2020 9:00:00 PM 21,64182
ERCO,08/30/2020 10:00:00 PM 22,61428
ERCO,08/30/2020 11:00:00 PM 23,57799
ERCO,08/31/2020 12:00:00 AM 24,53819
ERCO,08/31/2020 1:00:00 AM 1,50886
ERCO,08/31/2020 2:00:00 AM 2,48706
ERCO,08/31/2020 3:00:00 AM 3,47210
ERCO,08/31/2020 4:00:00 AM 4,46481
ERCO,08/31/2020 5:00:00 AM 5,46584
ERCO,08/31/2020 6:00:00 AM 6,47684
ERCO,08/31/2020 7:00:00 AM 7,49433
ERCO,08/31/2020 8:00:00 AM 8,50287
ERCO,08/31/2020 9:00:00 AM 9,52413
ERCO,08/31/2020 10:00:00 AM 10,56024
ERCO,08/31/2020 11:00:00 AM 11,60169
ERCO,08/31/2020 12:00:00 PM 12,64245
ERCO,08/31/2020 1:00:00 PM 13,67685
ERCO,08/31/2020 2:00:00 PM 14,70419
ERCO,08/31/2020 3:00:00 PM 15,71960
ERCO,08/31/2020 4:00:00 PM 16,72334
ERCO,08/31/2020 5:00:00 PM 17,72497
ERCO,08/31/2020 6:00:00 PM 18,72363
ERCO,08/31/2020 7:00:00 PM 19,70835
ERCO,08/31/2020 8:00:00 PM 20,68210
ERCO,08/31/2020 9:00:00 PM 21,66650
ERCO,08/31/2020 10:00:00 PM 22,63565
ERCO,08/31/2020 11:00:00 PM 23,59857
ERCO,09/01/2020 12:00:00 AM 24,56087
ERCO,09/01/2020 1:00:00 AM 1,53053
ERCO,09/01/2020 2:00:00 AM 2,50805
ERCO,09/01/2020 3:00:00 AM 3,49300
ERCO,09/01/2020 4:00:00 AM 4,48477
ERCO,09/01/2020 5:00:00 AM 5,48319
ERCO,09/01/2020 6:00:00 AM 6,49325
ERCO,09/01/2020 7:00:00 AM 7,51078
ERCO,09/01/2020 8:00:00 AM 8,51769
ERCO,09/01/2020 9:00:00 AM 9,53307
ERCO,09/01/2020 10:00:00 AM 10,55978
ERCO,09/01/2020 11:00:00 AM 11,59260
ERCO,09/01/2020 12:00:00 PM 12,61903
ERCO,09/01/2020 1:00:00 PM 13,63216
ERCO,09/01/2020 2:00:00 PM 14,64273
ERCO,09/01/2020 3:00:00 PM 15,64719
ERCO,09/01/2020 4:00:00 PM 16,64434
ERCO,09/01/2020 5:00:00 PM 17,64438
ERCO,09/01/2020 6:00:00 PM 18,64380
ERCO,09/01/2020 7:00:00 PM 19,63012
ERCO,09/01/2020 8:00:00 PM 20,61047
ERCO,09/01/2020 9:00:00 PM 21,59853
ERCO,09/01/2020 10:00:00 PM 22,57547
ERCO,09/01/2020 11:00:00 PM 23,54088
ERCO,09/02/2020 12:00:00 AM 24,50533
ERCO,09/02/2020 1:00:00 AM 1,47682
ERCO,09/02/2020 2:00:00 AM 2,45708
ERCO,09/02/2020 3:00:00 AM 3,44223
ERCO,09/02/2020 4:00:00 AM 4,43241
ERCO,09/02/2020 5:00:00 AM 5,43092
ERCO,09/02/2020 6:00:00 AM 6,43860
ERCO,09/02/2020 7:00:00 AM 7,45522
ERCO,09/02/2020 8:00:00 AM 8,46526
ERCO,09/02/2020 9:00:00 AM 9,47776
ERCO,09/02/2020 10:00:00 AM 10,50110
ERCO,09/02/2020 11:00:00 AM 11,52339
ERCO,09/02/2020 12:00:00 PM 12,54743
ERCO,09/02/2020 1:00:00 PM 13,56703
ERCO,09/02/2020 2:00:00 PM 14,58352
ERCO,09/02/2020 3:00:00 PM 15,59617
ERCO,09/02/2020 4:00:00 PM 16,60106
ERCO,09/02/2020 5:00:00 PM 17,60122
ERCO,09/02/2020 6:00:00 PM 18,59439
ERCO,09/02/2020 7:00:00 PM 19,58037
ERCO,09/02/2020 8:00:00 PM 20,56389
ERCO,09/02/2020 9:00:00 PM 21,55678
ERCO,09/02/2020 10:00:00 PM 22,53703
ERCO,09/02/2020 11:00:00 PM 23,50586
ERCO,09/03/2020 12:00:00 AM 24,47267
ERCO,09/03/2020 1:00:00 AM 1,44585
ERCO,09/03/2020 2:00:00 AM 2,42746
ERCO,09/03/2020 3:00:00 AM 3,41598
ERCO,09/03/2020 4:00:00 AM 4,40953
ERCO,09/03/2020 5:00:00 AM 5,41057
ERCO,09/03/2020 6:00:00 AM 6,42159
ERCO,09/03/2020 7:00:00 AM 7,44200
ERCO,09/03/2020 8:00:00 AM 8,45379
ERCO,09/03/2020 9:00:00 AM 9,46709
ERCO,09/03/2020 10:00:00 AM 10,48915
ERCO,09/03/2020 11:00:00 AM 11,51626
ERCO,09/03/2020 12:00:00 PM 12,54261
ERCO,09/03/2020 1:00:00 PM 13,56485
ERCO,09/03/2020 2:00:00 PM 14,58591
ERCO,09/03/2020 3:00:00 PM 15,60356
ERCO,09/03/2020 4:00:00 PM 16,61415
ERCO,09/03/2020 5:00:00 PM 17,61627
ERCO,09/03/2020 6:00:00 PM 18,60605
ERCO,09/03/2020 7:00:00 PM 19,58305
ERCO,09/03/2020 8:00:00 PM 20,56236
ERCO,09/03/2020 9:00:00 PM 21,55235
ERCO,09/03/2020 10:00:00 PM 22,52985
ERCO,09/03/2020 11:00:00 PM 23,49873
ERCO,09/04/2020 12:00:00 AM 24,46379
ERCO,09/04/2020 1:00:00 AM 1,43519
ERCO,09/04/2020 2:00:00 AM 2,41602
ERCO,09/04/2020 3:00:00 AM 3,40351
ERCO,09/04/2020 4:00:00 AM 4,39548
ERCO,09/04/2020 5:00:00 AM 5,39635
ERCO,09/04/2020 6:00:00 AM 6,40650
ERCO,09/04/2020 7:00:00 AM 7,42424
ERCO,09/04/2020 8:00:00 AM 8,43560
ERCO,09/04/2020 9:00:00 AM 9,45171
ERCO,09/04/2020 10:00:00 AM 10,47909
ERCO,09/04/2020 11:00:00 AM 11,50938
ERCO,09/04/2020 12:00:00 PM 12,53688
ERCO,09/04/2020 1:00:00 PM 13,55988
ERCO,09/04/2020 2:00:00 PM 14,57960
ERCO,09/04/2020 3:00:00 PM 15,58847
ERCO,09/04/2020 4:00:00 PM 16,59052
ERCO,09/04/2020 5:00:00 PM 17,58359
ERCO,09/04/2020 6:00:00 PM 18,56842
ERCO,09/04/2020 7:00:00 PM 19,54731
ERCO,09/04/2020 8:00:00 PM 20,52896
ERCO,09/04/2020 9:00:00 PM 21,52069
ERCO,09/04/2020 10:00:00 PM 22,50319
ERCO,09/04/2020 11:00:00 PM 23,47902
ERCO,09/05/2020 12:00:00 AM 24,45119
ERCO,09/05/2020 1:00:00 AM 1,42549
ERCO,09/05/2020 2:00:00 AM 2,40472
ERCO,09/05/2020 3:00:00 AM 3,38964
ERCO,09/05/2020 4:00:00 AM 4,38030
ERCO,09/05/2020 5:00:00 AM 5,37556
ERCO,09/05/2020 6:00:00 AM 6,37578
ERCO,09/05/2020 7:00:00 AM 7,38179
