Balancing Authority,Date,Averaged Demand (MwH)
NYIS,07/21/2020 2:00:00 AM 2,20017
NYIS,07/21/2020 3:00:00 AM 3,19128
NYIS,07/21/2020 4:00:00 AM 4,18516
NYIS,07/21/2020 5:00:00 AM 5,18266
NYIS,07/21/2020 6:00:00 AM 6,18545
NYIS,07/21/2020 7:00:00 AM 7,19453
NYIS,07/21/2020 8:00:00 AM 8,20920
NYIS,07/21/2020 9:00:00 AM 9,22280
NYIS,07/21/2020 10:00:00 AM 10,23499
NYIS,07/21/2020 11:00:00 AM 11,24613
NYIS,07/21/2020 12:00:00 PM 12,25640
NYIS,07/21/2020 1:00:00 PM 13,26460
NYIS,07/21/2020 2:00:00 PM 14,27110
NYIS,07/21/2020 3:00:00 PM 15,27583
NYIS,07/21/2020 4:00:00 PM 16,28004
NYIS,07/21/2020 5:00:00 PM 17,28387
NYIS,07/21/2020 6:00:00 PM 18,28432
NYIS,07/21/2020 7:00:00 PM 19,27798
NYIS,07/21/2020 8:00:00 PM 20,26769
NYIS,07/21/2020 9:00:00 PM 21,25857
NYIS,07/21/2020 10:00:00 PM 22,25112
NYIS,07/21/2020 11:00:00 PM 23,23572
NYIS,07/22/2020 12:00:00 AM 24,21928
NYIS,07/22/2020 1:00:00 AM 1,20583
NYIS,07/22/2020 2:00:00 AM 2,19637
NYIS,07/22/2020 3:00:00 AM 3,18917
NYIS,07/22/2020 4:00:00 AM 4,18505
NYIS,07/22/2020 5:00:00 AM 5,18451
NYIS,07/22/2020 6:00:00 AM 6,18857
NYIS,07/22/2020 7:00:00 AM 7,19819
NYIS,07/22/2020 8:00:00 AM 8,21260
NYIS,07/22/2020 9:00:00 AM 9,22688
NYIS,07/22/2020 10:00:00 AM 10,23957
NYIS,07/22/2020 11:00:00 AM 11,25090
NYIS,07/22/2020 12:00:00 PM 12,26055
NYIS,07/22/2020 1:00:00 PM 13,26873
NYIS,07/22/2020 2:00:00 PM 14,27715
NYIS,07/22/2020 3:00:00 PM 15,28309
NYIS,07/22/2020 4:00:00 PM 16,28742
NYIS,07/22/2020 5:00:00 PM 17,29053
NYIS,07/22/2020 6:00:00 PM 18,28984
NYIS,07/22/2020 7:00:00 PM 19,28199
NYIS,07/22/2020 8:00:00 PM 20,26692
NYIS,07/22/2020 9:00:00 PM 21,25515
NYIS,07/22/2020 10:00:00 PM 22,24582
NYIS,07/22/2020 11:00:00 PM 23,23128
NYIS,07/23/2020 12:00:00 AM 24,21535
NYIS,07/23/2020 1:00:00 AM 1,20309
NYIS,07/23/2020 2:00:00 AM 2,19357
NYIS,07/23/2020 3:00:00 AM 3,18659
NYIS,07/23/2020 4:00:00 AM 4,18297
NYIS,07/23/2020 5:00:00 AM 5,18235
NYIS,07/23/2020 6:00:00 AM 6,18690
NYIS,07/23/2020 7:00:00 AM 7,19673
NYIS,07/23/2020 8:00:00 AM 8,21029
NYIS,07/23/2020 9:00:00 AM 9,22285
NYIS,07/23/2020 10:00:00 AM 10,23457
NYIS,07/23/2020 11:00:00 AM 11,24496
NYIS,07/23/2020 12:00:00 PM 12,25235
NYIS,07/23/2020 1:00:00 PM 13,25648
NYIS,07/23/2020 2:00:00 PM 14,26223
NYIS,07/23/2020 3:00:00 PM 15,26929
NYIS,07/23/2020 4:00:00 PM 16,27586
NYIS,07/23/2020 5:00:00 PM 17,28004
NYIS,07/23/2020 6:00:00 PM 18,28118
NYIS,07/23/2020 7:00:00 PM 19,27578
NYIS,07/23/2020 8:00:00 PM 20,26694
NYIS,07/23/2020 9:00:00 PM 21,25991
NYIS,07/23/2020 10:00:00 PM 22,25175
NYIS,07/23/2020 11:00:00 PM 23,23658
NYIS,07/24/2020 12:00:00 AM 24,22032
NYIS,07/24/2020 1:00:00 AM 1,20547
NYIS,07/24/2020 2:00:00 AM 2,19516
NYIS,07/24/2020 3:00:00 AM 3,18749
NYIS,07/24/2020 4:00:00 AM 4,18224
NYIS,07/24/2020 5:00:00 AM 5,18034
NYIS,07/24/2020 6:00:00 AM 6,18387
NYIS,07/24/2020 7:00:00 AM 7,19262
NYIS,07/24/2020 8:00:00 AM 8,20487
NYIS,07/24/2020 9:00:00 AM 9,21611
NYIS,07/24/2020 10:00:00 AM 10,22368
NYIS,07/24/2020 11:00:00 AM 11,22810
NYIS,07/24/2020 12:00:00 PM 12,23243
NYIS,07/24/2020 1:00:00 PM 13,23517
NYIS,07/24/2020 2:00:00 PM 14,23816
NYIS,07/24/2020 3:00:00 PM 15,24042
NYIS,07/24/2020 4:00:00 PM 16,24166
NYIS,07/24/2020 5:00:00 PM 17,24495
NYIS,07/24/2020 6:00:00 PM 18,24731
NYIS,07/24/2020 7:00:00 PM 19,24519
NYIS,07/24/2020 8:00:00 PM 20,23942
NYIS,07/24/2020 9:00:00 PM 21,23270
NYIS,07/24/2020 10:00:00 PM 22,22724
NYIS,07/24/2020 11:00:00 PM 23,21493
NYIS,07/25/2020 12:00:00 AM 24,20105
NYIS,07/25/2020 1:00:00 AM 1,18870
NYIS,07/25/2020 2:00:00 AM 2,17882
NYIS,07/25/2020 3:00:00 AM 3,17211
NYIS,07/25/2020 4:00:00 AM 4,16735
NYIS,07/25/2020 5:00:00 AM 5,16468
NYIS,07/25/2020 6:00:00 AM 6,16411
NYIS,07/25/2020 7:00:00 AM 7,16609
NYIS,07/25/2020 8:00:00 AM 8,17559
NYIS,07/25/2020 9:00:00 AM 9,18903
NYIS,07/25/2020 10:00:00 AM 10,20177
NYIS,07/25/2020 11:00:00 AM 11,21515
NYIS,07/25/2020 12:00:00 PM 12,22728
NYIS,07/25/2020 1:00:00 PM 13,23635
NYIS,07/25/2020 2:00:00 PM 14,24315
NYIS,07/25/2020 3:00:00 PM 15,24868
NYIS,07/25/2020 4:00:00 PM 16,25291
NYIS,07/25/2020 5:00:00 PM 17,25772
NYIS,07/25/2020 6:00:00 PM 18,26084
NYIS,07/25/2020 7:00:00 PM 19,25984
NYIS,07/25/2020 8:00:00 PM 20,25268
NYIS,07/25/2020 9:00:00 PM 21,24587
NYIS,07/25/2020 10:00:00 PM 22,24061
NYIS,07/25/2020 11:00:00 PM 23,22943
NYIS,07/26/2020 12:00:00 AM 24,21616
NYIS,07/26/2020 1:00:00 AM 1,20301
NYIS,07/26/2020 2:00:00 AM 2,19291
NYIS,07/26/2020 3:00:00 AM 3,18536
NYIS,07/26/2020 4:00:00 AM 4,17952
NYIS,07/26/2020 5:00:00 AM 5,17578
NYIS,07/26/2020 6:00:00 AM 6,17405
NYIS,07/26/2020 7:00:00 AM 7,17435
NYIS,07/26/2020 8:00:00 AM 8,18233
NYIS,07/26/2020 9:00:00 AM 9,19505
NYIS,07/26/2020 10:00:00 AM 10,21027
NYIS,07/26/2020 11:00:00 AM 11,22604
NYIS,07/26/2020 12:00:00 PM 12,23888
NYIS,07/26/2020 1:00:00 PM 13,24899
NYIS,07/26/2020 2:00:00 PM 14,25604
NYIS,07/26/2020 3:00:00 PM 15,26129
NYIS,07/26/2020 4:00:00 PM 16,26600
NYIS,07/26/2020 5:00:00 PM 17,27079
NYIS,07/26/2020 6:00:00 PM 18,27427
NYIS,07/26/2020 7:00:00 PM 19,27310
NYIS,07/26/2020 8:00:00 PM 20,26606
NYIS,07/26/2020 9:00:00 PM 21,25915
NYIS,07/26/2020 10:00:00 PM 22,25325
NYIS,07/26/2020 11:00:00 PM 23,23901
NYIS,07/27/2020 12:00:00 AM 24,22319
NYIS,07/27/2020 1:00:00 AM 1,20999
NYIS,07/27/2020 2:00:00 AM 2,19965
NYIS,07/27/2020 3:00:00 AM 3,19147
NYIS,07/27/2020 4:00:00 AM 4,18646
NYIS,07/27/2020 5:00:00 AM 5,18506
NYIS,07/27/2020 6:00:00 AM 6,18887
NYIS,07/27/2020 7:00:00 AM 7,19724
NYIS,07/27/2020 8:00:00 AM 8,21369
NYIS,07/27/2020 9:00:00 AM 9,23160
NYIS,07/27/2020 10:00:00 AM 10,24816
NYIS,07/27/2020 11:00:00 AM 11,26179
NYIS,07/27/2020 12:00:00 PM 12,27401
NYIS,07/27/2020 1:00:00 PM 13,28604
NYIS,07/27/2020 2:00:00 PM 14,29542
NYIS,07/27/2020 3:00:00 PM 15,30043
NYIS,07/27/2020 4:00:00 PM 16,30325
NYIS,07/27/2020 5:00:00 PM 17,30473
NYIS,07/27/2020 6:00:00 PM 18,30660
NYIS,07/27/2020 7:00:00 PM 19,30324
NYIS,07/27/2020 8:00:00 PM 20,29548
NYIS,07/27/2020 9:00:00 PM 21,28795
NYIS,07/27/2020 10:00:00 PM 22,27970
NYIS,07/27/2020 11:00:00 PM 23,26354
NYIS,07/28/2020 12:00:00 AM 24,24668
NYIS,07/28/2020 1:00:00 AM 1,23259
NYIS,07/28/2020 2:00:00 AM 2,22161
NYIS,07/28/2020 3:00:00 AM 3,21292
NYIS,07/28/2020 4:00:00 AM 4,20670
NYIS,07/28/2020 5:00:00 AM 5,20399
NYIS,07/28/2020 6:00:00 AM 6,20671
NYIS,07/28/2020 7:00:00 AM 7,21489
NYIS,07/28/2020 8:00:00 AM 8,22966
NYIS,07/28/2020 9:00:00 AM 9,24474
NYIS,07/28/2020 10:00:00 AM 10,25794
NYIS,07/28/2020 11:00:00 AM 11,26899
NYIS,07/28/2020 12:00:00 PM 12,27853
NYIS,07/28/2020 1:00:00 PM 13,28631
NYIS,07/28/2020 2:00:00 PM 14,29243
NYIS,07/28/2020 3:00:00 PM 15,29599
NYIS,07/28/2020 4:00:00 PM 16,29685
NYIS,07/28/2020 5:00:00 PM 17,29523
NYIS,07/28/2020 6:00:00 PM 18,29457
NYIS,07/28/2020 7:00:00 PM 19,28868
NYIS,07/28/2020 8:00:00 PM 20,27908
NYIS,07/28/2020 9:00:00 PM 21,26898
NYIS,07/28/2020 10:00:00 PM 22,25880
NYIS,07/28/2020 11:00:00 PM 23,24282
NYIS,07/29/2020 12:00:00 AM 24,22462
NYIS,07/29/2020 1:00:00 AM 1,20922
NYIS,07/29/2020 2:00:00 AM 2,19815
NYIS,07/29/2020 3:00:00 AM 3,19066
NYIS,07/29/2020 4:00:00 AM 4,18540
NYIS,07/29/2020 5:00:00 AM 5,18385
NYIS,07/29/2020 6:00:00 AM 6,18668
NYIS,07/29/2020 7:00:00 AM 7,19506
NYIS,07/29/2020 8:00:00 AM 8,20906
NYIS,07/29/2020 9:00:00 AM 9,22316
NYIS,07/29/2020 10:00:00 AM 10,23498
NYIS,07/29/2020 11:00:00 AM 11,24553
NYIS,07/29/2020 12:00:00 PM 12,25501
NYIS,07/29/2020 1:00:00 PM 13,26256
NYIS,07/29/2020 2:00:00 PM 14,26984
NYIS,07/29/2020 3:00:00 PM 15,27457
NYIS,07/29/2020 4:00:00 PM 16,27980
NYIS,07/29/2020 5:00:00 PM 17,28347
NYIS,07/29/2020 6:00:00 PM 18,28378
NYIS,07/29/2020 7:00:00 PM 19,27896
NYIS,07/29/2020 8:00:00 PM 20,26924
NYIS,07/29/2020 9:00:00 PM 21,26151
NYIS,07/29/2020 10:00:00 PM 22,25428
NYIS,07/29/2020 11:00:00 PM 23,23898
NYIS,07/30/2020 12:00:00 AM 24,22231
NYIS,07/30/2020 1:00:00 AM 1,20798
NYIS,07/30/2020 2:00:00 AM 2,19701
NYIS,07/30/2020 3:00:00 AM 3,18853
NYIS,07/30/2020 4:00:00 AM 4,18331
NYIS,07/30/2020 5:00:00 AM 5,18154
NYIS,07/30/2020 6:00:00 AM 6,18483
NYIS,07/30/2020 7:00:00 AM 7,19334
NYIS,07/30/2020 8:00:00 AM 8,20734
NYIS,07/30/2020 9:00:00 AM 9,22193
NYIS,07/30/2020 10:00:00 AM 10,23457
NYIS,07/30/2020 11:00:00 AM 11,24607
NYIS,07/30/2020 12:00:00 PM 12,25668
NYIS,07/30/2020 1:00:00 PM 13,26530
NYIS,07/30/2020 2:00:00 PM 14,27314
NYIS,07/30/2020 3:00:00 PM 15,27852
NYIS,07/30/2020 4:00:00 PM 16,28094
NYIS,07/30/2020 5:00:00 PM 17,28072
NYIS,07/30/2020 6:00:00 PM 18,27693
NYIS,07/30/2020 7:00:00 PM 19,27069
NYIS,07/30/2020 8:00:00 PM 20,26293
NYIS,07/30/2020 9:00:00 PM 21,25681
NYIS,07/30/2020 10:00:00 PM 22,24764
NYIS,07/30/2020 11:00:00 PM 23,23331
NYIS,07/31/2020 12:00:00 AM 24,21821
NYIS,07/31/2020 1:00:00 AM 1,20413
NYIS,07/31/2020 2:00:00 AM 2,19231
NYIS,07/31/2020 3:00:00 AM 3,18174
NYIS,07/31/2020 4:00:00 AM 4,17674
NYIS,07/31/2020 5:00:00 AM 5,17477
NYIS,07/31/2020 6:00:00 AM 6,17790
NYIS,07/31/2020 7:00:00 AM 7,18572
NYIS,07/31/2020 8:00:00 AM 8,19637
NYIS,07/31/2020 9:00:00 AM 9,20581
NYIS,07/31/2020 10:00:00 AM 10,21303
NYIS,07/31/2020 11:00:00 AM 11,21952
NYIS,07/31/2020 12:00:00 PM 12,22443
NYIS,07/31/2020 1:00:00 PM 13,22827
NYIS,07/31/2020 2:00:00 PM 14,23296
NYIS,07/31/2020 3:00:00 PM 15,23720
NYIS,07/31/2020 4:00:00 PM 16,24271
NYIS,07/31/2020 5:00:00 PM 17,24808
NYIS,07/31/2020 6:00:00 PM 18,25189
NYIS,07/31/2020 7:00:00 PM 19,24924
NYIS,07/31/2020 8:00:00 PM 20,24204
NYIS,07/31/2020 9:00:00 PM 21,23391
NYIS,07/31/2020 10:00:00 PM 22,22675
NYIS,07/31/2020 11:00:00 PM 23,21372
NYIS,08/01/2020 12:00:00 AM 24,20038
NYIS,08/01/2020 1:00:00 AM 1,18747
NYIS,08/01/2020 2:00:00 AM 2,17763
NYIS,08/01/2020 3:00:00 AM 3,17065
NYIS,08/01/2020 4:00:00 AM 4,16568
NYIS,08/01/2020 5:00:00 AM 5,16275
NYIS,08/01/2020 6:00:00 AM 6,16214
NYIS,08/01/2020 7:00:00 AM 7,16417
NYIS,08/01/2020 8:00:00 AM 8,17260
NYIS,08/01/2020 9:00:00 AM 9,18391
NYIS,08/01/2020 10:00:00 AM 10,19658
NYIS,08/01/2020 11:00:00 AM 11,20968
NYIS,08/01/2020 12:00:00 PM 12,22160
NYIS,08/01/2020 1:00:00 PM 13,23075
NYIS,08/01/2020 2:00:00 PM 14,23627
NYIS,08/01/2020 3:00:00 PM 15,24121
NYIS,08/01/2020 4:00:00 PM 16,24568
NYIS,08/01/2020 5:00:00 PM 17,24944
NYIS,08/01/2020 6:00:00 PM 18,25134
NYIS,08/01/2020 7:00:00 PM 19,24880
NYIS,08/01/2020 8:00:00 PM 20,24182
NYIS,08/01/2020 9:00:00 PM 21,23660
NYIS,08/01/2020 10:00:00 PM 22,23191
NYIS,08/01/2020 11:00:00 PM 23,22218
NYIS,08/02/2020 12:00:00 AM 24,21015
NYIS,08/02/2020 1:00:00 AM 1,19873
NYIS,08/02/2020 2:00:00 AM 2,18981
NYIS,08/02/2020 3:00:00 AM 3,18343
NYIS,08/02/2020 4:00:00 AM 4,17888
NYIS,08/02/2020 5:00:00 AM 5,17646
NYIS,08/02/2020 6:00:00 AM 6,17648
NYIS,08/02/2020 7:00:00 AM 7,17719
NYIS,08/02/2020 8:00:00 AM 8,18281
NYIS,08/02/2020 9:00:00 AM 9,19409
NYIS,08/02/2020 10:00:00 AM 10,20509
NYIS,08/02/2020 11:00:00 AM 11,21548
NYIS,08/02/2020 12:00:00 PM 12,22541
NYIS,08/02/2020 1:00:00 PM 13,23455
NYIS,08/02/2020 2:00:00 PM 14,24158
NYIS,08/02/2020 3:00:00 PM 15,24921
NYIS,08/02/2020 4:00:00 PM 16,25650
NYIS,08/02/2020 5:00:00 PM 17,26312
NYIS,08/02/2020 6:00:00 PM 18,26776
NYIS,08/02/2020 7:00:00 PM 19,26813
NYIS,08/02/2020 8:00:00 PM 20,26264
NYIS,08/02/2020 9:00:00 PM 21,25907
NYIS,08/02/2020 10:00:00 PM 22,25426
NYIS,08/02/2020 11:00:00 PM 23,24160
NYIS,08/03/2020 12:00:00 AM 24,22705
NYIS,08/03/2020 1:00:00 AM 1,21458
NYIS,08/03/2020 2:00:00 AM 2,20464
NYIS,08/03/2020 3:00:00 AM 3,19720
NYIS,08/03/2020 4:00:00 AM 4,19162
NYIS,08/03/2020 5:00:00 AM 5,18887
NYIS,08/03/2020 6:00:00 AM 6,19079
NYIS,08/03/2020 7:00:00 AM 7,19747
NYIS,08/03/2020 8:00:00 AM 8,20923
NYIS,08/03/2020 9:00:00 AM 9,22128
NYIS,08/03/2020 10:00:00 AM 10,23243
NYIS,08/03/2020 11:00:00 AM 11,24119
NYIS,08/03/2020 12:00:00 PM 12,24915
NYIS,08/03/2020 1:00:00 PM 13,25650
NYIS,08/03/2020 2:00:00 PM 14,26424
NYIS,08/03/2020 3:00:00 PM 15,27010
NYIS,08/03/2020 4:00:00 PM 16,27418
NYIS,08/03/2020 5:00:00 PM 17,27824
NYIS,08/03/2020 6:00:00 PM 18,27923
NYIS,08/03/2020 7:00:00 PM 19,27201
NYIS,08/03/2020 8:00:00 PM 20,26435
NYIS,08/03/2020 9:00:00 PM 21,25943
NYIS,08/03/2020 10:00:00 PM 22,24598
NYIS,08/03/2020 11:00:00 PM 23,22776
NYIS,08/04/2020 12:00:00 AM 24,21213
NYIS,08/04/2020 1:00:00 AM 1,19909
NYIS,08/04/2020 2:00:00 AM 2,18956
NYIS,08/04/2020 3:00:00 AM 3,18292
NYIS,08/04/2020 4:00:00 AM 4,17972
NYIS,08/04/2020 5:00:00 AM 5,17959
NYIS,08/04/2020 6:00:00 AM 6,18407
NYIS,08/04/2020 7:00:00 AM 7,19433
NYIS,08/04/2020 8:00:00 AM 8,20717
NYIS,08/04/2020 9:00:00 AM 9,21966
NYIS,08/04/2020 10:00:00 AM 10,22887
NYIS,08/04/2020 11:00:00 AM 11,23475
NYIS,08/04/2020 12:00:00 PM 12,23817
NYIS,08/04/2020 1:00:00 PM 13,23830
NYIS,08/04/2020 2:00:00 PM 14,23117
NYIS,08/04/2020 3:00:00 PM 15,21386
NYIS,08/04/2020 4:00:00 PM 16,20690
NYIS,08/04/2020 5:00:00 PM 17,20547
NYIS,08/04/2020 6:00:00 PM 18,20681
NYIS,08/04/2020 7:00:00 PM 19,20463
NYIS,08/04/2020 8:00:00 PM 20,19978
NYIS,08/04/2020 9:00:00 PM 21,19849
NYIS,08/04/2020 10:00:00 PM 22,19588
NYIS,08/04/2020 11:00:00 PM 23,18683
NYIS,08/05/2020 12:00:00 AM 24,17690
NYIS,08/05/2020 1:00:00 AM 1,16757
NYIS,08/05/2020 2:00:00 AM 2,16069
NYIS,08/05/2020 3:00:00 AM 3,15684
NYIS,08/05/2020 4:00:00 AM 4,15469
NYIS,08/05/2020 5:00:00 AM 5,15479
NYIS,08/05/2020 6:00:00 AM 6,15876
NYIS,08/05/2020 7:00:00 AM 7,16624
NYIS,08/05/2020 8:00:00 AM 8,17873
NYIS,08/05/2020 9:00:00 AM 9,19074
NYIS,08/05/2020 10:00:00 AM 10,20052
NYIS,08/05/2020 11:00:00 AM 11,20803
NYIS,08/05/2020 12:00:00 PM 12,21484
NYIS,08/05/2020 1:00:00 PM 13,22105
NYIS,08/05/2020 2:00:00 PM 14,22586
NYIS,08/05/2020 3:00:00 PM 15,22917
NYIS,08/05/2020 4:00:00 PM 16,23264
NYIS,08/05/2020 5:00:00 PM 17,23609
NYIS,08/05/2020 6:00:00 PM 18,23762
NYIS,08/05/2020 7:00:00 PM 19,23327
NYIS,08/05/2020 8:00:00 PM 20,22440
NYIS,08/05/2020 9:00:00 PM 21,21824
NYIS,08/05/2020 10:00:00 PM 22,21161
NYIS,08/05/2020 11:00:00 PM 23,19888
NYIS,08/06/2020 12:00:00 AM 24,18479
NYIS,08/06/2020 1:00:00 AM 1,17310
NYIS,08/06/2020 2:00:00 AM 2,16427
NYIS,08/06/2020 3:00:00 AM 3,15836
NYIS,08/06/2020 4:00:00 AM 4,15477
NYIS,08/06/2020 5:00:00 AM 5,15399
NYIS,08/06/2020 6:00:00 AM 6,15781
NYIS,08/06/2020 7:00:00 AM 7,16565
NYIS,08/06/2020 8:00:00 AM 8,17683
NYIS,08/06/2020 9:00:00 AM 9,18569
NYIS,08/06/2020 10:00:00 AM 10,19289
NYIS,08/06/2020 11:00:00 AM 11,19657
NYIS,08/06/2020 12:00:00 PM 12,19993
NYIS,08/06/2020 1:00:00 PM 13,20414
NYIS,08/06/2020 2:00:00 PM 14,20861
NYIS,08/06/2020 3:00:00 PM 15,21294
NYIS,08/06/2020 4:00:00 PM 16,21851
NYIS,08/06/2020 5:00:00 PM 17,22435
NYIS,08/06/2020 6:00:00 PM 18,22657
NYIS,08/06/2020 7:00:00 PM 19,22204
NYIS,08/06/2020 8:00:00 PM 20,21447
NYIS,08/06/2020 9:00:00 PM 21,20941
NYIS,08/06/2020 10:00:00 PM 22,20359
NYIS,08/06/2020 11:00:00 PM 23,19168
NYIS,08/07/2020 12:00:00 AM 24,17909
NYIS,08/07/2020 1:00:00 AM 1,16878
NYIS,08/07/2020 2:00:00 AM 2,16191
NYIS,08/07/2020 3:00:00 AM 3,15676
NYIS,08/07/2020 4:00:00 AM 4,15402
NYIS,08/07/2020 5:00:00 AM 5,15380
NYIS,08/07/2020 6:00:00 AM 6,15574
NYIS,08/07/2020 7:00:00 AM 7,16426
NYIS,08/07/2020 8:00:00 AM 8,17417
NYIS,08/07/2020 9:00:00 AM 9,18357
NYIS,08/07/2020 10:00:00 AM 10,19083
NYIS,08/07/2020 11:00:00 AM 11,19571
NYIS,08/07/2020 12:00:00 PM 12,20108
NYIS,08/07/2020 1:00:00 PM 13,20691
NYIS,08/07/2020 2:00:00 PM 14,21255
NYIS,08/07/2020 3:00:00 PM 15,21706
NYIS,08/07/2020 4:00:00 PM 16,21957
NYIS,08/07/2020 5:00:00 PM 17,22136
NYIS,08/07/2020 6:00:00 PM 18,22182
NYIS,08/07/2020 7:00:00 PM 19,21769
NYIS,08/07/2020 8:00:00 PM 20,21344
NYIS,08/07/2020 9:00:00 PM 21,20999
NYIS,08/07/2020 10:00:00 PM 22,20414
NYIS,08/07/2020 11:00:00 PM 23,19387
NYIS,08/08/2020 12:00:00 AM 24,18249
NYIS,08/08/2020 1:00:00 AM 1,17178
NYIS,08/08/2020 2:00:00 AM 2,16431
NYIS,08/08/2020 3:00:00 AM 3,15913
NYIS,08/08/2020 4:00:00 AM 4,15544
NYIS,08/08/2020 5:00:00 AM 5,15354
NYIS,08/08/2020 6:00:00 AM 6,15440
NYIS,08/08/2020 7:00:00 AM 7,15638
NYIS,08/08/2020 8:00:00 AM 8,16270
NYIS,08/08/2020 9:00:00 AM 9,17162
NYIS,08/08/2020 10:00:00 AM 10,18080
NYIS,08/08/2020 11:00:00 AM 11,18922
NYIS,08/08/2020 12:00:00 PM 12,19765
NYIS,08/08/2020 1:00:00 PM 13,20535
NYIS,08/08/2020 2:00:00 PM 14,21105
NYIS,08/08/2020 3:00:00 PM 15,21609
NYIS,08/08/2020 4:00:00 PM 16,22061
NYIS,08/08/2020 5:00:00 PM 17,22566
NYIS,08/08/2020 6:00:00 PM 18,22966
NYIS,08/08/2020 7:00:00 PM 19,22926
NYIS,08/08/2020 8:00:00 PM 20,22221
NYIS,08/08/2020 9:00:00 PM 21,21695
NYIS,08/08/2020 10:00:00 PM 22,21111
NYIS,08/08/2020 11:00:00 PM 23,20062
NYIS,08/09/2020 12:00:00 AM 24,18862
NYIS,08/09/2020 1:00:00 AM 1,17766
NYIS,08/09/2020 2:00:00 AM 2,16898
NYIS,08/09/2020 3:00:00 AM 3,16292
NYIS,08/09/2020 4:00:00 AM 4,15850
NYIS,08/09/2020 5:00:00 AM 5,15593
NYIS,08/09/2020 6:00:00 AM 6,15554
NYIS,08/09/2020 7:00:00 AM 7,15553
NYIS,08/09/2020 8:00:00 AM 8,16117
NYIS,08/09/2020 9:00:00 AM 9,17275
NYIS,08/09/2020 10:00:00 AM 10,18435
NYIS,08/09/2020 11:00:00 AM 11,19698
NYIS,08/09/2020 12:00:00 PM 12,20943
NYIS,08/09/2020 1:00:00 PM 13,21918
NYIS,08/09/2020 2:00:00 PM 14,22721
NYIS,08/09/2020 3:00:00 PM 15,23308
NYIS,08/09/2020 4:00:00 PM 16,23892
NYIS,08/09/2020 5:00:00 PM 17,24411
NYIS,08/09/2020 6:00:00 PM 18,24777
NYIS,08/09/2020 7:00:00 PM 19,24655
NYIS,08/09/2020 8:00:00 PM 20,24055
NYIS,08/09/2020 9:00:00 PM 21,23765
NYIS,08/09/2020 10:00:00 PM 22,23207
NYIS,08/09/2020 11:00:00 PM 23,21959
NYIS,08/10/2020 12:00:00 AM 24,20673
NYIS,08/10/2020 1:00:00 AM 1,19525
NYIS,08/10/2020 2:00:00 AM 2,18626
NYIS,08/10/2020 3:00:00 AM 3,18001
NYIS,08/10/2020 4:00:00 AM 4,17652
NYIS,08/10/2020 5:00:00 AM 5,17626
NYIS,08/10/2020 6:00:00 AM 6,18140
NYIS,08/10/2020 7:00:00 AM 7,19078
NYIS,08/10/2020 8:00:00 AM 8,20616
NYIS,08/10/2020 9:00:00 AM 9,22231
NYIS,08/10/2020 10:00:00 AM 10,23631
NYIS,08/10/2020 11:00:00 AM 11,25048
NYIS,08/10/2020 12:00:00 PM 12,26411
NYIS,08/10/2020 1:00:00 PM 13,27511
NYIS,08/10/2020 2:00:00 PM 14,28396
NYIS,08/10/2020 3:00:00 PM 15,28910
NYIS,08/10/2020 4:00:00 PM 16,29328
NYIS,08/10/2020 5:00:00 PM 17,29654
NYIS,08/10/2020 6:00:00 PM 18,29685
NYIS,08/10/2020 7:00:00 PM 19,29022
NYIS,08/10/2020 8:00:00 PM 20,27993
NYIS,08/10/2020 9:00:00 PM 21,27212
NYIS,08/10/2020 10:00:00 PM 22,26100
NYIS,08/10/2020 11:00:00 PM 23,24454
NYIS,08/11/2020 12:00:00 AM 24,22760
NYIS,08/11/2020 1:00:00 AM 1,21299
NYIS,08/11/2020 2:00:00 AM 2,20193
NYIS,08/11/2020 3:00:00 AM 3,19446
NYIS,08/11/2020 4:00:00 AM 4,18965
NYIS,08/11/2020 5:00:00 AM 5,18766
NYIS,08/11/2020 6:00:00 AM 6,19186
NYIS,08/11/2020 7:00:00 AM 7,20054
NYIS,08/11/2020 8:00:00 AM 8,21529
NYIS,08/11/2020 9:00:00 AM 9,23022
NYIS,08/11/2020 10:00:00 AM 10,24372
NYIS,08/11/2020 11:00:00 AM 11,25663
NYIS,08/11/2020 12:00:00 PM 12,26823
NYIS,08/11/2020 1:00:00 PM 13,27733
NYIS,08/11/2020 2:00:00 PM 14,28370
NYIS,08/11/2020 3:00:00 PM 15,28731
NYIS,08/11/2020 4:00:00 PM 16,29011
NYIS,08/11/2020 5:00:00 PM 17,29024
NYIS,08/11/2020 6:00:00 PM 18,29061
NYIS,08/11/2020 7:00:00 PM 19,28457
NYIS,08/11/2020 8:00:00 PM 20,27435
NYIS,08/11/2020 9:00:00 PM 21,26773
NYIS,08/11/2020 10:00:00 PM 22,25780
NYIS,08/11/2020 11:00:00 PM 23,24214
NYIS,08/12/2020 12:00:00 AM 24,22557
NYIS,08/12/2020 1:00:00 AM 1,21179
NYIS,08/12/2020 2:00:00 AM 2,20129
NYIS,08/12/2020 3:00:00 AM 3,19375
NYIS,08/12/2020 4:00:00 AM 4,18890
NYIS,08/12/2020 5:00:00 AM 5,18775
NYIS,08/12/2020 6:00:00 AM 6,19190
NYIS,08/12/2020 7:00:00 AM 7,20016
NYIS,08/12/2020 8:00:00 AM 8,21370
NYIS,08/12/2020 9:00:00 AM 9,22639
NYIS,08/12/2020 10:00:00 AM 10,23838
