Feed,Sub Feed,"Transport Mode, Upstream to Process",Default Distance (mile one-way),Mix,flows,value,unit,direction,type,data location,comment
concrete feeds (49% gravel/35% sand/9% cement/7% water),,default mix,70.40270151,See GREET Cement_Concrete tab A12,co,5.68E-08,kg/kgmile,output,mass,GREET Cement_Concrete tab A12 and A29,
concrete feeds (49% gravel/35% sand/9% cement/7% water),,default mix,70.40270151,See GREET Cement_Concrete tab A12,nox,2.12E-07,kg/kgmile,output,mass,GREET Cement_Concrete tab A12 and A29,
concrete feeds (49% gravel/35% sand/9% cement/7% water),,default mix,70.40270151,See GREET Cement_Concrete tab A12,pm10,8.13E-09,kg/kgmile,output,mass,GREET Cement_Concrete tab A12 and A29,
concrete feeds (49% gravel/35% sand/9% cement/7% water),,default mix,70.40270151,See GREET Cement_Concrete tab A12,pm2.5,6.31E-09,kg/kgmile,output,mass,GREET Cement_Concrete tab A12 and A29,
concrete feeds (49% gravel/35% sand/9% cement/7% water),,default mix,70.40270151,See GREET Cement_Concrete tab A12,sox,1.78E-08,kg/kgmile,output,mass,GREET Cement_Concrete tab A12 and A29,
concrete feeds (49% gravel/35% sand/9% cement/7% water),,default mix,70.40270151,See GREET Cement_Concrete tab A12,bc,6.92E-10,kg/kgmile,output,mass,GREET Cement_Concrete tab A12 and A29,
concrete feeds (49% gravel/35% sand/9% cement/7% water),,default mix,70.40270151,See GREET Cement_Concrete tab A12,oc,3.37E-09,kg/kgmile,output,mass,GREET Cement_Concrete tab A12 and A29,
concrete feeds (49% gravel/35% sand/9% cement/7% water),,default mix,70.40270151,See GREET Cement_Concrete tab A12,ch4,7.64E-08,kg/kgmile,output,mass,GREET Cement_Concrete tab A12 and A29,
concrete feeds (49% gravel/35% sand/9% cement/7% water),,default mix,70.40270151,See GREET Cement_Concrete tab A12,n2o,4.08E-10,kg/kgmile,output,mass,GREET Cement_Concrete tab A12 and A29,
concrete feeds (49% gravel/35% sand/9% cement/7% water),,default mix,70.40270151,See GREET Cement_Concrete tab A12,co2,5.52E-05,kg/kgmile,output,mass,GREET Cement_Concrete tab A12 and A29,
